From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO2 (ug/m3),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3)
2018-05-12 05:00:00,2018-05-12 06:00:00,113.5,291.75,78.12,27.0,18.15,2.38,3.18,0.7
2018-05-12 06:00:00,2018-05-12 07:00:00,167.75,400.5,78.57,24.62,17.92,1.97,3.0,0.65
2018-05-12 07:00:00,2018-05-12 08:00:00,152.25,380.5,39.6,25.25,14.75,1.41,5.77,0.53
2018-05-12 08:00:00,2018-05-12 09:00:00,104.5,241.0,18.3,23.25,13.9,1.08,8.18,0.2
2018-05-12 09:00:00,2018-05-12 10:00:00,65.75,198.75,14.92,18.5,13.7,1.02,10.78,0.1
2018-05-12 10:00:00,2018-05-12 11:00:00,60.0,182.0,10.3,19.18,12.7,0.93,12.48,0.1
2018-05-12 11:00:00,2018-05-12 12:00:00,53.25,179.0,9.03,18.67,16.8,0.84,16.7,0.1
2018-05-12 12:00:00,2018-05-12 13:00:00,51.25,160.5,9.2,19.63,14.15,0.8,12.98,0.1
2018-05-12 13:00:00,2018-05-12 14:00:00,54.0,208.5,11.42,18.3,13.38,0.78,11.63,0.1
2018-05-12 14:00:00,2018-05-12 15:00:00,57.75,270.5,10.98,18.3,9.8,0.49,9.93,0.03
2018-05-12 15:00:00,2018-05-12 16:00:00,51.25,255.0,11.08,18.72,7.92,0.68,9.3,0.03
2018-05-12 16:00:00,2018-05-12 17:00:00,51.5,260.5,12.4,18.4,6.58,0.65,71.1,0.0
2018-05-12 17:00:00,2018-05-12 18:00:00,53.0,266.0,12.67,14.78,7.58,0.83,86.98,0.08
2018-05-12 18:00:00,2018-05-12 19:00:00,67.25,267.5,16.98,14.88,12.95,1.23,106.38,0.1
2018-05-12 19:00:00,2018-05-12 20:00:00,84.0,283.0,24.45,16.08,16.35,1.53,101.8,0.1
2018-05-12 20:00:00,2018-05-12 21:00:00,99.75,276.75,57.83,18.32,21.6,2.35,55.2,0.28
2018-05-12 21:00:00,2018-05-12 22:00:00,132.0,321.25,60.45,21.73,25.25,2.33,59.48,0.45
2018-05-12 22:00:00,2018-05-12 23:00:00,103.25,297.0,22.05,20.3,14.73,1.62,88.05,0.23
2018-05-12 23:00:00,2018-05-13 00:00:00,67.75,218.25,20.3,20.22,13.93,1.53,78.77,0.2
2018-05-13 00:00:00,2018-05-13 01:00:00,56.75,199.75,17.62,20.25,10.5,1.08,73.25,0.1
2018-05-13 01:00:00,2018-05-13 02:00:00,54.5,176.25,19.38,16.57,9.95,1.14,60.47,0.13
2018-05-13 02:00:00,2018-05-13 03:00:00,58.75,169.25,27.28,17.15,12.28,1.24,47.03,0.2
2018-05-13 03:00:00,2018-05-13 04:00:00,56.5,159.25,27.85,18.5,10.77,1.26,48.3,0.2
2018-05-13 04:00:00,2018-05-13 05:00:00,53.75,148.25,28.17,19.5,14.43,1.29,41.15,0.2
2018-05-13 05:00:00,2018-05-13 06:00:00,63.0,167.0,35.45,23.82,19.0,1.46,34.03,0.2
2018-05-13 06:00:00,2018-05-13 07:00:00,90.25,214.25,47.18,25.33,22.15,1.72,,0.45
2018-05-13 07:00:00,2018-05-13 08:00:00,116.75,238.25,12.35,23.2,11.6,1.3,,0.2
2018-05-13 08:00:00,2018-05-13 09:00:00,59.25,133.25,11.67,23.48,9.28,1.27,35.8,0.1
2018-05-13 09:00:00,2018-05-13 10:00:00,60.0,148.25,11.53,17.2,12.72,1.28,41.58,0.13
2018-05-13 10:00:00,2018-05-13 11:00:00,57.0,142.5,10.38,19.15,12.33,1.21,49.9,0.1
2018-05-13 11:00:00,2018-05-13 12:00:00,46.5,127.0,8.87,18.33,12.85,1.07,56.37,0.08
2018-05-13 12:00:00,2018-05-13 13:00:00,41.75,112.0,7.3,19.93,10.58,1.03,61.4,0.0
2018-05-13 13:00:00,2018-05-13 14:00:00,42.0,116.75,8.35,17.75,12.15,1.0,68.47,0.0
2018-05-13 14:00:00,2018-05-13 15:00:00,44.5,132.25,8.62,18.25,10.22,0.94,72.12,0.0
2018-05-13 15:00:00,2018-05-13 16:00:00,44.0,146.0,10.67,18.25,11.45,0.95,70.37,0.03
2018-05-13 16:00:00,2018-05-13 17:00:00,47.75,180.5,11.15,17.97,9.62,1.02,67.7,0.0
2018-05-13 17:00:00,2018-05-13 18:00:00,53.5,262.0,11.87,13.45,6.7,0.98,64.35,0.08
2018-05-13 18:00:00,2018-05-13 19:00:00,65.25,453.75,12.17,13.25,9.9,1.09,60.55,0.08
2018-05-13 19:00:00,2018-05-13 20:00:00,73.25,506.75,15.35,13.35,14.55,1.07,51.07,0.1
2018-05-13 20:00:00,2018-05-13 21:00:00,66.67,616.5,17.4,13.9,10.38,1.23,42.88,0.08
2018-05-13 21:00:00,2018-05-13 22:00:00,33.5,186.5,25.3,16.93,24.25,1.11,38.43,0.0
2018-05-13 22:00:00,2018-05-13 23:00:00,49.0,285.5,50.2,17.68,63.1,1.17,26.88,0.08
2018-05-13 23:00:00,2018-05-14 00:00:00,43.75,134.25,34.85,18.62,33.83,1.03,35.33,0.1
2018-05-14 00:00:00,2018-05-14 01:00:00,36.25,97.5,29.9,17.97,28.75,0.9,34.5,0.03
2018-05-14 01:00:00,2018-05-14 02:00:00,32.75,88.75,25.47,13.28,19.78,0.95,38.07,0.08
2018-05-14 02:00:00,2018-05-14 03:00:00,30.75,72.75,26.17,13.5,27.85,0.94,38.27,0.03
2018-05-14 03:00:00,2018-05-14 04:00:00,36.75,64.25,38.55,14.45,45.55,1.07,23.43,0.1
2018-05-14 04:00:00,2018-05-14 05:00:00,37.25,76.0,24.37,14.78,12.8,0.96,37.83,0.1
2018-05-14 05:00:00,2018-05-14 06:00:00,33.75,101.75,19.5,17.27,8.88,0.94,34.8,0.05
2018-05-14 06:00:00,2018-05-14 07:00:00,36.0,101.75,20.6,18.08,20.35,0.9,41.32,0.05
2018-05-14 07:00:00,2018-05-14 08:00:00,24.5,76.25,16.03,17.87,18.38,0.91,46.98,0.0
2018-05-14 08:00:00,2018-05-14 09:00:00,16.25,43.0,11.05,17.62,5.15,0.88,54.7,0.0
2018-05-14 09:00:00,2018-05-14 10:00:00,14.5,32.75,17.65,12.6,35.7,0.94,55.65,0.0
2018-05-14 10:00:00,2018-05-14 11:00:00,16.75,39.5,22.4,15.15,76.8,0.92,52.53,0.0
2018-05-14 11:00:00,2018-05-14 12:00:00,19.0,45.25,19.4,15.4,16.85,0.9,61.05,0.0
2018-05-14 12:00:00,2018-05-14 13:00:00,19.0,47.5,7.3,17.17,6.23,0.87,69.43,0.0
2018-05-14 13:00:00,2018-05-14 14:00:00,19.5,44.5,8.25,17.65,8.65,0.84,37.1,0.0
2018-05-14 14:00:00,2018-05-14 15:00:00,20.75,55.25,8.92,17.58,10.23,0.81,59.15,0.0
2018-05-14 15:00:00,2018-05-14 16:00:00,20.75,77.25,8.7,17.1,8.25,0.84,66.73,0.0
2018-05-14 16:00:00,2018-05-14 17:00:00,26.5,97.25,12.88,17.25,11.97,0.88,65.45,0.0
2018-05-14 17:00:00,2018-05-14 18:00:00,38.0,145.5,18.78,13.62,12.47,0.98,62.65,0.1
2018-05-14 18:00:00,2018-05-14 19:00:00,41.75,200.25,19.38,12.83,13.08,1.06,62.2,0.1
2018-05-14 19:00:00,2018-05-14 20:00:00,45.75,195.5,18.28,13.1,10.95,1.15,66.45,0.1
2018-05-14 20:00:00,2018-05-14 21:00:00,47.25,156.5,17.42,13.4,9.63,1.08,55.52,0.1
2018-05-14 21:00:00,2018-05-14 22:00:00,37.25,129.75,9.33,15.9,6.25,0.91,51.3,0.0
2018-05-14 22:00:00,2018-05-14 23:00:00,40.25,86.0,8.2,16.15,4.53,0.88,51.2,0.0
2018-05-14 23:00:00,2018-05-15 00:00:00,37.25,73.25,7.65,15.42,4.17,0.89,50.0,0.0
2018-05-15 00:00:00,2018-05-15 01:00:00,36.5,72.25,11.93,15.33,4.43,0.63,39.47,0.0
2018-05-15 01:00:00,2018-05-15 02:00:00,41.0,86.5,35.0,11.5,4.53,0.77,21.15,0.03
2018-05-15 02:00:00,2018-05-15 03:00:00,43.0,116.5,33.3,12.28,4.88,0.84,18.5,0.08
2018-05-15 03:00:00,2018-05-15 04:00:00,49.75,113.25,38.93,12.85,4.88,0.9,12.17,0.1
2018-05-15 04:00:00,2018-05-15 05:00:00,52.0,115.0,51.62,13.65,6.17,1.02,6.35,0.15
2018-05-15 05:00:00,2018-05-15 06:00:00,55.5,133.5,55.38,17.38,7.28,0.89,4.32,0.18
2018-05-15 06:00:00,2018-05-15 07:00:00,124.5,277.5,56.5,23.15,12.5,1.73,5.08,0.4
2018-05-15 07:00:00,2018-05-15 08:00:00,241.75,399.75,30.15,18.72,13.9,0.93,29.1,0.45
2018-05-15 08:00:00,2018-05-15 09:00:00,61.0,123.0,15.5,18.0,17.53,0.81,42.72,0.1
2018-05-15 09:00:00,2018-05-15 10:00:00,41.0,95.75,14.5,14.7,18.45,0.79,50.7,0.1
2018-05-15 10:00:00,2018-05-15 11:00:00,34.75,89.25,9.38,15.25,16.53,0.74,55.48,0.0
2018-05-15 11:00:00,2018-05-15 12:00:00,32.25,76.5,8.03,15.83,12.3,0.72,59.42,0.0
2018-05-15 12:00:00,2018-05-15 13:00:00,29.25,95.25,7.7,18.17,11.55,0.77,62.67,0.0
2018-05-15 13:00:00,2018-05-15 14:00:00,36.67,119.33,7.77,17.65,9.55,0.72,62.45,0.0
2018-05-15 14:00:00,2018-05-15 15:00:00,37.75,149.0,8.92,17.18,8.2,0.72,61.7,0.0
2018-05-15 15:00:00,2018-05-15 16:00:00,38.5,189.75,8.97,17.4,9.0,0.71,64.9,0.0
2018-05-15 16:00:00,2018-05-15 17:00:00,45.25,206.0,13.15,17.62,13.25,0.75,63.97,0.0
2018-05-15 17:00:00,2018-05-15 18:00:00,52.5,249.5,17.6,13.77,9.67,0.83,57.23,0.05
2018-05-15 18:00:00,2018-05-15 19:00:00,55.0,281.5,21.17,12.42,7.1,0.83,54.6,0.1
2018-05-15 19:00:00,2018-05-15 20:00:00,63.5,282.5,46.22,13.38,7.87,1.18,31.15,0.1
2018-05-15 20:00:00,2018-05-15 21:00:00,73.75,255.25,25.65,14.22,9.77,0.94,60.0,0.18
2018-05-15 21:00:00,2018-05-15 22:00:00,56.0,190.75,20.53,16.45,9.5,1.02,58.1,0.1
2018-05-15 22:00:00,2018-05-15 23:00:00,61.75,227.0,35.6,18.82,13.05,1.36,36.85,0.18
2018-05-15 23:00:00,2018-05-16 00:00:00,72.25,230.0,48.58,18.9,19.83,1.38,26.2,0.2
2018-05-16 00:00:00,2018-05-16 01:00:00,80.25,261.25,67.75,19.4,29.07,1.57,16.52,0.2
2018-05-16 01:00:00,2018-05-16 02:00:00,81.75,265.75,58.02,15.58,20.92,1.4,20.55,0.2
2018-05-16 02:00:00,2018-05-16 03:00:00,73.25,230.5,53.72,14.98,30.25,1.32,25.6,0.2
2018-05-16 03:00:00,2018-05-16 04:00:00,68.5,195.75,36.18,16.55,40.57,1.3,31.28,0.2
2018-05-16 04:00:00,2018-05-16 05:00:00,78.0,193.0,37.7,18.73,29.6,1.61,17.93,0.25
2018-05-16 05:00:00,2018-05-16 06:00:00,110.0,224.75,44.1,22.85,23.33,1.7,9.35,0.38
2018-05-16 06:00:00,2018-05-16 07:00:00,144.5,275.0,53.3,24.32,21.47,1.82,11.52,0.55
2018-05-16 07:00:00,2018-05-16 08:00:00,160.75,307.25,31.3,22.4,15.35,1.37,34.93,0.38
2018-05-16 08:00:00,2018-05-16 09:00:00,104.75,230.0,27.45,21.2,15.2,1.16,45.4,0.2
2018-05-16 09:00:00,2018-05-16 10:00:00,70.25,184.75,14.38,17.22,11.45,1.1,59.13,0.1
2018-05-16 10:00:00,2018-05-16 11:00:00,56.0,160.5,9.77,16.25,10.13,0.99,59.85,0.05
2018-05-16 11:00:00,2018-05-16 12:00:00,50.25,205.5,11.43,16.97,11.0,0.96,63.1,0.1
2018-05-16 12:00:00,2018-05-16 13:00:00,57.25,291.25,9.03,18.63,5.4,0.94,60.63,0.05
2018-05-16 13:00:00,2018-05-16 14:00:00,51.75,235.25,10.08,18.62,4.95,0.98,69.67,0.08
2018-05-16 14:00:00,2018-05-16 15:00:00,59.0,229.25,10.77,18.78,6.4,0.95,65.42,0.08
2018-05-16 15:00:00,2018-05-16 16:00:00,54.75,239.5,12.95,19.17,8.8,0.92,62.88,0.08
2018-05-16 16:00:00,2018-05-16 17:00:00,53.0,265.75,14.33,18.75,9.65,0.93,58.18,0.0
2018-05-16 17:00:00,2018-05-16 18:00:00,59.0,309.25,14.7,15.22,3.2,0.99,56.7,0.08
2018-05-16 18:00:00,2018-05-16 19:00:00,62.75,287.5,19.25,13.83,6.55,1.15,59.85,0.08
2018-05-16 19:00:00,2018-05-16 20:00:00,75.25,254.5,23.6,14.88,9.8,1.26,56.45,0.1
2018-05-16 20:00:00,2018-05-16 21:00:00,87.0,268.25,46.85,15.7,11.32,1.89,30.53,0.2
2018-05-16 21:00:00,2018-05-16 22:00:00,114.0,334.25,87.67,23.2,18.5,2.78,10.55,0.5
2018-05-16 22:00:00,2018-05-16 23:00:00,113.75,346.5,61.72,22.5,16.2,2.02,28.73,0.43
2018-05-16 23:00:00,2018-05-17 00:00:00,80.5,262.0,27.65,20.7,21.27,1.39,53.35,0.18
2018-05-17 00:00:00,2018-05-17 01:00:00,60.33,191.25,14.25,20.25,14.3,0.92,60.45,0.1
2018-05-17 01:00:00,2018-05-17 02:00:00,54.0,162.75,16.65,17.5,10.5,1.05,51.02,0.1
2018-05-17 02:00:00,2018-05-17 03:00:00,59.25,175.5,25.88,16.02,10.17,1.16,34.43,0.18
2018-05-17 03:00:00,2018-05-17 04:00:00,68.75,185.25,36.58,17.15,10.47,1.28,22.18,0.2
2018-05-17 04:00:00,2018-05-17 05:00:00,80.75,214.0,58.5,17.73,10.05,1.34,7.7,0.2
2018-05-17 05:00:00,2018-05-17 06:00:00,91.25,250.5,41.67,23.57,24.95,1.39,23.28,0.33
2018-05-17 06:00:00,2018-05-17 07:00:00,91.75,244.5,35.55,24.0,39.55,1.5,25.58,0.38
2018-05-17 07:00:00,2018-05-17 08:00:00,99.5,257.75,37.53,22.93,52.07,1.49,32.38,0.4
2018-05-17 08:00:00,2018-05-17 09:00:00,98.0,281.75,34.08,23.22,47.82,1.38,46.7,0.3
2018-05-17 09:00:00,2018-05-17 10:00:00,95.0,270.25,21.78,19.97,31.28,1.33,69.68,0.2
2018-05-17 10:00:00,2018-05-17 11:00:00,86.0,249.5,13.53,17.73,27.7,0.99,77.8,0.13
2018-05-17 11:00:00,2018-05-17 12:00:00,72.75,241.0,10.2,19.0,21.6,0.92,82.05,0.1
2018-05-17 12:00:00,2018-05-17 13:00:00,70.5,282.0,12.83,24.33,19.4,0.81,78.73,0.1
2018-05-17 13:00:00,2018-05-17 14:00:00,65.5,323.5,11.55,20.22,5.62,0.71,63.07,0.0
2018-05-17 14:00:00,2018-05-17 15:00:00,63.5,362.75,10.97,17.85,4.92,0.67,63.6,0.0
2018-05-17 15:00:00,2018-05-17 16:00:00,62.75,326.0,10.9,17.25,5.02,0.7,65.45,0.0
2018-05-17 16:00:00,2018-05-17 17:00:00,67.25,346.75,12.65,17.4,4.93,0.75,69.15,0.0
2018-05-17 17:00:00,2018-05-17 18:00:00,73.5,381.0,15.2,17.3,5.0,0.79,64.28,0.08
2018-05-17 18:00:00,2018-05-17 19:00:00,72.5,372.75,22.48,17.38,4.88,0.86,53.55,0.1
2018-05-17 19:00:00,2018-05-17 20:00:00,83.25,356.75,42.7,18.17,8.4,1.29,35.82,0.2
2018-05-17 20:00:00,2018-05-17 21:00:00,119.25,368.0,74.28,21.83,12.85,2.25,12.18,0.28
2018-05-17 21:00:00,2018-05-17 22:00:00,144.5,430.75,94.25,23.35,20.83,2.38,9.55,0.58
2018-05-17 22:00:00,2018-05-17 23:00:00,141.5,506.5,71.7,21.22,15.05,1.86,14.95,0.4
2018-05-17 23:00:00,2018-05-18 00:00:00,127.75,479.75,76.62,20.87,16.53,1.96,7.35,0.38
2018-05-18 00:00:00,2018-05-18 01:00:00,128.75,467.25,77.88,21.05,15.78,1.7,4.0,0.4
2018-05-18 01:00:00,2018-05-18 02:00:00,131.5,541.25,75.48,22.07,13.8,1.41,3.7,0.3
2018-05-18 02:00:00,2018-05-18 03:00:00,119.5,480.5,84.73,21.88,13.78,1.28,4.0,0.25
2018-05-18 03:00:00,2018-05-18 04:00:00,104.75,355.75,78.15,23.43,15.62,1.28,3.68,0.25
2018-05-18 04:00:00,2018-05-18 05:00:00,100.25,310.5,62.35,23.82,12.05,1.38,6.07,0.3
2018-05-18 05:00:00,2018-05-18 06:00:00,116.0,309.5,58.97,25.85,13.4,1.7,4.67,0.33
2018-05-18 06:00:00,2018-05-18 07:00:00,178.25,423.75,60.4,26.85,16.28,2.02,4.88,0.52
2018-05-18 07:00:00,2018-05-18 08:00:00,195.0,519.25,54.75,25.65,19.82,1.77,19.12,0.58
2018-05-18 08:00:00,2018-05-18 09:00:00,144.75,379.5,13.7,21.65,11.45,0.98,44.82,0.2
2018-05-18 09:00:00,2018-05-18 10:00:00,69.0,217.75,18.82,22.5,21.12,1.02,55.25,0.1
2018-05-18 10:00:00,2018-05-18 11:00:00,73.5,249.5,14.6,25.38,22.2,1.64,66.7,0.1
2018-05-18 11:00:00,2018-05-18 12:00:00,60.25,194.5,11.57,25.5,18.45,0.88,75.28,0.1
2018-05-18 12:00:00,2018-05-18 13:00:00,61.5,206.5,12.27,25.87,16.15,0.85,81.07,0.1
2018-05-18 13:00:00,2018-05-18 14:00:00,63.75,244.0,13.3,22.28,19.13,0.77,74.33,0.05
2018-05-18 14:00:00,2018-05-18 15:00:00,65.0,257.75,11.27,19.35,14.72,0.73,73.05,0.0
2018-05-18 15:00:00,2018-05-18 16:00:00,63.75,251.25,11.55,18.67,16.05,0.71,75.15,0.0
2018-05-18 16:00:00,2018-05-18 17:00:00,71.25,285.75,11.98,18.75,18.8,0.8,84.4,0.05
2018-05-18 17:00:00,2018-05-18 18:00:00,76.5,314.75,13.22,18.28,16.4,0.86,75.98,0.1
2018-05-18 18:00:00,2018-05-18 19:00:00,65.25,225.5,11.8,18.45,7.03,0.83,54.5,0.03
2018-05-18 19:00:00,2018-05-18 20:00:00,42.0,113.25,11.75,18.28,6.0,0.86,55.6,0.0
2018-05-18 20:00:00,2018-05-18 21:00:00,38.25,99.25,23.3,18.47,8.43,1.08,44.23,0.08
2018-05-18 21:00:00,2018-05-18 22:00:00,54.0,131.5,20.45,19.2,9.83,1.11,42.32,0.13
2018-05-18 22:00:00,2018-05-18 23:00:00,58.75,135.5,44.72,16.75,10.47,1.58,19.85,0.15
2018-05-18 23:00:00,2018-05-19 00:00:00,68.75,170.75,29.17,17.65,9.83,1.31,33.08,0.18
2018-05-19 00:00:00,2018-05-19 01:00:00,55.25,125.75,29.7,16.95,7.57,1.02,23.53,0.1
2018-05-19 01:00:00,2018-05-19 02:00:00,56.0,154.5,57.72,17.22,7.85,1.02,9.12,0.1
2018-05-19 02:00:00,2018-05-19 03:00:00,63.5,175.25,49.8,18.75,9.33,0.94,14.13,0.1
2018-05-19 03:00:00,2018-05-19 04:00:00,56.25,152.75,31.7,20.68,9.47,0.83,25.9,0.1
2018-05-19 04:00:00,2018-05-19 05:00:00,48.25,124.5,37.38,19.2,8.58,0.87,18.77,0.1
2018-05-19 05:00:00,2018-05-19 06:00:00,68.75,139.5,56.53,22.13,9.6,1.03,9.5,0.13
2018-05-19 06:00:00,2018-05-19 07:00:00,118.5,205.5,39.55,19.25,10.08,1.08,16.03,0.25
2018-05-19 07:00:00,2018-05-19 08:00:00,87.5,169.25,23.45,19.8,12.92,1.03,34.13,0.25
2018-05-19 08:00:00,2018-05-19 09:00:00,70.0,139.75,11.38,17.82,9.83,0.77,45.57,0.13
2018-05-19 09:00:00,2018-05-19 10:00:00,41.25,97.75,11.7,18.18,12.0,0.78,55.9,0.1
2018-05-19 10:00:00,2018-05-19 11:00:00,47.5,114.0,11.6,22.55,15.33,0.85,66.27,0.1
2018-05-19 11:00:00,2018-05-19 12:00:00,365.0,414.33,13.73,27.33,,0.76,68.9,0.1
2018-05-19 12:00:00,2018-05-19 13:00:00,754.0,781.0,75.1,23.73,86.4,0.8,,0.03
2018-05-19 13:00:00,2018-05-19 14:00:00,68.5,201.25,116.42,22.92,,0.75,17.23,0.0
2018-05-19 14:00:00,2018-05-19 15:00:00,89.5,299.0,79.6,18.3,137.5,0.8,35.68,0.0
2018-05-19 15:00:00,2018-05-19 16:00:00,83.75,296.75,55.57,16.98,112.6,0.9,46.45,0.05
2018-05-19 16:00:00,2018-05-19 17:00:00,83.75,288.75,88.87,18.07,157.85,0.99,30.17,0.1
2018-05-19 17:00:00,2018-05-19 18:00:00,89.75,290.5,39.1,17.75,76.62,0.9,53.7,0.1
2018-05-19 18:00:00,2018-05-19 19:00:00,85.25,254.0,60.7,17.65,54.75,1.39,29.7,0.13
2018-05-19 19:00:00,2018-05-19 20:00:00,170.25,413.5,101.25,22.8,57.82,2.75,5.88,0.6
2018-05-19 20:00:00,2018-05-19 21:00:00,353.75,726.25,103.62,28.27,56.23,3.62,3.93,1.12
2018-05-19 21:00:00,2018-05-19 22:00:00,363.75,832.25,83.75,22.72,29.8,2.44,10.85,0.73
2018-05-19 22:00:00,2018-05-19 23:00:00,118.0,355.25,58.78,19.15,18.9,1.71,18.58,0.33
2018-05-19 23:00:00,2018-05-20 00:00:00,95.5,303.5,66.77,18.47,25.47,2.2,12.5,0.38
2018-05-20 00:00:00,2018-05-20 01:00:00,99.0,327.0,88.05,19.22,17.13,1.8,5.58,0.35
2018-05-20 01:00:00,2018-05-20 02:00:00,99.75,375.75,77.45,18.75,13.78,1.58,4.17,0.3
2018-05-20 02:00:00,2018-05-20 03:00:00,106.0,400.25,74.5,20.2,8.92,1.34,6.23,0.23
2018-05-20 03:00:00,2018-05-20 04:00:00,88.0,281.5,44.75,23.85,5.65,1.21,20.2,0.2
2018-05-20 04:00:00,2018-05-20 05:00:00,79.5,208.0,34.8,23.02,1.87,1.19,19.3,0.2
2018-05-20 05:00:00,2018-05-20 06:00:00,82.5,204.0,40.02,23.88,,1.2,14.1,0.23
2018-05-20 06:00:00,2018-05-20 07:00:00,110.75,271.75,69.38,25.32,2.7,1.82,5.62,0.38
2018-05-20 07:00:00,2018-05-20 08:00:00,168.0,428.75,66.03,22.95,8.3,1.77,11.75,0.5
2018-05-20 08:00:00,2018-05-20 09:00:00,120.25,393.75,37.62,22.62,21.3,1.27,37.62,0.38
2018-05-20 09:00:00,2018-05-20 10:00:00,95.25,268.0,13.12,21.43,11.6,1.02,51.62,0.1
2018-05-20 10:00:00,2018-05-20 11:00:00,71.25,181.25,46.22,23.35,61.57,0.96,46.72,0.1
2018-05-20 11:00:00,2018-05-20 12:00:00,66.0,210.25,31.17,26.27,123.75,0.83,51.8,0.1
2018-05-20 12:00:00,2018-05-20 13:00:00,59.75,229.0,61.23,27.1,97.3,0.78,38.1,0.1
2018-05-20 13:00:00,2018-05-20 14:00:00,67.25,268.5,29.92,22.95,51.6,0.88,68.2,0.1
2018-05-20 14:00:00,2018-05-20 15:00:00,66.25,241.5,23.95,20.0,32.4,0.93,83.1,0.1
2018-05-20 15:00:00,2018-05-20 16:00:00,67.75,203.75,12.08,18.27,10.02,0.91,91.9,0.0
2018-05-20 16:00:00,2018-05-20 17:00:00,61.25,183.25,12.47,17.6,7.97,0.97,80.47,0.03
2018-05-20 17:00:00,2018-05-20 18:00:00,63.5,172.75,13.58,17.8,8.18,1.09,66.58,0.1
2018-05-20 18:00:00,2018-05-20 19:00:00,65.5,176.0,15.33,17.38,,1.01,78.75,0.1
2018-05-20 19:00:00,2018-05-20 20:00:00,58.5,229.75,18.85,17.47,,1.13,67.38,0.1
2018-05-20 20:00:00,2018-05-20 21:00:00,62.0,205.25,23.15,18.48,2.3,1.25,50.3,0.1
2018-05-20 21:00:00,2018-05-20 22:00:00,72.25,159.0,26.7,20.53,2.9,1.68,35.08,0.15
2018-05-20 22:00:00,2018-05-20 23:00:00,82.0,149.75,30.17,20.15,1.2,1.61,34.55,0.18
2018-05-20 23:00:00,2018-05-21 00:00:00,72.25,143.5,32.43,17.82,,1.39,32.07,0.18
2018-05-21 00:00:00,2018-05-21 01:00:00,72.33,163.25,46.3,16.92,9.65,1.43,20.45,0.1
2018-05-21 01:00:00,2018-05-21 02:00:00,79.5,205.5,60.53,17.9,9.37,1.31,11.72,0.1
2018-05-21 02:00:00,2018-05-21 03:00:00,82.25,223.5,49.5,18.68,9.03,1.18,14.97,0.1
2018-05-21 03:00:00,2018-05-21 04:00:00,65.0,136.5,12.6,20.8,11.77,1.06,43.05,0.1
2018-05-21 04:00:00,2018-05-21 05:00:00,56.75,106.75,20.33,21.35,11.6,1.12,31.65,0.1
2018-05-21 05:00:00,2018-05-21 06:00:00,64.5,124.25,30.12,21.08,11.85,1.23,23.42,0.1
2018-05-21 06:00:00,2018-05-21 07:00:00,85.25,163.0,27.03,21.45,13.03,1.29,26.65,0.28
2018-05-21 07:00:00,2018-05-21 08:00:00,90.5,162.5,14.23,18.12,9.52,1.19,37.22,0.1
2018-05-21 08:00:00,2018-05-21 09:00:00,71.5,149.25,13.98,18.38,10.48,1.24,44.6,0.1
2018-05-21 09:00:00,2018-05-21 10:00:00,84.5,175.0,14.67,19.75,11.27,1.3,60.0,0.1
2018-05-21 10:00:00,2018-05-21 11:00:00,87.75,190.25,15.38,21.72,24.93,1.11,75.08,0.1
2018-05-21 11:00:00,2018-05-21 12:00:00,70.75,178.75,15.57,22.33,23.3,0.96,84.35,0.1
2018-05-21 12:00:00,2018-05-21 13:00:00,59.0,200.25,11.9,24.13,23.3,0.93,89.17,0.1
2018-05-21 13:00:00,2018-05-21 14:00:00,62.5,221.5,30.2,18.5,54.72,0.89,68.63,0.08
2018-05-21 14:00:00,2018-05-21 15:00:00,61.25,240.25,11.53,17.15,14.4,0.87,79.43,0.03
2018-05-21 15:00:00,2018-05-21 16:00:00,53.25,218.5,10.38,16.25,11.62,0.89,78.55,0.0
2018-05-21 16:00:00,2018-05-21 17:00:00,53.25,219.25,11.57,15.6,9.12,0.87,74.63,0.0
2018-05-21 17:00:00,2018-05-21 18:00:00,60.5,361.25,15.63,15.45,8.37,0.9,70.77,0.03
2018-05-21 18:00:00,2018-05-21 19:00:00,82.0,639.75,20.95,15.6,9.0,0.91,66.28,0.08
2018-05-21 19:00:00,2018-05-21 20:00:00,68.25,357.5,35.5,17.25,12.03,1.15,54.27,0.1
2018-05-21 20:00:00,2018-05-21 21:00:00,85.25,385.0,33.45,18.22,13.95,1.24,56.0,0.15
2018-05-21 21:00:00,2018-05-21 22:00:00,70.75,284.25,29.95,18.6,13.9,1.28,54.52,0.15
2018-05-21 22:00:00,2018-05-21 23:00:00,72.0,234.75,35.57,18.85,13.53,1.45,43.32,0.15
2018-05-21 23:00:00,2018-05-22 00:00:00,79.25,243.5,38.57,18.65,14.57,1.23,34.32,0.23
2018-05-22 00:00:00,2018-05-22 01:00:00,90.33,282.25,71.37,17.65,12.8,1.36,10.0,0.28
2018-05-22 01:00:00,2018-05-22 02:00:00,103.75,335.75,62.6,19.35,10.85,1.4,9.2,0.2
2018-05-22 02:00:00,2018-05-22 03:00:00,109.25,382.5,69.88,19.12,10.5,1.54,3.62,0.25
2018-05-22 03:00:00,2018-05-22 04:00:00,136.25,548.25,68.23,20.82,12.9,1.59,3.43,0.4
2018-05-22 04:00:00,2018-05-22 05:00:00,131.25,491.5,72.78,23.17,14.65,1.59,3.55,0.58
