From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),SO2 (ug/m3),CO (mg/m3),Ozone (),Benzene (ug/m3),Toluene (ug/m3),RH (%),WS (m/s),WD (degree),SR (W/mt2),BP (mmHg),VWS (m/s),AT (degree C),RF (mm)
2018-04-12 23:00:00,2018-04-13 00:00:00,35.25,,11.6,30.75,21.95,13.08,0.66,25.97,0.0,0.0,43.25,0.43,46.0,6.0,747.0,-0.3,23.32,0.0
2018-04-13 00:00:00,2018-04-13 01:00:00,38.25,,11.2,27.48,23.72,13.08,0.34,23.1,0.0,0.0,44.5,0.3,46.0,6.0,747.0,-0.3,22.9,0.0
2018-04-13 01:00:00,2018-04-13 02:00:00,37.5,,9.9,31.75,24.92,16.75,0.38,20.9,0.0,0.0,46.0,0.3,46.0,6.0,746.0,-0.3,22.58,0.0
2018-04-13 02:00:00,2018-04-13 03:00:00,42.0,,10.97,32.03,25.97,18.37,0.4,16.73,0.0,0.0,47.67,0.3,46.0,6.0,746.0,-0.3,22.23,0.0
2018-04-13 03:00:00,2018-04-13 04:00:00,43.5,,14.33,32.55,24.4,18.12,0.34,18.22,0.0,0.0,48.0,0.3,46.0,6.0,746.0,-0.3,22.0,0.0
2018-04-13 04:00:00,2018-04-13 05:00:00,47.25,,12.47,21.67,11.95,13.4,0.49,20.62,0.0,0.0,48.25,0.3,46.0,6.0,746.0,-0.3,22.05,0.0
2018-04-13 05:00:00,2018-04-13 06:00:00,48.5,,24.1,61.67,52.4,13.25,0.66,9.32,0.0,0.0,50.0,0.3,46.0,6.0,746.75,-0.3,21.85,0.0
2018-04-13 06:00:00,2018-04-13 07:00:00,61.25,,27.33,84.38,61.05,16.42,0.72,6.2,0.0,0.0,50.5,0.3,46.0,76.0,747.0,-0.3,21.8,0.0
2018-04-13 07:00:00,2018-04-13 08:00:00,70.25,,24.7,80.08,62.67,20.85,0.86,17.43,0.0,0.0,48.25,0.3,46.0,276.5,747.5,-0.3,22.62,0.0
2018-04-13 08:00:00,2018-04-13 09:00:00,77.33,,11.9,53.37,38.07,15.53,0.8,42.23,0.0,0.0,44.0,0.37,46.0,477.0,748.0,-0.3,24.17,0.0
2018-04-13 09:00:00,2018-04-13 10:00:00,73.5,,13.25,36.4,30.15,14.55,0.74,53.75,0.0,0.0,40.75,0.48,46.0,588.25,748.0,-0.3,25.33,0.0
2018-04-13 10:00:00,2018-04-13 11:00:00,53.25,,9.9,16.27,16.67,12.43,0.53,56.85,0.0,0.0,37.0,0.82,46.0,679.5,748.0,-0.3,26.2,0.0
2018-04-13 11:00:00,2018-04-13 12:00:00,33.0,,12.35,34.25,18.83,11.17,0.53,52.13,0.0,0.0,33.0,1.13,46.0,693.33,748.0,-0.3,27.07,0.0
2018-04-13 12:00:00,2018-04-13 13:00:00,33.5,,14.48,25.87,21.2,11.0,0.38,92.53,0.0,0.0,31.25,1.45,46.0,654.75,747.75,-0.3,27.48,0.0
2018-04-13 13:00:00,2018-04-13 14:00:00,27.5,,21.13,14.47,24.87,11.5,0.46,58.53,0.0,0.0,30.5,1.77,46.0,545.75,747.0,-0.3,27.75,0.0
2018-04-13 14:00:00,2018-04-13 15:00:00,24.33,,6.3,13.77,12.43,11.27,0.16,61.1,0.0,0.0,29.67,2.17,46.0,189.33,746.0,-0.3,28.07,0.0
2018-04-13 15:00:00,2018-04-13 16:00:00,25.25,,8.5,11.55,13.05,10.7,0.17,62.2,0.0,0.0,29.0,3.05,46.0,152.0,746.0,-0.3,28.08,0.0
2018-04-13 16:00:00,2018-04-13 17:00:00,21.5,,8.03,8.8,8.4,10.75,0.37,60.97,0.0,0.0,28.25,2.97,46.0,71.5,746.0,-0.3,28.03,0.0
2018-04-13 17:00:00,2018-04-13 18:00:00,25.0,,8.93,16.97,16.28,11.13,0.36,59.78,0.0,0.0,29.5,3.2,46.0,14.25,746.0,-0.3,27.4,0.0
2018-04-13 18:00:00,2018-04-13 19:00:00,29.0,,5.8,35.82,23.8,12.33,0.56,52.7,0.0,0.0,31.75,0.67,46.0,6.0,746.0,-0.3,26.53,0.0
2018-04-13 19:00:00,2018-04-13 20:00:00,50.0,,9.23,61.6,30.2,13.58,1.19,37.72,0.0,0.0,33.0,0.33,46.0,6.0,746.0,-0.3,25.75,0.0
2018-04-13 20:00:00,2018-04-13 21:00:00,49.75,,7.0,67.83,31.32,10.78,0.67,36.57,0.0,0.0,33.0,0.48,46.0,6.0,747.0,-0.3,25.3,0.0
2018-04-13 21:00:00,2018-04-13 22:00:00,46.75,,9.62,43.98,31.2,8.6,0.56,38.48,0.0,0.0,34.0,0.53,46.0,6.0,747.0,-0.3,24.75,0.0
2018-04-13 22:00:00,2018-04-13 23:00:00,41.25,,9.75,42.57,30.55,8.37,0.59,33.55,0.0,0.0,35.75,0.33,46.0,6.0,747.0,-0.3,24.12,0.0
2018-04-13 23:00:00,2018-04-14 00:00:00,45.5,,7.88,42.95,29.25,9.58,0.54,31.4,0.0,0.0,36.5,0.3,46.0,6.0,747.0,-0.3,23.62,0.0
2018-04-14 00:00:00,2018-04-14 01:00:00,48.0,,10.92,59.75,40.7,15.88,0.74,20.78,0.0,0.0,38.5,0.3,46.0,6.0,747.0,-0.3,23.1,0.0
2018-04-14 01:00:00,2018-04-14 02:00:00,52.25,,10.08,43.6,31.35,20.32,0.64,23.32,0.0,0.0,39.75,0.3,46.0,6.0,746.5,-0.3,22.75,0.0
2018-04-14 02:00:00,2018-04-14 03:00:00,56.5,,11.8,47.73,34.97,20.12,0.65,20.4,0.0,0.0,40.75,0.3,46.0,6.0,746.0,-0.3,22.37,0.0
2018-04-14 03:00:00,2018-04-14 04:00:00,193.33,,10.3,55.8,25.4,15.83,0.63,17.03,0.0,0.0,41.33,0.3,46.0,6.0,746.0,-0.3,22.17,0.0
2018-04-14 04:00:00,2018-04-14 05:00:00,151.75,,10.1,31.15,24.8,14.65,0.65,25.32,0.0,0.0,40.75,0.3,46.0,6.0,746.0,-0.3,21.87,0.0
2018-04-14 05:00:00,2018-04-14 06:00:00,56.5,,10.92,39.8,30.08,14.35,0.66,25.2,0.0,0.0,41.0,0.3,46.0,6.0,746.0,-0.3,21.63,0.0
2018-04-14 06:00:00,2018-04-14 07:00:00,59.0,,23.1,75.02,58.7,16.12,0.84,18.48,0.0,0.0,41.0,0.3,46.0,65.5,747.0,-0.3,21.85,0.0
2018-04-14 07:00:00,2018-04-14 08:00:00,84.0,,43.32,137.6,108.43,26.67,1.26,10.72,0.0,0.0,40.5,0.3,46.0,156.25,747.0,-0.3,22.47,0.0
2018-04-14 08:00:00,2018-04-14 09:00:00,113.75,,14.4,57.9,42.52,16.53,0.93,45.5,0.0,0.0,35.0,0.5,46.0,485.25,748.0,-0.3,24.2,0.0
2018-04-14 09:00:00,2018-04-14 10:00:00,73.67,,8.1,33.4,24.3,7.1,0.61,60.7,0.0,0.0,33.0,2.87,46.0,646.0,748.0,-0.3,25.47,0.0
2018-04-14 10:00:00,2018-04-14 11:00:00,42.67,,9.93,19.83,18.63,13.07,0.52,62.87,0.0,0.0,30.67,2.83,46.0,719.33,748.0,-0.3,26.5,0.0
2018-04-14 11:00:00,2018-04-14 12:00:00,26.67,,5.3,16.5,8.43,6.9,0.37,63.1,0.0,0.0,29.33,2.97,46.0,726.67,747.0,-0.3,27.13,0.0
2018-04-14 12:00:00,2018-04-14 13:00:00,24.5,,9.88,12.27,12.8,9.62,0.49,96.7,0.0,0.0,28.25,4.27,46.0,668.5,747.0,-0.3,27.7,0.0
2018-04-14 13:00:00,2018-04-14 14:00:00,29.33,,15.9,9.43,17.9,10.1,0.85,59.23,0.0,0.0,26.0,5.17,46.0,543.0,746.0,-0.3,28.33,0.0
2018-04-14 14:00:00,2018-04-14 15:00:00,13.0,,9.2,7.3,5.4,9.75,0.42,57.8,0.0,0.0,25.25,5.35,46.0,259.75,745.75,-0.3,28.63,0.0
2018-04-14 15:00:00,2018-04-14 16:00:00,15.0,,6.73,7.7,7.0,9.5,0.4,57.0,0.0,0.0,25.25,5.98,46.0,147.75,745.0,-0.3,28.72,0.0
2018-04-14 16:00:00,2018-04-14 17:00:00,14.25,,6.55,7.32,9.2,11.15,0.48,56.57,0.0,0.0,26.0,5.07,46.0,70.25,745.0,-0.3,28.63,0.0
2018-04-14 17:00:00,2018-04-14 18:00:00,23.75,,4.6,20.75,12.42,11.6,0.56,54.75,0.0,0.0,27.25,3.2,46.0,15.0,745.0,-0.3,28.08,0.0
2018-04-14 18:00:00,2018-04-14 19:00:00,35.5,,8.45,38.62,27.4,13.5,0.91,42.72,0.0,0.0,28.5,0.78,46.0,6.0,745.0,-0.3,27.08,0.0
2018-04-14 19:00:00,2018-04-14 20:00:00,47.5,,9.22,89.75,55.25,14.92,1.45,24.38,0.0,0.0,30.0,0.48,46.0,6.0,745.0,-0.3,26.32,0.0
2018-04-14 20:00:00,2018-04-14 21:00:00,51.75,,10.85,81.9,52.38,13.77,1.31,25.18,0.0,0.0,30.5,0.53,46.0,6.0,745.75,-0.3,25.88,0.0
2018-04-14 21:00:00,2018-04-14 22:00:00,49.25,,10.1,72.6,46.85,13.47,1.18,27.22,0.0,0.0,32.0,0.33,46.0,6.0,746.0,-0.3,25.3,0.0
2018-04-14 22:00:00,2018-04-14 23:00:00,45.5,,10.17,103.68,63.45,14.75,1.44,17.22,0.0,0.0,33.0,0.38,46.0,6.0,746.0,-0.3,24.92,0.0
2018-04-14 23:00:00,2018-04-15 00:00:00,47.5,,8.55,96.4,52.82,15.17,1.16,21.5,0.0,0.0,33.0,0.38,46.0,6.0,746.0,-0.3,24.7,0.0
2018-04-15 00:00:00,2018-04-15 01:00:00,40.25,,9.38,62.2,40.7,15.35,0.73,26.62,0.0,0.0,34.25,0.3,46.0,6.0,746.0,-0.3,24.3,0.0
2018-04-15 01:00:00,2018-04-15 02:00:00,42.25,,10.33,69.92,45.57,13.12,0.73,19.63,0.0,0.0,35.75,0.3,46.0,6.0,746.0,-0.3,23.92,0.0
2018-04-15 02:00:00,2018-04-15 03:00:00,46.0,,73.0,126.7,126.73,17.03,1.18,5.53,0.0,0.0,38.0,0.3,46.0,6.0,746.0,-0.3,23.53,0.0
2018-04-15 03:00:00,2018-04-15 04:00:00,63.5,,12.6,101.73,64.35,15.25,0.73,8.5,0.0,0.0,38.0,0.3,46.0,6.0,746.0,-0.3,23.25,0.0
2018-04-15 04:00:00,2018-04-15 05:00:00,52.25,,41.92,93.73,83.93,15.12,1.13,10.65,0.0,0.0,39.0,0.3,46.0,6.0,746.0,-0.3,23.0,0.0
2018-04-15 05:00:00,2018-04-15 06:00:00,65.0,,45.5,114.7,97.95,18.45,1.34,5.07,0.0,0.0,40.25,0.3,46.0,6.0,746.0,-0.3,22.63,0.0
2018-04-15 06:00:00,2018-04-15 07:00:00,84.0,,22.35,102.85,72.85,16.68,1.25,12.13,0.0,0.0,40.25,0.3,46.0,71.5,747.0,-0.3,22.7,0.0
2018-04-15 07:00:00,2018-04-15 08:00:00,91.25,,17.45,81.75,57.65,30.27,1.34,24.12,0.0,0.0,38.5,0.3,46.0,255.75,747.0,-0.3,23.65,0.0
2018-04-15 08:00:00,2018-04-15 09:00:00,93.33,,13.37,57.53,41.47,15.33,1.05,43.77,0.0,0.0,34.67,0.47,46.0,432.67,747.67,-0.3,25.37,0.0
2018-04-15 09:00:00,2018-04-15 10:00:00,64.75,,11.55,34.7,27.85,11.9,0.81,60.88,0.0,0.0,32.5,0.92,46.0,578.0,748.0,-0.3,26.62,0.0
2018-04-15 10:00:00,2018-04-15 11:00:00,42.0,,10.5,32.77,25.97,25.07,0.75,62.05,0.0,0.0,31.25,1.3,46.0,655.0,748.0,-0.3,27.53,0.0
2018-04-15 11:00:00,2018-04-15 12:00:00,38.25,,9.32,18.43,17.38,16.1,0.74,66.4,0.0,0.0,29.25,1.85,46.0,670.5,747.5,-0.3,28.28,0.0
2018-04-15 12:00:00,2018-04-15 13:00:00,33.0,,9.75,9.43,12.92,10.65,0.64,97.05,0.0,0.0,28.0,3.05,46.0,622.25,747.0,-0.3,28.65,0.0
2018-04-15 13:00:00,2018-04-15 14:00:00,23.25,,20.2,16.67,25.27,10.45,1.54,63.05,0.0,0.0,28.0,3.92,46.0,503.75,746.5,-0.3,29.03,0.0
2018-04-15 14:00:00,2018-04-15 15:00:00,22.75,,7.22,8.12,10.15,9.65,1.44,63.62,0.0,0.0,28.0,4.33,46.0,263.25,746.0,-0.3,29.25,0.0
2018-04-15 15:00:00,2018-04-15 16:00:00,78.0,,6.27,9.57,8.87,9.5,1.21,62.8,0.0,0.0,27.25,3.97,46.0,146.5,745.5,-0.3,29.42,0.0
2018-04-15 16:00:00,2018-04-15 17:00:00,32.25,,6.75,9.1,10.35,10.65,0.16,62.65,0.0,0.0,27.75,4.45,46.0,68.75,745.0,-0.3,29.22,0.0
2018-04-15 17:00:00,2018-04-15 18:00:00,31.25,,5.93,13.9,10.0,10.97,0.17,58.88,0.0,0.0,28.5,2.5,46.0,17.5,745.0,-0.3,28.78,0.0
2018-04-15 18:00:00,2018-04-15 19:00:00,26.0,,5.27,31.47,20.97,11.53,0.34,47.6,0.0,0.0,30.33,0.7,46.0,6.0,745.0,-0.3,27.93,0.0
2018-04-15 19:00:00,2018-04-15 20:00:00,36.75,,7.53,78.82,48.05,14.2,1.03,27.28,0.0,0.0,31.5,0.3,46.0,6.0,745.5,-0.3,27.22,0.0
2018-04-15 20:00:00,2018-04-15 21:00:00,64.25,,20.1,138.87,90.23,15.1,2.12,12.15,0.0,0.0,32.5,0.3,46.0,6.0,746.0,-0.3,26.8,0.0
2018-04-15 21:00:00,2018-04-15 22:00:00,71.25,,37.3,177.43,92.63,18.4,3.15,2.72,0.0,0.0,34.0,0.3,46.0,6.0,746.0,-0.3,26.15,0.0
2018-04-15 22:00:00,2018-04-15 23:00:00,85.75,,226.85,208.47,295.3,28.43,5.48,2.95,0.0,0.0,36.5,0.3,46.0,6.0,746.5,-0.3,25.65,0.0
2018-04-15 23:00:00,2018-04-16 00:00:00,113.5,,368.97,199.22,405.95,40.67,6.55,2.75,0.0,0.0,39.75,0.3,46.0,6.0,747.0,-0.3,25.07,0.0
2018-04-16 00:00:00,2018-04-16 01:00:00,139.67,,248.38,162.03,288.1,21.23,3.06,1.7,0.0,0.0,40.5,0.3,46.0,6.0,747.0,-0.3,24.73,0.0
2018-04-16 01:00:00,2018-04-16 02:00:00,108.5,,178.75,128.85,213.85,15.7,2.25,2.2,0.0,0.0,42.0,0.3,46.0,6.0,747.0,-0.3,24.38,0.0
2018-04-16 02:00:00,2018-04-16 03:00:00,97.25,,85.8,113.7,130.23,13.4,0.8,2.4,0.0,0.0,41.25,0.3,46.0,6.0,746.25,-0.3,24.0,0.0
2018-04-16 03:00:00,2018-04-16 04:00:00,86.0,,98.72,114.95,141.43,11.12,0.49,1.97,0.0,0.0,43.25,0.3,46.0,6.0,746.75,-0.3,23.7,0.0
2018-04-16 04:00:00,2018-04-16 05:00:00,86.0,,46.93,127.77,106.1,14.33,0.58,1.5,0.0,0.0,41.0,0.3,46.0,6.0,747.0,-0.3,23.7,0.0
2018-04-16 05:00:00,2018-04-16 06:00:00,64.0,,45.17,121.7,101.43,16.83,0.26,1.67,0.0,0.0,39.67,0.3,46.0,6.0,747.0,-0.3,23.77,0.0
2018-04-16 06:00:00,2018-04-16 07:00:00,68.75,,23.05,64.2,52.88,17.4,0.09,10.27,0.0,0.0,40.5,0.85,46.0,35.25,747.75,-0.3,23.87,0.0
2018-04-16 07:00:00,2018-04-16 08:00:00,66.25,,18.23,55.78,44.47,12.62,0.15,19.93,0.0,0.0,42.0,2.27,46.0,231.5,748.0,-0.3,24.42,0.0
2018-04-16 08:00:00,2018-04-16 09:00:00,56.0,,16.35,35.85,32.38,11.15,0.58,30.75,0.0,0.0,40.75,3.85,46.0,396.25,748.0,-0.3,25.35,0.0
2018-04-16 09:00:00,2018-04-16 10:00:00,39.75,,12.55,21.1,21.45,9.85,0.43,39.75,0.0,0.0,39.0,4.32,46.0,549.0,748.0,-0.3,26.3,0.0
2018-04-16 10:00:00,2018-04-16 11:00:00,37.0,,7.27,19.57,16.27,9.07,0.32,47.75,0.0,0.0,37.25,3.38,46.0,626.25,748.0,-0.3,27.25,0.0
2018-04-16 11:00:00,2018-04-16 12:00:00,38.25,,6.18,17.65,14.37,8.78,0.3,55.7,0.0,0.0,34.0,2.93,46.0,644.25,748.0,-0.3,28.35,0.0
2018-04-16 12:00:00,2018-04-16 13:00:00,32.5,,10.22,23.03,17.18,11.3,0.37,94.22,0.0,0.0,30.75,2.52,46.0,625.0,747.0,-0.3,29.18,0.0
2018-04-16 13:00:00,2018-04-16 14:00:00,31.5,,14.03,12.4,18.03,12.85,0.52,62.35,0.0,0.0,29.5,3.03,46.0,471.0,746.75,-0.3,29.65,0.0
2018-04-16 14:00:00,2018-04-16 15:00:00,32.5,,6.67,13.9,12.83,11.75,0.17,64.38,0.0,0.0,29.0,2.22,46.0,267.75,746.0,-0.3,30.07,0.0
2018-04-16 15:00:00,2018-04-16 16:00:00,30.0,,6.1,9.9,7.65,10.8,0.1,62.9,0.0,0.0,28.0,3.32,46.0,152.75,746.0,-0.3,30.22,0.0
2018-04-16 16:00:00,2018-04-16 17:00:00,26.0,,5.7,8.88,9.35,11.57,0.61,61.27,0.0,0.0,28.5,2.65,46.0,36.5,746.0,-0.3,29.5,0.0
2018-04-16 17:00:00,2018-04-16 18:00:00,27.5,,6.15,44.35,28.6,13.33,1.08,49.4,0.0,0.0,29.75,1.32,46.0,19.75,746.0,-0.3,29.12,0.0
2018-04-16 18:00:00,2018-04-16 19:00:00,38.25,,7.35,31.37,22.65,12.67,0.98,38.1,0.0,0.0,32.5,1.32,46.0,6.0,746.0,-0.3,27.7,0.0
2018-04-16 19:00:00,2018-04-16 20:00:00,30.5,,7.78,81.5,49.68,12.77,1.55,19.45,0.0,0.0,33.75,0.3,46.0,6.0,746.0,-0.3,27.12,0.0
2018-04-16 20:00:00,2018-04-16 21:00:00,42.75,,195.7,168.53,248.73,24.1,4.69,2.68,0.0,0.0,36.0,0.3,46.0,6.0,746.0,-0.3,26.75,0.0
2018-04-16 21:00:00,2018-04-16 22:00:00,83.5,,237.68,184.93,227.12,32.2,6.5,2.45,0.0,0.0,38.5,0.3,46.0,6.0,747.0,-0.3,26.35,0.0
2018-04-16 22:00:00,2018-04-16 23:00:00,111.25,,242.1,201.22,303.85,32.27,6.38,2.2,0.0,0.0,40.75,0.3,46.0,6.0,747.0,-0.3,25.85,0.0
2018-04-16 23:00:00,2018-04-17 00:00:00,119.33,,123.27,190.5,201.57,34.57,4.07,1.6,0.0,0.0,41.0,0.3,46.0,6.0,747.0,-0.3,25.47,0.0
2018-04-17 00:00:00,2018-04-17 01:00:00,131.5,,172.47,173.12,232.3,33.47,2.86,2.38,0.0,0.0,42.5,0.3,46.0,6.0,747.0,-0.3,25.15,0.0
2018-04-17 01:00:00,2018-04-17 02:00:00,148.0,,56.65,138.75,119.85,28.88,0.49,3.48,0.0,0.0,42.5,0.3,46.0,6.0,746.25,-0.3,25.03,0.0
2018-04-17 02:00:00,2018-04-17 03:00:00,115.0,,43.18,122.48,100.28,19.0,0.22,3.23,0.0,0.0,44.0,0.48,46.0,6.0,746.0,-0.3,24.53,0.0
2018-04-17 03:00:00,2018-04-17 04:00:00,112.75,,16.77,63.13,35.45,13.22,,12.8,0.0,0.0,46.0,0.83,46.0,6.0,747.0,-0.3,23.7,0.0
2018-04-17 04:00:00,2018-04-17 05:00:00,79.75,,21.6,67.32,53.37,17.57,0.29,14.53,0.0,0.0,45.5,0.3,46.0,6.0,747.0,-0.3,23.58,0.0
2018-04-17 05:00:00,2018-04-17 06:00:00,89.25,,34.68,98.6,80.68,18.92,0.54,5.58,0.0,0.0,46.25,0.3,46.0,6.25,747.0,-0.3,23.58,0.0
2018-04-17 06:00:00,2018-04-17 07:00:00,111.75,,27.35,91.73,71.05,19.65,0.53,7.9,0.0,0.0,44.75,0.3,46.0,34.25,748.0,-0.3,23.95,0.0
2018-04-17 07:00:00,2018-04-17 08:00:00,114.25,,16.75,86.27,47.4,32.85,0.8,20.18,0.0,0.0,41.5,0.3,46.0,144.0,748.0,-0.3,24.72,0.0
2018-04-17 08:00:00,2018-04-17 09:00:00,117.75,,20.22,84.07,61.15,27.35,1.94,33.5,0.0,0.0,40.0,0.8,46.0,361.25,748.0,-0.3,25.7,0.0
2018-04-17 09:00:00,2018-04-17 10:00:00,120.25,,23.7,83.05,63.45,20.4,1.86,47.18,0.0,0.0,37.75,1.32,46.0,495.0,749.0,-0.3,26.8,0.0
2018-04-17 10:00:00,2018-04-17 11:00:00,99.5,,21.4,127.1,56.67,14.9,2.24,60.0,0.0,0.0,34.75,0.65,46.0,579.25,748.5,-0.3,28.18,0.0
2018-04-17 11:00:00,2018-04-17 12:00:00,89.0,,10.03,88.47,55.2,8.5,2.0,67.7,0.0,0.0,32.0,0.6,46.0,633.33,748.0,-0.3,29.33,0.0
2018-04-17 12:00:00,2018-04-17 13:00:00,75.0,,16.32,62.5,46.55,14.03,1.02,102.5,0.0,0.0,29.75,0.73,46.0,462.75,748.0,-0.3,29.68,0.0
2018-04-17 13:00:00,2018-04-17 14:00:00,57.25,,18.2,40.5,36.37,12.0,0.88,86.02,0.0,0.0,28.75,2.18,46.0,461.25,747.0,-0.3,29.92,0.0
2018-04-17 14:00:00,2018-04-17 15:00:00,53.75,,5.95,13.9,12.22,11.15,0.36,73.17,0.0,0.0,29.0,3.4,46.0,281.0,746.75,-0.3,29.88,0.0
2018-04-17 15:00:00,2018-04-17 16:00:00,42.0,,7.8,15.25,14.47,11.7,0.35,67.0,0.0,0.0,29.0,2.6,46.0,117.25,746.0,-0.3,30.1,0.0
2018-04-17 16:00:00,2018-04-17 17:00:00,43.25,,13.95,13.28,18.4,12.15,0.33,64.63,0.0,0.0,29.0,2.65,46.0,64.0,746.0,-0.3,29.78,0.0
2018-04-17 17:00:00,2018-04-17 18:00:00,37.75,,6.2,14.28,12.67,13.2,0.44,62.12,0.0,0.0,30.0,2.03,46.0,15.5,746.0,-0.3,29.22,0.0
2018-04-17 18:00:00,2018-04-17 19:00:00,36.75,,6.95,40.0,26.92,13.35,0.65,48.47,0.0,0.0,31.75,0.48,46.0,6.0,746.0,-0.3,28.38,0.0
2018-04-17 19:00:00,2018-04-17 20:00:00,42.75,,8.43,112.97,66.95,14.9,1.41,22.63,0.0,0.0,33.5,0.3,46.0,6.0,746.0,-0.3,27.65,0.0
2018-04-17 20:00:00,2018-04-17 21:00:00,66.25,,8.85,87.05,53.52,15.25,1.76,23.8,0.0,0.0,34.75,0.35,46.0,6.0,746.0,-0.3,27.0,0.0
2018-04-17 21:00:00,2018-04-17 22:00:00,71.75,,17.53,83.58,58.7,15.3,1.77,22.82,0.0,0.0,36.25,0.3,46.0,6.0,746.0,-0.3,26.45,0.0
2018-04-17 22:00:00,2018-04-17 23:00:00,60.5,,9.77,79.9,37.83,19.5,1.7,22.5,0.0,0.0,36.75,0.33,46.0,6.0,746.0,-0.3,26.2,0.0
2018-04-17 23:00:00,2018-04-18 00:00:00,63.5,,10.92,58.55,40.03,19.6,1.29,26.27,0.0,0.0,37.75,0.38,46.0,6.0,746.5,-0.3,25.6,0.0
2018-04-18 00:00:00,2018-04-18 01:00:00,61.25,,8.48,53.07,35.12,20.25,1.04,24.82,0.0,0.0,39.75,0.33,46.0,6.0,746.0,-0.3,25.2,0.0
2018-04-18 01:00:00,2018-04-18 02:00:00,67.25,,9.07,56.28,37.3,17.55,0.92,16.73,0.0,0.0,42.25,0.3,46.0,6.0,746.0,-0.3,24.75,0.0
2018-04-18 02:00:00,2018-04-18 03:00:00,68.33,,6.2,48.87,31.03,18.23,0.95,17.73,0.0,0.0,44.0,0.3,46.0,6.0,746.0,-0.3,24.3,0.0
2018-04-18 03:00:00,2018-04-18 04:00:00,77.0,,10.3,32.25,25.53,18.43,0.93,18.97,0.0,0.0,46.0,0.33,46.0,6.0,746.0,-0.3,23.82,0.0
2018-04-18 04:00:00,2018-04-18 05:00:00,80.75,,10.6,33.05,26.17,16.58,0.69,20.2,0.0,0.0,45.25,0.3,46.0,6.0,746.25,-0.3,23.73,0.0
2018-04-18 05:00:00,2018-04-18 06:00:00,74.25,,12.32,48.98,36.1,14.52,0.72,15.02,0.0,0.0,44.5,0.43,46.0,6.0,747.0,-0.3,23.63,0.0
2018-04-18 06:00:00,2018-04-18 07:00:00,80.5,,10.85,80.85,51.82,17.25,0.87,13.2,0.0,0.0,46.0,0.33,46.0,78.5,747.0,-0.3,23.6,0.0
2018-04-18 07:00:00,2018-04-18 08:00:00,97.75,,11.53,69.53,35.52,18.12,0.98,26.2,0.0,0.0,42.75,1.83,46.0,300.25,747.25,-0.3,24.42,0.0
2018-04-18 08:00:00,2018-04-18 09:00:00,93.5,,8.07,28.65,17.28,17.37,0.84,42.5,0.0,0.0,39.0,2.25,46.0,496.5,748.0,-0.3,25.4,0.0
2018-04-18 09:00:00,2018-04-18 10:00:00,76.5,,15.05,57.65,42.85,18.9,1.34,52.85,0.0,0.0,36.5,0.48,46.0,618.5,748.0,-0.3,27.18,0.0
2018-04-18 10:00:00,2018-04-18 11:00:00,75.5,,4.6,14.0,11.2,15.9,0.66,66.02,0.0,0.0,31.5,2.35,46.0,724.25,748.0,-0.3,27.82,0.0
2018-04-18 11:00:00,2018-04-18 12:00:00,49.0,,4.32,10.68,9.2,11.28,0.47,62.07,0.0,0.0,29.25,3.65,46.0,716.75,748.0,-0.3,28.6,0.0
2018-04-18 12:00:00,2018-04-18 13:00:00,42.0,,9.17,9.25,7.8,9.47,0.16,83.8,0.0,0.0,26.25,7.3,46.0,675.75,747.0,-0.3,29.22,0.0
2018-04-18 13:00:00,2018-04-18 14:00:00,28.0,,14.67,7.4,15.87,9.45,0.59,49.83,0.0,0.0,26.0,7.9,46.0,499.33,746.67,-0.3,29.5,0.0
2018-04-18 14:00:00,2018-04-18 15:00:00,25.25,,4.83,7.4,5.98,9.85,,51.0,0.0,0.0,26.0,8.57,46.0,116.25,746.0,-0.3,29.58,0.0
2018-04-18 15:00:00,2018-04-18 16:00:00,39.25,,5.3,7.18,8.17,10.48,0.49,51.1,0.0,0.0,26.0,7.05,46.0,58.25,745.75,-0.3,29.6,0.0
2018-04-18 16:00:00,2018-04-18 17:00:00,59.0,,6.32,7.6,6.93,9.82,0.53,50.18,0.0,0.0,26.0,8.8,46.0,64.0,745.0,-0.3,29.3,0.0
2018-04-18 17:00:00,2018-04-18 18:00:00,24.5,,7.52,10.45,11.65,10.28,,50.6,0.0,0.0,26.5,6.08,46.0,17.5,745.0,-0.3,28.78,0.0
2018-04-18 18:00:00,2018-04-18 19:00:00,23.0,,6.85,36.87,25.15,11.72,,42.3,0.0,0.0,28.25,3.55,46.0,6.0,745.0,-0.3,27.83,0.0
2018-04-18 19:00:00,2018-04-18 20:00:00,34.33,,9.15,53.87,31.53,13.4,0.68,38.9,0.0,0.0,29.0,3.07,46.0,6.0,745.67,-0.3,27.23,0.0
2018-04-18 20:00:00,2018-04-18 21:00:00,40.75,,8.53,50.93,25.52,13.08,1.0,36.05,0.0,0.0,29.5,3.18,46.0,6.0,746.0,-0.3,26.85,0.0
2018-04-18 21:00:00,2018-04-18 22:00:00,46.25,,6.05,49.65,31.32,13.12,,37.5,0.0,0.0,30.25,3.72,46.0,6.0,746.0,-0.3,26.38,2.25
2018-04-18 22:00:00,2018-04-18 23:00:00,44.0,,6.1,53.2,22.17,13.5,0.08,33.03,0.0,0.0,31.67,3.17,46.0,6.0,746.0,-0.3,25.8,0.0
