From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),O Xylene (ug/m3),RH (%),WS (m/s),WD (degree),SR (W/mt2),BP (mmHg),VWS (m/s),Xylene (ug/m3),RF (mm),AT (degree C)
2023-02-18 18:00:00,2023-02-18 19:00:00,40.78,97.91,4.18,65.69,38.56,23.36,5.95,1.35,17.83,3.28,14.63,6.37,16.66,,55.86,0.28,87.27,0.0,925.58,0.12,,0.0,21.68
2023-02-18 19:00:00,2023-02-18 20:00:00,46.5,121.12,14.46,76.7,60.06,13.47,6.03,1.98,6.39,4.81,23.31,9.36,23.19,,61.85,0.29,81.4,0.0,926.7,-0.36,,0.0,20.62
2023-02-18 20:00:00,2023-02-18 21:00:00,64.69,181.89,54.09,75.06,93.5,35.1,6.58,3.16,1.7,7.94,36.93,13.34,32.04,,70.18,0.22,193.08,0.0,927.9,-0.23,,0.0,19.13
2023-02-18 21:00:00,2023-02-18 22:00:00,85.26,226.39,9.59,47.44,32.48,40.77,6.4,2.57,10.25,9.0,43.1,16.43,40.09,,72.19,0.15,278.86,0.0,928.62,-0.35,,0.0,17.98
2023-02-18 22:00:00,2023-02-18 23:00:00,76.87,170.04,4.39,38.44,23.61,39.04,6.2,1.68,11.34,6.28,32.35,13.86,34.57,,74.5,0.51,292.25,0.0,929.0,-0.42,,0.0,17.23
2023-02-18 23:00:00,2023-02-19 00:00:00,61.88,146.33,4.09,34.45,21.27,39.57,6.12,1.24,10.86,4.53,23.64,10.99,27.98,,77.04,0.32,280.7,0.0,928.72,-0.38,,0.0,16.43
2023-02-19 00:00:00,2023-02-19 01:00:00,56.88,112.67,3.77,21.91,14.47,40.6,5.68,0.83,11.51,3.33,17.71,8.94,22.89,,77.75,0.5,291.6,0.0,928.38,-0.39,,0.0,15.96
2023-02-19 01:00:00,2023-02-19 02:00:00,49.61,91.0,3.75,21.95,14.48,41.84,5.7,0.71,15.13,2.6,13.58,7.51,19.5,,77.85,0.67,280.75,0.0,927.88,-0.38,,0.0,15.55
2023-02-19 02:00:00,2023-02-19 03:00:00,39.55,82.44,3.67,16.74,11.7,42.06,5.64,0.73,16.3,2.37,10.83,6.45,16.91,,79.19,0.85,298.38,0.0,927.38,-0.43,,0.0,15.05
2023-02-19 03:00:00,2023-02-19 04:00:00,45.91,75.26,3.7,20.72,13.8,43.09,5.64,0.67,13.67,2.35,9.39,6.04,15.77,,78.86,0.55,289.62,0.0,926.68,-0.44,,0.0,14.77
2023-02-19 04:00:00,2023-02-19 05:00:00,35.23,74.43,3.64,15.03,10.77,44.26,5.63,0.58,15.12,2.0,8.23,5.52,14.5,,79.38,0.3,280.58,0.0,926.27,-0.46,,0.0,14.45
2023-02-19 05:00:00,2023-02-19 06:00:00,31.27,70.18,3.71,16.69,11.69,43.89,5.58,0.54,13.17,1.69,7.32,5.04,13.38,,80.48,0.4,287.66,0.0,926.73,0.19,,0.0,14.08
2023-02-19 06:00:00,2023-02-19 07:00:00,33.13,59.48,3.69,16.66,11.67,43.06,5.43,0.54,11.24,1.44,6.67,4.69,12.49,,81.38,0.13,183.25,0.0,927.95,-0.35,,0.0,13.63
2023-02-19 07:00:00,2023-02-19 08:00:00,31.73,70.94,3.92,16.15,11.57,41.55,5.45,0.57,12.06,1.45,6.41,4.45,11.94,,77.78,0.42,268.87,30.12,929.17,-0.45,,0.0,14.11
2023-02-19 08:00:00,2023-02-19 09:00:00,31.17,65.84,4.3,16.95,12.31,40.2,5.46,0.63,13.46,1.67,6.36,4.29,11.7,,70.93,0.18,225.08,133.33,930.17,-0.43,,0.0,15.83
2023-02-19 09:00:00,2023-02-19 10:00:00,21.7,72.37,4.9,21.58,15.21,38.11,5.62,0.73,18.45,2.02,7.11,4.29,11.82,,64.81,0.5,89.49,302.19,930.92,-0.42,,0.0,18.45
2023-02-19 10:00:00,2023-02-19 11:00:00,27.71,91.0,5.25,29.21,19.48,36.02,5.65,0.85,30.36,2.36,8.24,4.38,12.12,,59.67,0.49,80.35,433.69,930.88,-0.4,,0.0,20.74
2023-02-19 11:00:00,2023-02-19 12:00:00,46.46,116.74,4.22,28.03,18.03,41.61,6.01,1.02,42.05,3.18,10.29,4.82,13.3,,55.77,0.66,108.54,518.58,930.02,-0.45,,0.0,22.65
2023-02-19 12:00:00,2023-02-19 13:00:00,54.77,133.67,3.97,22.81,15.1,47.07,6.21,1.06,52.79,3.43,10.42,5.03,13.52,,57.62,0.76,121.29,548.62,928.05,-0.44,,0.0,23.66
2023-02-19 13:00:00,2023-02-19 14:00:00,62.47,147.72,3.61,15.46,10.97,49.34,6.26,1.08,56.09,3.39,10.88,5.15,13.31,,55.32,0.8,160.18,520.66,926.2,-0.49,,0.0,24.49
2023-02-19 14:00:00,2023-02-19 15:00:00,65.87,135.48,4.06,16.19,11.71,47.35,6.12,1.0,56.13,3.23,11.46,5.17,13.26,,44.94,0.83,163.58,499.5,924.62,-0.48,,0.0,25.11
2023-02-19 15:00:00,2023-02-19 16:00:00,63.14,125.07,3.67,12.18,9.31,42.2,5.8,0.92,62.45,2.87,10.78,4.83,12.69,,42.84,0.75,168.74,330.58,923.77,-0.47,,0.0,25.22
2023-02-19 16:00:00,2023-02-19 17:00:00,63.8,113.97,3.73,16.31,11.52,42.04,5.79,1.0,66.88,2.86,10.16,4.88,13.02,,52.62,0.56,170.28,135.3,923.17,-0.45,,0.0,24.52
2023-02-19 17:00:00,2023-02-19 18:00:00,68.55,125.8,3.94,28.02,17.84,40.84,5.94,1.24,53.27,3.51,11.62,5.64,14.53,,61.32,0.75,125.59,24.47,923.47,-0.47,,0.0,23.28
2023-02-19 18:00:00,2023-02-19 19:00:00,72.28,141.39,5.79,73.62,43.59,25.79,6.13,1.86,17.38,5.14,18.53,7.21,17.79,,68.68,0.49,92.93,0.0,923.92,-0.45,,0.0,21.8
2023-02-19 19:00:00,2023-02-19 20:00:00,86.89,170.2,7.03,68.56,47.3,25.85,7.63,2.45,11.24,6.88,27.44,10.45,24.06,,69.89,0.37,87.94,0.0,924.77,-0.43,,0.0,20.96
2023-02-19 20:00:00,2023-02-19 21:00:00,99.21,203.85,24.73,66.82,62.87,19.32,7.0,2.93,3.86,8.14,36.85,12.94,29.11,,75.91,0.19,188.66,0.0,925.67,-0.44,,0.0,19.8
2023-02-19 21:00:00,2023-02-19 22:00:00,108.76,259.75,19.64,69.1,52.37,36.93,6.72,3.2,2.49,10.21,48.29,15.84,36.83,,80.01,0.24,245.03,0.0,925.75,2.49,,0.0,18.57
2023-02-19 22:00:00,2023-02-19 23:00:00,114.12,235.32,5.63,38.19,24.47,42.56,6.29,2.17,11.05,8.24,39.1,14.62,35.41,,80.81,0.32,307.31,0.0,925.5,-0.41,,0.0,17.57
2023-02-19 23:00:00,2023-02-20 00:00:00,100.56,178.26,3.92,28.59,18.08,45.07,6.22,1.54,14.17,6.0,27.61,11.89,29.42,,81.97,0.73,295.45,0.0,924.88,-0.44,,0.0,17.02
2023-02-20 00:00:00,2023-02-20 01:00:00,86.61,140.16,3.82,24.42,15.82,45.88,5.92,1.21,14.21,4.68,19.96,9.9,24.54,,82.77,0.62,293.12,0.0,924.15,-0.47,,0.0,16.49
2023-02-20 01:00:00,2023-02-20 02:00:00,81.98,101.49,3.7,17.24,11.97,47.04,5.83,1.11,17.84,3.88,14.79,8.52,20.64,,84.09,0.43,205.39,0.0,923.97,-0.45,,0.0,16.03
2023-02-20 02:00:00,2023-02-20 03:00:00,76.71,113.41,3.78,20.15,13.56,43.72,5.75,1.1,14.4,3.86,11.71,7.19,17.69,,86.11,0.38,239.41,0.0,923.6,-0.42,,0.0,15.68
2023-02-20 03:00:00,2023-02-20 04:00:00,69.96,99.52,3.84,25.25,16.27,43.27,5.76,1.04,11.45,3.89,10.6,6.54,16.12,,87.8,0.73,296.53,0.0,923.05,-0.44,,0.0,15.26
2023-02-20 04:00:00,2023-02-20 05:00:00,62.56,122.03,3.81,26.06,16.68,45.93,5.85,0.99,12.04,3.59,9.86,6.15,15.13,,86.92,0.6,291.85,0.0,922.83,-0.45,,0.0,14.81
2023-02-20 05:00:00,2023-02-20 06:00:00,66.29,116.38,3.76,16.83,11.81,47.36,5.75,1.03,14.67,3.31,8.75,5.68,14.05,,87.36,0.7,300.95,0.0,922.97,-0.42,,0.0,14.5
2023-02-20 06:00:00,2023-02-20 07:00:00,67.61,105.28,4.12,16.24,11.79,48.39,5.67,0.93,10.89,3.2,8.22,5.41,13.39,,88.74,0.7,298.21,0.0,923.45,-0.4,,0.0,14.02
2023-02-20 07:00:00,2023-02-20 08:00:00,61.2,102.51,4.88,31.31,20.27,43.2,5.72,0.89,7.51,3.11,8.37,5.15,12.84,,85.93,0.55,291.5,33.92,924.27,-0.1,,0.0,14.29
2023-02-20 08:00:00,2023-02-20 09:00:00,64.81,111.28,6.96,34.28,23.5,41.71,5.7,0.97,8.44,3.3,9.66,5.57,13.84,,77.42,0.63,185.21,141.61,925.42,-0.46,,0.0,15.81
2023-02-20 09:00:00,2023-02-20 10:00:00,62.7,108.64,6.18,24.84,17.93,43.41,5.7,1.01,13.63,3.47,10.48,6.22,14.73,,67.31,0.33,104.15,334.6,926.0,-0.45,,0.0,18.38
2023-02-20 10:00:00,2023-02-20 11:00:00,61.91,118.63,4.86,23.37,16.1,46.34,5.81,1.01,28.65,3.22,11.19,6.12,14.94,,62.17,0.71,86.1,454.72,926.35,-0.47,,0.0,21.18
2023-02-20 11:00:00,2023-02-20 12:00:00,64.13,135.79,4.52,26.46,17.45,48.28,6.02,1.15,40.11,3.66,14.08,5.86,14.44,,57.43,0.59,104.74,499.74,925.88,-0.46,,0.0,23.45
2023-02-20 12:00:00,2023-02-20 13:00:00,70.13,155.08,3.81,24.82,16.02,53.62,6.29,1.1,49.95,3.96,15.52,5.71,,,58.23,1.09,111.95,491.24,924.53,0.72,,0.0,23.6
2023-02-20 13:00:00,2023-02-20 14:00:00,72.81,145.09,3.65,19.19,12.95,43.32,6.07,1.07,70.59,3.64,14.86,5.63,,,52.89,0.78,129.07,443.75,922.83,-0.45,,0.0,24.57
2023-02-20 14:00:00,2023-02-20 15:00:00,71.09,149.61,3.75,21.93,14.7,39.9,6.16,1.1,80.7,3.56,13.68,5.22,,,47.76,0.58,168.07,456.27,921.12,-0.47,,0.0,25.59
2023-02-20 15:00:00,2023-02-20 16:00:00,77.28,146.99,3.78,22.84,14.97,42.29,6.15,1.06,76.3,3.41,13.64,5.52,,,49.89,1.08,139.75,313.5,920.03,-0.22,,0.0,25.52
2023-02-20 16:00:00,2023-02-20 17:00:00,76.47,146.85,3.54,22.5,14.6,55.65,6.21,1.12,73.35,3.46,15.38,5.93,12.75,,53.61,1.1,147.86,103.16,919.67,-0.48,,0.0,24.56
2023-02-20 17:00:00,2023-02-20 18:00:00,73.1,150.27,4.46,44.54,26.85,48.5,6.14,1.38,44.69,3.82,21.94,7.16,14.39,,60.34,0.49,105.49,22.2,919.7,-0.5,,0.0,23.45
2023-02-20 18:00:00,2023-02-20 19:00:00,76.5,163.44,12.98,68.61,58.01,30.82,6.19,1.97,12.88,5.15,31.22,10.74,20.99,,68.37,0.23,67.82,0.0,920.38,-0.48,,0.0,21.97
2023-02-20 19:00:00,2023-02-20 20:00:00,87.39,200.38,35.17,76.69,84.31,24.57,6.64,3.19,3.56,8.35,46.65,16.31,34.66,,75.22,0.29,76.48,0.0,921.15,-0.48,,0.0,20.57
2023-02-20 20:00:00,2023-02-20 21:00:00,92.61,229.26,10.55,71.51,46.1,47.64,6.75,2.98,8.37,9.29,50.32,19.77,43.63,,79.25,0.4,192.1,0.0,922.35,-0.48,,0.0,19.75
2023-02-20 21:00:00,2023-02-20 22:00:00,101.3,232.8,5.27,51.41,31.09,52.47,6.62,2.46,10.86,8.11,42.14,18.08,41.12,,83.54,0.21,248.84,0.0,922.8,-0.47,,0.0,18.75
2023-02-20 22:00:00,2023-02-20 23:00:00,106.27,221.16,4.13,32.45,20.27,52.66,6.48,1.87,14.3,6.71,32.87,15.26,35.39,,85.83,0.39,291.9,0.0,923.53,-0.47,,0.0,17.8
2023-02-20 23:00:00,2023-02-21 00:00:00,99.96,187.66,3.79,21.27,14.15,58.6,6.46,1.39,15.97,5.35,24.69,12.79,30.03,,85.97,0.16,184.34,0.0,923.62,-0.54,,0.0,17.21
2023-02-21 00:00:00,2023-02-21 01:00:00,87.32,158.9,3.92,17.76,12.42,59.75,6.25,1.08,13.75,4.19,18.2,10.39,24.3,,85.94,0.23,119.27,0.0,923.12,-0.49,,0.0,16.81
2023-02-21 01:00:00,2023-02-21 02:00:00,74.3,131.32,3.81,15.25,11.03,59.88,6.21,0.93,17.67,3.46,13.87,8.57,20.29,,85.75,0.16,135.91,0.0,922.45,-0.48,,0.0,16.5
2023-02-21 02:00:00,2023-02-21 03:00:00,71.44,109.34,3.86,18.24,12.62,60.66,6.19,0.84,15.38,3.03,11.5,7.48,17.84,,83.75,0.16,154.18,0.0,921.2,-0.51,,0.0,16.06
2023-02-21 03:00:00,2023-02-21 04:00:00,67.08,103.96,3.86,20.02,13.56,56.89,6.02,0.75,14.33,2.68,9.96,6.81,16.48,,82.84,0.16,222.34,0.0,920.83,-0.55,,0.0,15.77
2023-02-21 04:00:00,2023-02-21 05:00:00,59.46,109.14,3.86,16.7,11.82,56.66,6.02,0.69,13.25,2.44,9.31,6.2,15.35,,79.69,0.09,190.8,0.0,920.48,-0.58,,0.0,15.46
2023-02-21 05:00:00,2023-02-21 06:00:00,56.34,100.11,3.91,17.77,12.41,54.3,5.88,0.64,12.33,2.18,8.41,5.77,14.36,,78.75,0.13,148.36,0.0,920.78,-0.52,,0.0,15.13
2023-02-21 06:00:00,2023-02-21 07:00:00,46.07,93.88,3.95,19.54,13.38,52.81,5.97,0.61,11.06,2.01,7.76,5.51,13.78,,77.56,0.22,153.59,0.0,921.62,3.33,,0.0,14.81
2023-02-21 07:00:00,2023-02-21 08:00:00,47.54,91.39,4.37,21.61,14.79,50.68,5.84,0.65,10.8,1.97,7.43,5.24,13.27,,74.78,0.12,99.1,34.48,922.58,-0.46,,0.0,15.17
2023-02-21 08:00:00,2023-02-21 09:00:00,46.77,96.64,5.17,25.14,17.29,48.76,5.92,0.75,15.55,2.19,8.18,5.22,13.38,,66.48,0.41,120.73,141.69,923.5,-0.48,,0.0,17.67
2023-02-21 09:00:00,2023-02-21 10:00:00,52.43,102.5,4.78,24.36,16.56,49.66,6.03,0.92,20.56,2.61,9.73,5.4,13.86,,66.39,1.33,74.9,330.1,924.03,-0.54,,0.0,19.91
2023-02-21 10:00:00,2023-02-21 11:00:00,45.34,121.57,4.37,23.17,15.61,49.98,6.2,0.97,27.04,3.14,11.03,5.48,14.18,,64.85,1.94,95.24,457.59,924.4,-0.49,,0.0,22.08
2023-02-21 11:00:00,2023-02-21 12:00:00,53.68,131.03,4.16,24.94,16.36,49.9,6.44,1.08,29.21,3.19,12.0,5.65,13.89,,61.0,2.12,94.8,536.81,924.07,-0.49,,0.0,23.59
2023-02-21 12:00:00,2023-02-21 13:00:00,57.19,137.19,3.77,16.69,11.74,55.63,6.46,1.05,31.65,3.32,12.18,5.88,14.2,,57.27,2.34,94.0,589.69,922.85,-0.48,,0.0,24.63
2023-02-21 13:00:00,2023-02-21 14:00:00,54.7,145.06,3.71,15.71,11.18,55.42,6.47,0.94,34.81,3.03,10.9,5.41,13.45,,54.11,2.33,101.59,570.01,921.1,-0.51,,0.0,25.33
2023-02-21 14:00:00,2023-02-21 15:00:00,56.66,138.62,3.82,18.54,12.75,52.44,6.39,0.93,40.71,2.65,9.22,4.98,12.51,,51.34,1.93,94.22,484.47,919.88,-0.46,,0.0,25.96
2023-02-21 15:00:00,2023-02-21 16:00:00,50.35,135.81,3.88,22.3,14.77,50.87,6.36,0.98,43.64,2.64,9.55,4.92,12.7,,54.96,1.71,102.29,344.31,919.0,-0.47,,0.0,26.0
2023-02-21 16:00:00,2023-02-21 17:00:00,48.13,127.15,3.71,16.51,11.6,52.15,6.4,0.93,45.86,2.67,9.75,5.12,13.32,,56.21,1.71,100.07,179.14,918.65,-0.48,,0.0,25.39
2023-02-21 17:00:00,2023-02-21 18:00:00,47.34,130.19,4.22,29.44,18.77,47.14,6.19,0.98,43.29,2.6,9.18,4.83,12.94,,61.81,0.9,90.54,38.95,918.7,-0.47,,0.0,24.52
2023-02-21 18:00:00,2023-02-21 19:00:00,47.04,142.11,11.96,73.66,51.43,30.5,6.23,1.58,7.81,3.73,15.2,6.4,16.61,,69.98,0.17,77.06,0.01,919.5,-0.52,,0.0,23.19
2023-02-21 19:00:00,2023-02-21 20:00:00,59.99,166.94,22.16,79.72,64.88,23.88,6.42,2.3,3.29,5.71,27.4,10.71,26.78,,74.39,0.19,143.92,0.0,920.7,-0.46,,0.0,22.2
2023-02-21 20:00:00,2023-02-21 21:00:00,65.61,192.05,21.73,77.23,60.34,27.92,6.29,2.77,2.15,7.13,34.95,13.5,33.65,,76.64,0.1,177.52,0.0,921.52,-0.47,,0.0,21.58
2023-02-21 21:00:00,2023-02-21 22:00:00,69.66,206.8,9.75,59.01,38.65,39.73,6.36,2.6,5.74,7.44,36.15,14.7,36.91,,76.68,0.02,338.39,0.0,921.47,-0.48,,0.0,20.93
2023-02-21 22:00:00,2023-02-21 23:00:00,70.93,184.41,6.62,42.33,27.42,43.06,6.23,1.85,8.6,6.14,28.13,13.46,33.15,,77.78,0.47,290.0,0.0,922.75,-0.46,,0.0,19.82
2023-02-21 23:00:00,2023-02-22 00:00:00,67.94,166.14,4.75,41.34,25.4,44.56,6.3,1.61,7.08,5.49,24.1,12.32,30.22,,78.57,0.29,207.47,0.0,922.6,0.37,,0.0,19.24
2023-02-22 00:00:00,2023-02-22 01:00:00,67.36,153.22,5.81,31.53,21.14,53.53,6.15,1.35,5.82,4.66,20.34,11.4,28.13,,82.16,1.44,302.53,0.0,923.0,1.5,,0.0,18.56
2023-02-22 01:00:00,2023-02-22 02:00:00,60.89,133.06,3.39,7.21,6.48,52.29,5.99,0.99,15.61,4.0,17.16,10.1,24.71,,69.68,2.51,303.07,0.0,923.43,-0.54,,0.0,18.0
2023-02-22 02:00:00,2023-02-22 03:00:00,50.07,93.57,3.19,11.55,8.59,53.14,5.92,0.65,17.23,2.67,12.36,8.51,20.7,,64.25,1.5,301.04,0.0,922.62,1.27,,0.0,16.91
2023-02-22 03:00:00,2023-02-22 04:00:00,46.05,72.64,3.43,29.31,18.06,48.61,5.91,0.67,12.46,2.28,9.4,7.25,18.27,,65.02,0.77,225.11,0.0,921.88,0.19,,0.0,16.45
2023-02-22 04:00:00,2023-02-22 05:00:00,38.66,67.39,3.77,25.58,16.39,47.92,5.81,0.61,12.46,2.27,7.67,6.65,17.08,,64.97,0.35,244.92,0.0,921.2,-0.47,,0.0,15.89
2023-02-22 05:00:00,2023-02-22 06:00:00,32.62,53.13,3.43,22.22,14.36,48.35,5.76,0.5,12.07,1.71,6.94,6.16,15.93,,63.83,0.34,240.12,0.0,921.3,5.04,,0.0,15.57
2023-02-22 06:00:00,2023-02-22 07:00:00,27.45,50.75,3.33,11.01,8.43,49.05,5.6,0.47,16.83,1.43,6.58,5.75,15.06,,67.03,1.36,306.78,0.03,921.97,-0.58,,0.0,15.19
2023-02-22 07:00:00,2023-02-22 08:00:00,23.81,43.67,3.59,12.35,9.33,46.67,5.65,0.41,16.39,1.1,6.46,5.57,14.57,,61.08,1.6,305.26,53.57,923.15,-0.52,,0.0,15.67
2023-02-22 08:00:00,2023-02-22 09:00:00,20.23,39.54,3.91,12.71,9.77,44.77,5.51,0.45,20.16,1.03,6.44,5.29,13.96,,51.36,1.63,306.07,192.54,924.07,-0.52,,0.0,17.97
2023-02-22 09:00:00,2023-02-22 10:00:00,22.34,33.71,4.83,13.21,10.77,43.85,5.54,0.5,23.13,0.98,6.84,5.08,13.71,,47.73,0.6,262.79,432.66,924.67,-0.52,,0.0,20.55
2023-02-22 10:00:00,2023-02-22 11:00:00,23.57,45.93,5.71,22.69,16.43,40.7,5.64,0.64,26.25,1.38,14.21,5.34,14.29,,47.12,0.74,251.33,565.96,924.75,-0.52,,0.0,22.36
2023-02-22 11:00:00,2023-02-22 12:00:00,24.71,54.86,5.75,21.43,15.81,42.16,5.72,0.73,28.28,1.94,17.35,5.68,15.02,,40.57,1.11,271.43,618.51,924.58,-0.48,,0.0,23.78
2023-02-22 12:00:00,2023-02-22 13:00:00,25.46,55.61,5.39,19.85,14.69,42.4,5.65,0.73,31.75,1.98,13.75,5.67,15.21,,33.21,1.31,269.34,614.07,923.58,-0.53,,0.0,25.3
2023-02-22 13:00:00,2023-02-22 14:00:00,21.58,56.66,4.6,17.9,13.04,43.74,5.72,0.72,37.09,1.88,12.02,5.61,15.4,,28.22,1.56,271.72,635.43,922.42,-0.53,,0.0,26.12
2023-02-22 14:00:00,2023-02-22 15:00:00,23.73,58.54,4.22,13.11,10.23,44.26,5.65,0.68,29.27,1.69,10.62,5.21,14.84,,21.6,2.01,274.75,572.31,921.37,0.21,,0.0,26.73
2023-02-22 15:00:00,2023-02-22 16:00:00,19.56,59.76,5.7,15.04,12.43,41.05,5.5,0.6,30.08,1.24,9.75,4.94,14.2,,21.97,1.99,272.2,424.15,920.67,-0.46,,0.0,26.33
2023-02-22 16:00:00,2023-02-22 17:00:00,19.48,57.63,6.25,30.14,20.96,38.48,5.6,0.59,32.09,1.1,9.42,4.79,13.88,,23.44,1.62,269.97,260.71,920.38,0.57,,0.0,25.88
2023-02-22 17:00:00,2023-02-22 18:00:00,19.45,56.64,5.92,34.2,22.62,35.82,5.59,0.75,29.06,1.29,9.56,4.73,13.65,,29.9,1.17,272.19,48.98,920.6,-0.45,,0.0,24.02
2023-02-22 18:00:00,2023-02-22 19:00:00,24.37,71.18,6.51,38.22,25.19,33.56,5.45,1.0,25.27,2.13,12.29,5.35,15.15,,34.02,0.71,267.58,0.28,921.28,-0.36,,0.0,22.25
2023-02-22 19:00:00,2023-02-22 20:00:00,27.45,86.16,7.34,40.92,27.27,35.45,5.49,1.15,20.68,2.69,14.58,6.25,17.48,,37.14,0.78,272.3,0.0,922.2,-0.41,,0.0,21.06
2023-02-22 20:00:00,2023-02-22 21:00:00,22.75,91.25,6.54,36.43,24.27,38.06,5.56,1.21,18.85,3.0,15.51,6.92,19.37,,43.42,0.8,273.56,0.0,922.9,-0.34,,0.0,19.66
2023-02-22 21:00:00,2023-02-22 22:00:00,31.41,95.15,5.65,40.44,25.66,38.95,5.6,1.23,16.14,3.29,14.88,7.01,19.16,,52.24,1.02,297.67,0.0,923.35,-0.33,,0.0,18.5
2023-02-22 22:00:00,2023-02-22 23:00:00,38.88,108.51,4.36,33.47,20.98,42.24,5.71,1.22,16.38,3.64,14.3,7.19,19.05,,59.68,1.09,281.44,0.0,923.17,-0.46,,0.0,17.7
2023-02-22 23:00:00,2023-02-23 00:00:00,46.59,115.05,3.67,29.23,18.22,42.11,5.67,1.22,14.99,4.1,12.59,6.75,17.67,,64.67,1.0,278.42,0.0,922.95,-0.43,,0.0,16.98
2023-02-23 00:00:00,2023-02-23 01:00:00,49.83,117.92,3.68,26.11,16.59,43.05,6.04,1.16,11.27,4.52,11.0,6.37,16.4,,69.74,1.23,284.69,0.0,922.48,-0.43,,0.0,16.04
2023-02-23 01:00:00,2023-02-23 02:00:00,55.77,119.61,3.59,27.84,17.42,42.81,6.07,1.18,9.27,4.66,10.24,6.13,15.36,,76.12,0.84,263.5,0.0,921.77,-0.45,,0.0,14.97
2023-02-23 02:00:00,2023-02-23 03:00:00,65.74,123.87,3.57,31.67,19.41,42.95,6.11,1.35,6.09,5.24,9.93,6.2,14.89,,81.67,1.23,267.79,0.0,920.8,-0.45,,0.0,14.29
2023-02-23 03:00:00,2023-02-23 04:00:00,64.38,129.04,3.57,29.55,18.3,44.27,6.21,1.39,5.33,5.99,9.91,6.25,14.42,,86.59,1.06,265.49,0.0,920.08,-0.45,,0.0,13.65
2023-02-23 04:00:00,2023-02-23 05:00:00,69.2,132.33,3.55,23.41,15.08,44.67,6.13,1.32,6.62,6.15,10.03,6.18,13.82,,87.83,0.95,272.95,0.0,919.82,-0.47,,0.0,13.34
2023-02-23 05:00:00,2023-02-23 06:00:00,71.87,126.6,3.49,20.67,13.6,44.23,6.14,1.18,6.84,5.86,10.45,6.47,13.89,,88.67,1.09,282.88,0.0,920.08,0.47,,0.0,12.77
2023-02-23 06:00:00,2023-02-23 07:00:00,67.44,117.42,3.6,22.42,14.6,43.19,6.08,1.04,6.39,5.16,10.5,6.63,13.79,,88.98,1.24,292.67,0.09,920.45,,,0.0,12.25
2023-02-23 07:00:00,2023-02-23 08:00:00,60.22,108.78,5.12,21.51,15.34,41.62,6.14,0.98,5.71,4.71,10.51,6.75,13.82,,88.66,1.04,276.06,56.75,921.43,,,0.0,12.24
2023-02-23 08:00:00,2023-02-23 09:00:00,55.94,107.25,6.85,23.08,17.55,40.33,6.05,1.06,7.18,4.65,10.07,6.41,13.35,,81.42,0.87,277.56,193.71,922.55,-0.51,,0.0,13.95
2023-02-23 09:00:00,2023-02-23 10:00:00,57.2,104.8,8.42,32.76,23.87,37.25,6.15,1.26,12.33,5.06,10.81,6.54,13.81,,71.58,0.48,213.33,428.0,923.18,-0.51,,0.0,16.71
2023-02-23 10:00:00,2023-02-23 11:00:00,59.88,124.52,7.04,42.93,28.07,37.48,6.59,1.4,18.62,6.29,31.83,6.97,14.95,,63.0,0.71,179.56,566.3,923.48,-0.48,,0.0,19.55
2023-02-23 11:00:00,2023-02-23 12:00:00,64.3,124.33,5.39,31.94,21.01,40.07,6.75,1.26,28.35,6.29,44.41,7.23,15.96,,50.09,0.93,239.23,643.73,923.2,-0.52,,0.0,21.98
2023-02-23 12:00:00,2023-02-23 13:00:00,60.03,115.34,5.96,26.29,18.52,40.33,6.47,1.1,34.63,4.82,33.74,7.15,16.51,,44.7,1.33,267.71,698.04,922.08,-0.42,,0.0,23.43
2023-02-23 13:00:00,2023-02-23 14:00:00,54.35,104.95,3.93,23.46,15.41,44.08,6.56,1.1,44.47,4.12,23.37,7.11,17.01,,38.73,1.37,263.8,658.87,920.42,-0.49,,0.0,25.07
2023-02-23 14:00:00,2023-02-23 15:00:00,43.88,98.41,5.26,31.37,21.24,39.91,6.6,0.99,39.2,3.6,18.21,6.54,16.39,,30.76,1.72,263.2,586.33,919.58,-0.3,,0.0,26.15
2023-02-23 15:00:00,2023-02-23 16:00:00,42.71,91.6,4.83,21.23,14.96,42.33,6.33,0.89,33.6,2.76,14.62,6.12,15.77,,25.97,2.05,270.64,454.62,919.17,-0.47,,0.0,26.48
2023-02-23 16:00:00,2023-02-23 17:00:00,36.51,88.09,5.4,25.73,17.77,39.79,6.16,1.01,32.44,3.02,12.96,5.71,15.27,,26.25,1.68,267.48,277.38,919.1,-0.44,,0.0,26.0
2023-02-23 17:00:00,2023-02-23 18:00:00,33.22,86.24,5.36,23.58,16.62,40.44,6.12,0.94,32.12,3.19,12.42,5.89,15.29,,31.63,1.2,265.39,58.79,919.55,-0.44,,0.0,24.53
2023-02-23 18:00:00,2023-02-23 19:00:00,26.07,84.76,7.65,37.73,25.84,35.84,6.13,1.08,22.8,3.0,13.69,6.38,16.57,,36.13,0.75,270.24,0.1,920.8,-0.45,,0.0,22.32
2023-02-23 19:00:00,2023-02-23 20:00:00,27.37,91.8,9.13,46.98,31.87,35.33,6.34,1.41,16.73,4.14,19.22,7.34,19.36,,39.76,0.98,268.19,0.0,922.05,-0.41,,0.0,20.9
