From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),O Xylene (ug/m3),RH (%),WS (m/s),WD (degree),SR (W/mt2),BP (mmHg),VWS (m/s),Xylene (ug/m3),RF (mm),AT (degree C)
2023-02-21 22:00:00,2023-02-21 23:00:00,44.46,97.46,3.42,12.0,9.01,51.44,8.12,0.57,16.21,0.41,33.39,11.34,11.2,7.1,51.89,1.06,40.79,2.6,963.23,0.13,,0.0,24.35
2023-02-21 23:00:00,2023-02-22 00:00:00,44.52,97.61,2.82,9.9,7.44,48.18,6.46,0.09,7.77,1.02,27.78,9.52,9.35,5.97,28.13,2.58,34.5,2.94,963.53,0.12,,0.0,24.27
2023-02-22 00:00:00,2023-02-22 01:00:00,46.84,103.0,2.52,9.12,6.79,37.56,6.29,0.0,4.79,0.43,16.38,5.52,5.67,3.67,30.04,2.15,18.85,2.76,963.53,0.28,,0.0,23.43
2023-02-22 01:00:00,2023-02-22 02:00:00,45.97,100.99,2.4,8.83,6.54,33.02,6.05,0.0,6.34,0.66,12.41,3.96,4.11,2.68,29.12,1.64,10.16,2.4,963.25,0.28,,0.0,23.12
2023-02-22 02:00:00,2023-02-22 03:00:00,42.92,93.89,2.38,8.69,6.45,30.14,5.93,0.0,11.49,0.0,12.12,3.69,3.74,2.44,28.48,1.59,17.74,2.37,962.88,0.26,,0.0,22.94
2023-02-22 03:00:00,2023-02-22 04:00:00,42.32,92.48,2.41,8.71,6.48,28.99,6.21,0.0,13.29,0.0,13.42,3.99,3.92,2.58,28.82,1.33,23.22,2.47,962.58,0.16,,0.0,22.62
2023-02-22 04:00:00,2023-02-22 05:00:00,42.59,93.13,2.29,8.77,6.42,29.59,6.4,0.01,22.21,1.51,15.94,4.78,4.54,2.88,30.5,0.37,190.59,2.44,962.43,0.17,,0.0,21.98
2023-02-22 05:00:00,2023-02-22 06:00:00,36.59,79.15,2.33,8.8,6.47,30.88,6.98,0.01,26.61,1.7,20.13,6.11,5.57,3.71,32.42,0.49,235.35,2.36,962.58,0.21,,0.0,21.23
2023-02-22 06:00:00,2023-02-22 07:00:00,28.03,59.2,2.29,9.18,6.63,30.54,6.68,0.02,22.25,1.31,20.77,6.3,5.71,3.79,36.53,0.2,229.69,2.9,963.03,0.23,,0.0,20.42
2023-02-22 07:00:00,2023-02-22 08:00:00,19.59,39.62,2.3,9.87,7.0,29.79,6.59,0.05,19.53,1.71,20.88,6.31,5.93,3.86,36.56,0.49,171.05,17.31,963.7,0.2,,0.0,20.63
2023-02-22 08:00:00,2023-02-22 09:00:00,23.02,47.6,2.47,10.46,7.44,28.9,6.93,0.01,13.71,1.43,22.17,6.75,6.38,4.14,31.75,1.06,121.34,60.4,964.35,0.09,,0.0,22.43
2023-02-22 09:00:00,2023-02-22 10:00:00,21.7,44.53,2.52,10.16,7.34,29.79,7.59,0.01,17.7,0.89,23.68,7.58,7.16,4.73,28.18,0.9,125.99,65.01,964.48,0.09,,0.0,23.86
2023-02-22 10:00:00,2023-02-22 11:00:00,22.78,47.04,2.53,9.79,7.14,31.37,7.85,0.0,25.09,0.49,25.14,8.3,7.89,5.28,23.75,0.44,194.74,343.97,964.5,0.08,,0.0,25.74
2023-02-22 11:00:00,2023-02-22 12:00:00,19.74,39.98,2.48,9.16,6.77,31.96,7.68,0.0,26.63,0.4,25.55,8.64,8.25,5.6,19.25,0.35,108.48,479.11,963.95,0.1,,0.0,27.84
2023-02-22 12:00:00,2023-02-22 13:00:00,16.3,31.97,2.45,9.02,6.68,33.17,7.25,0.01,29.93,0.0,25.32,8.34,7.79,5.22,14.79,0.55,201.86,153.45,963.3,0.09,,0.0,28.7
2023-02-22 13:00:00,2023-02-22 14:00:00,16.59,32.65,2.52,9.11,6.78,35.92,8.52,0.0,38.86,0.0,26.89,8.77,7.95,5.34,10.5,1.08,238.7,286.07,962.67,0.31,,0.0,29.72
2023-02-22 14:00:00,2023-02-22 15:00:00,16.66,32.78,2.61,9.28,6.94,38.81,9.14,0.0,36.27,0.0,28.77,9.42,8.35,5.63,6.56,0.6,228.02,332.8,962.23,0.27,,0.0,30.2
2023-02-22 15:00:00,2023-02-22 16:00:00,17.62,35.03,2.73,9.51,7.16,41.33,9.36,0.0,37.23,0.54,30.83,10.11,8.86,5.96,11.54,0.88,209.7,167.48,961.45,0.35,,0.0,29.89
2023-02-22 16:00:00,2023-02-22 17:00:00,19.35,39.08,2.56,9.4,6.96,41.31,7.6,0.0,38.94,0.41,29.71,9.69,8.55,5.74,18.98,1.99,241.84,95.77,961.3,0.4,,0.0,28.65
2023-02-22 17:00:00,2023-02-22 18:00:00,19.92,40.4,2.49,9.97,7.2,40.63,7.96,0.08,31.93,0.52,25.99,8.46,7.58,5.07,26.08,0.52,178.62,37.33,961.55,0.39,,0.0,27.18
2023-02-22 18:00:00,2023-02-22 19:00:00,24.34,50.67,2.63,11.72,8.23,41.27,9.2,0.24,15.01,0.0,29.11,9.83,9.05,6.15,39.37,0.2,56.48,4.18,962.23,0.26,,0.0,24.15
2023-02-22 19:00:00,2023-02-22 20:00:00,26.16,54.9,2.63,11.53,8.13,43.31,9.64,0.33,14.69,0.0,32.89,11.12,10.57,7.12,46.59,0.16,140.48,2.61,962.85,0.35,,0.0,21.84
2023-02-22 20:00:00,2023-02-22 21:00:00,26.04,54.64,2.65,12.79,8.81,44.7,7.32,0.37,9.97,0.0,32.7,10.84,10.56,6.99,57.72,0.28,40.58,2.39,963.2,0.46,,0.0,19.83
2023-02-22 21:00:00,2023-02-22 22:00:00,27.29,57.52,2.57,12.69,8.69,41.66,6.76,0.34,10.72,1.19,28.43,9.29,9.61,6.2,62.22,0.2,57.33,2.21,963.35,0.53,,0.0,18.81
2023-02-22 22:00:00,2023-02-22 23:00:00,26.64,56.02,2.48,11.85,8.18,38.73,6.52,0.3,8.88,2.02,25.3,8.11,8.56,5.45,65.96,0.11,79.47,2.21,963.62,0.34,,0.0,17.85
2023-02-22 23:00:00,2023-02-23 00:00:00,28.96,61.42,2.47,10.98,7.71,37.2,6.98,0.27,7.88,0.99,25.02,7.93,8.17,5.23,70.91,0.29,54.29,2.29,963.6,0.4,,0.0,16.9
2023-02-23 00:00:00,2023-02-23 01:00:00,25.72,53.88,2.79,9.94,7.44,35.5,7.11,0.16,7.45,0.02,25.52,8.03,7.99,5.2,71.54,0.27,126.59,2.14,963.0,0.32,,0.0,16.44
2023-02-23 01:00:00,2023-02-23 02:00:00,25.07,52.38,2.65,9.9,7.3,35.79,7.1,0.12,7.96,0.87,24.53,7.67,7.51,4.92,75.02,0.19,135.85,2.22,962.58,0.32,,0.0,15.9
2023-02-23 02:00:00,2023-02-23 03:00:00,22.93,47.39,2.57,9.64,7.1,32.91,6.71,0.07,6.88,2.02,21.46,6.59,6.5,4.25,76.5,0.16,81.05,2.2,962.3,0.28,,0.0,15.09
2023-02-23 03:00:00,2023-02-23 04:00:00,22.14,45.55,2.55,9.49,7.0,30.32,6.39,0.07,6.51,1.71,19.61,5.92,5.83,3.81,78.36,0.31,158.99,2.15,962.12,0.12,,0.0,14.76
2023-02-23 04:00:00,2023-02-23 05:00:00,21.79,44.74,2.75,9.46,7.15,29.47,6.51,0.07,2.9,1.88,20.54,6.15,5.91,3.92,78.73,0.16,179.87,2.2,962.05,0.19,,0.0,14.4
2023-02-23 05:00:00,2023-02-23 06:00:00,22.91,47.35,2.98,9.63,7.42,28.85,6.97,0.06,3.01,1.32,21.57,6.41,6.08,4.02,78.86,0.22,184.02,2.22,962.08,0.06,,0.0,14.03
2023-02-23 06:00:00,2023-02-23 07:00:00,22.32,45.98,2.99,9.88,7.56,27.95,6.46,0.04,3.11,1.83,20.93,6.15,5.88,3.89,78.18,0.38,188.59,2.87,962.08,0.1,,0.0,13.66
2023-02-23 07:00:00,2023-02-23 08:00:00,21.59,44.28,3.27,10.58,8.14,25.74,6.05,0.1,2.84,1.75,19.34,5.53,5.53,3.58,77.47,0.6,189.62,17.58,962.73,0.05,,0.0,13.66
2023-02-23 08:00:00,2023-02-23 09:00:00,32.67,70.06,3.75,11.79,9.17,24.25,5.92,0.15,2.61,1.87,19.04,5.34,5.49,3.5,67.58,1.1,180.36,64.42,963.35,0.02,,0.0,15.2
2023-02-23 09:00:00,2023-02-23 10:00:00,32.16,68.88,3.64,11.25,8.8,24.48,6.59,0.18,6.84,1.86,21.33,6.0,6.05,3.88,54.62,1.03,175.68,63.16,963.48,0.04,,0.0,18.82
2023-02-23 10:00:00,2023-02-23 11:00:00,33.49,71.97,3.55,10.31,8.23,25.73,7.2,0.17,17.57,1.4,24.5,6.95,6.79,4.36,30.86,0.41,247.32,349.64,963.2,0.03,,0.0,24.55
2023-02-23 11:00:00,2023-02-23 12:00:00,34.2,73.56,3.47,9.1,7.54,26.99,7.06,0.07,27.22,0.93,26.26,7.49,7.1,4.58,14.21,0.72,278.02,533.96,962.67,0.03,,0.0,28.53
2023-02-23 12:00:00,2023-02-23 13:00:00,25.7,53.8,3.41,9.0,7.43,27.85,7.64,0.01,30.88,1.45,25.74,7.34,6.81,4.42,7.99,1.05,230.83,137.53,961.95,0.07,,0.0,29.56
2023-02-23 13:00:00,2023-02-23 14:00:00,21.63,44.37,3.38,8.9,7.36,30.35,8.62,0.0,32.47,0.46,25.12,7.24,6.63,4.33,7.5,0.39,170.07,327.14,961.17,0.03,,0.0,30.7
2023-02-23 14:00:00,2023-02-23 15:00:00,22.03,45.29,3.47,9.44,7.72,33.25,9.37,0.0,34.71,0.0,27.91,8.25,7.35,4.84,5.08,1.38,213.21,520.41,960.65,0.05,,0.0,31.65
2023-02-23 15:00:00,2023-02-23 16:00:00,21.11,43.15,3.12,9.42,7.43,34.67,9.25,0.0,42.34,0.0,26.26,7.87,7.13,4.69,7.27,2.69,240.1,300.16,960.42,0.08,,0.0,30.69
2023-02-23 16:00:00,2023-02-23 17:00:00,24.0,49.89,3.01,9.44,7.34,34.75,6.88,0.02,45.51,1.83,21.2,6.34,5.87,3.88,12.06,1.73,239.38,147.88,960.38,0.06,,0.0,29.95
2023-02-23 17:00:00,2023-02-23 18:00:00,26.77,56.32,3.27,10.73,8.23,36.39,7.6,0.1,27.37,1.5,21.89,6.53,5.92,3.93,14.46,0.53,185.82,32.38,960.72,0.07,,0.0,28.68
2023-02-23 18:00:00,2023-02-23 19:00:00,28.12,59.46,3.67,12.88,9.67,37.19,8.18,0.31,13.25,0.0,25.57,7.53,7.1,4.58,24.93,0.33,94.06,4.45,961.58,0.28,,0.0,25.24
2023-02-23 19:00:00,2023-02-23 20:00:00,28.41,60.14,3.66,11.63,9.01,38.21,8.8,0.4,12.72,0.0,30.49,9.37,9.22,5.98,33.25,0.27,87.92,2.69,962.32,0.41,,0.0,22.36
2023-02-23 20:00:00,2023-02-23 21:00:00,27.81,58.76,3.79,12.32,9.47,38.5,7.82,0.29,6.94,0.0,31.15,9.58,9.52,6.19,45.03,0.27,39.16,2.73,963.15,0.39,,0.0,19.91
2023-02-23 21:00:00,2023-02-23 22:00:00,28.6,60.58,3.85,11.78,9.24,36.7,7.6,0.21,12.27,1.39,28.18,8.62,9.02,5.68,51.4,0.62,32.75,2.45,963.83,0.61,,0.0,18.59
2023-02-23 22:00:00,2023-02-23 23:00:00,26.65,56.05,3.73,11.13,8.8,33.88,7.0,0.15,11.04,1.8,24.01,7.37,7.74,4.85,58.66,0.35,25.2,2.31,964.0,0.49,,0.0,17.89
2023-02-23 23:00:00,2023-02-24 00:00:00,25.36,53.06,3.66,10.72,8.54,31.96,7.15,0.13,7.85,1.82,22.43,6.96,7.14,4.46,65.94,0.11,74.53,2.25,964.02,0.42,,0.0,17.41
2023-02-24 00:00:00,2023-02-24 01:00:00,25.97,54.47,2.77,9.79,7.33,31.49,7.26,0.11,7.09,0.36,23.95,7.46,7.26,4.64,70.14,0.31,121.26,2.34,963.9,0.26,,0.0,16.64
2023-02-24 01:00:00,2023-02-24 02:00:00,22.38,46.13,2.57,9.61,7.08,32.26,7.56,0.1,6.72,0.0,24.14,7.53,7.11,4.59,73.11,0.16,70.31,2.25,963.67,0.25,,0.0,15.82
2023-02-24 02:00:00,2023-02-24 03:00:00,23.96,49.8,2.42,9.62,6.96,30.24,6.86,0.08,6.86,1.39,21.47,6.63,6.3,4.07,74.47,0.53,170.11,2.31,963.35,0.18,,0.0,15.24
2023-02-24 03:00:00,2023-02-24 04:00:00,22.17,45.63,2.4,9.8,7.04,28.42,6.62,0.1,4.87,1.9,19.57,5.96,5.67,3.66,75.68,0.23,74.96,2.22,963.6,0.15,,0.0,14.83
2023-02-24 04:00:00,2023-02-24 05:00:00,22.61,46.66,2.29,9.36,6.72,26.69,6.94,0.1,3.95,1.76,19.0,5.68,5.41,3.48,76.12,0.2,56.15,2.31,963.65,0.3,,0.0,14.42
2023-02-24 05:00:00,2023-02-24 06:00:00,22.53,46.47,2.28,9.24,6.65,26.41,7.64,0.08,3.93,1.43,20.23,6.0,5.61,3.65,77.55,0.49,183.76,2.35,963.45,0.17,,0.0,14.23
2023-02-24 06:00:00,2023-02-24 07:00:00,20.33,41.35,2.49,10.1,7.28,26.15,7.49,0.08,3.12,1.75,21.05,6.21,5.76,3.76,77.91,0.24,155.53,3.15,963.92,0.04,,0.0,13.79
2023-02-24 07:00:00,2023-02-24 08:00:00,18.97,38.13,2.69,11.0,7.91,24.52,6.77,0.11,3.26,1.9,19.66,5.7,5.53,3.52,77.14,0.92,185.64,19.06,964.38,0.07,,0.0,13.88
2023-02-24 08:00:00,2023-02-24 09:00:00,25.71,53.85,2.69,11.45,8.14,23.52,6.5,0.16,4.04,1.7,18.8,5.34,5.32,3.35,66.1,0.85,188.91,63.47,965.2,0.11,,0.0,15.82
2023-02-24 09:00:00,2023-02-24 10:00:00,25.56,53.49,2.74,11.04,7.96,22.94,7.09,0.2,8.58,1.99,19.76,5.53,5.52,3.46,51.52,0.79,173.25,67.21,965.85,0.08,,0.0,19.58
2023-02-24 10:00:00,2023-02-24 11:00:00,29.63,62.97,2.73,10.15,7.49,24.38,7.93,0.21,17.55,1.33,23.34,7.95,7.96,5.33,28.43,0.38,82.5,351.85,965.85,0.02,,0.0,24.58
2023-02-24 11:00:00,2023-02-24 12:00:00,30.73,65.52,2.73,9.53,7.17,26.07,8.14,0.15,27.16,0.91,25.62,10.25,10.39,7.65,17.12,0.59,108.66,518.8,965.42,0.04,,0.0,28.01
2023-02-24 12:00:00,2023-02-24 13:00:00,29.44,62.54,2.67,9.56,7.14,27.2,8.04,0.07,34.19,0.42,26.21,9.43,9.38,6.71,15.29,0.85,187.45,156.76,964.55,0.03,,0.0,29.27
2023-02-24 13:00:00,2023-02-24 14:00:00,26.18,54.97,2.68,9.38,7.05,30.52,8.66,0.02,46.54,0.52,26.64,9.05,8.82,5.97,13.61,1.19,212.59,339.6,963.73,0.08,,0.0,29.87
2023-02-24 14:00:00,2023-02-24 15:00:00,28.37,60.04,2.61,10.0,7.32,32.2,8.93,0.04,40.4,0.0,26.51,8.74,8.19,5.68,14.35,1.5,184.68,494.97,963.23,0.05,,0.0,30.42
2023-02-24 15:00:00,2023-02-24 16:00:00,28.09,59.41,2.54,10.19,7.36,35.22,9.24,0.06,42.34,0.0,27.79,9.14,8.25,5.62,14.14,1.15,205.35,285.89,962.88,0.11,,0.0,30.63
2023-02-24 16:00:00,2023-02-24 17:00:00,30.12,64.12,2.46,9.59,6.98,38.17,6.98,0.01,47.15,0.0,27.68,8.9,8.02,5.43,13.17,2.0,243.25,134.88,962.8,0.21,,0.0,29.73
2023-02-24 17:00:00,2023-02-24 18:00:00,28.61,60.59,2.61,10.52,7.59,37.71,7.27,0.12,46.35,0.96,23.91,7.51,6.86,4.64,22.43,0.81,194.2,29.13,963.05,0.24,,0.0,28.03
2023-02-24 18:00:00,2023-02-24 19:00:00,40.67,88.66,2.95,14.02,9.7,38.76,7.64,0.48,16.52,0.5,26.39,8.29,7.84,5.06,36.27,0.12,70.13,4.04,963.55,0.26,,0.0,24.62
2023-02-24 19:00:00,2023-02-24 20:00:00,37.31,80.84,3.07,12.6,9.04,39.0,8.05,0.44,15.34,0.45,29.29,9.79,10.1,6.53,44.11,0.29,48.26,2.77,964.62,0.23,,0.0,21.95
2023-02-24 20:00:00,2023-02-24 21:00:00,37.94,82.3,3.17,13.74,9.72,39.06,7.5,0.46,9.72,0.0,30.83,9.97,10.42,6.61,45.33,0.43,19.78,2.46,965.25,0.43,,0.0,20.45
2023-02-24 21:00:00,2023-02-24 22:00:00,34.42,74.11,3.04,12.78,9.12,38.14,7.56,0.34,10.63,0.43,30.71,9.53,10.44,6.62,51.51,0.19,42.86,2.46,965.67,0.5,,0.0,18.96
2023-02-24 22:00:00,2023-02-24 23:00:00,27.95,59.06,3.05,11.58,8.5,34.96,6.9,0.17,11.75,1.36,25.4,7.74,8.61,5.41,57.64,0.23,41.19,2.28,965.8,0.45,,0.0,17.82
2023-02-24 23:00:00,2023-02-25 00:00:00,29.81,63.4,2.98,10.42,7.84,32.42,6.58,0.1,14.09,2.0,21.97,6.59,7.23,4.57,62.9,0.35,126.57,2.28,965.92,0.25,,0.0,17.28
2023-02-25 00:00:00,2023-02-25 01:00:00,25.17,52.59,2.73,9.83,7.32,30.34,6.45,0.07,8.77,0.43,21.32,6.32,6.53,4.23,67.4,0.35,123.33,2.42,965.88,0.12,,0.0,16.28
2023-02-25 01:00:00,2023-02-25 02:00:00,24.04,49.96,2.56,9.63,7.09,30.99,6.91,0.08,8.59,0.48,22.03,6.46,6.39,4.19,70.35,0.16,92.97,2.26,965.7,0.22,,0.0,15.79
2023-02-25 02:00:00,2023-02-25 03:00:00,22.83,47.17,2.45,9.62,7.0,30.15,6.49,0.06,9.38,1.67,21.16,6.15,5.98,3.96,72.56,0.18,92.59,2.23,965.33,0.23,,0.0,15.06
2023-02-25 03:00:00,2023-02-25 04:00:00,23.2,48.02,2.38,9.48,6.86,27.73,6.13,0.04,7.67,1.97,18.48,5.28,5.14,3.4,75.0,0.24,133.09,2.21,965.1,0.12,,0.0,14.85
2023-02-25 04:00:00,2023-02-25 05:00:00,23.69,49.16,2.36,9.44,6.82,26.02,6.66,0.01,4.7,1.79,17.51,4.9,4.75,3.02,76.1,0.63,115.4,2.46,965.4,0.12,,0.0,14.33
2023-02-25 05:00:00,2023-02-25 06:00:00,22.91,47.37,2.25,9.52,6.78,25.3,7.48,0.05,4.24,1.92,18.35,5.05,4.82,3.2,77.5,0.36,97.96,2.33,965.9,0.1,,0.0,14.1
2023-02-25 06:00:00,2023-02-25 07:00:00,24.04,49.97,2.41,9.71,7.0,24.85,7.5,0.05,2.7,1.67,19.5,5.31,5.03,3.35,77.94,0.35,207.11,3.23,966.55,0.19,,0.0,14.01
2023-02-25 07:00:00,2023-02-25 08:00:00,22.0,45.24,2.57,10.52,7.56,24.54,7.19,0.1,4.23,1.88,19.83,5.37,5.2,3.29,76.17,0.52,195.92,19.83,967.3,0.17,,0.0,14.14
2023-02-25 08:00:00,2023-02-25 09:00:00,25.2,52.71,2.58,11.37,8.01,23.38,6.14,0.14,5.17,1.78,18.59,4.96,4.91,2.83,66.27,0.61,189.62,68.95,968.08,0.11,,0.0,15.98
2023-02-25 09:00:00,2023-02-25 10:00:00,29.68,63.09,2.46,10.92,7.68,22.86,6.64,0.15,10.88,1.8,18.77,4.93,4.97,3.07,52.28,0.89,190.84,70.51,968.4,0.13,,0.0,19.18
2023-02-25 10:00:00,2023-02-25 11:00:00,30.27,64.5,2.77,10.27,7.58,23.55,7.12,0.15,20.24,1.98,21.31,5.6,5.48,3.55,37.39,0.9,176.73,353.37,968.3,0.08,,0.0,23.23
2023-02-25 11:00:00,2023-02-25 12:00:00,31.58,67.52,2.82,10.16,7.56,25.09,7.77,0.15,31.87,0.86,24.3,6.45,6.15,3.83,27.29,1.11,169.14,536.42,967.77,0.07,,0.0,26.56
2023-02-25 12:00:00,2023-02-25 13:00:00,32.64,69.97,2.76,9.98,7.43,27.57,7.16,0.13,38.75,0.45,25.83,6.87,6.42,4.18,18.87,0.91,200.08,161.69,966.72,0.15,,0.0,28.47
2023-02-25 13:00:00,2023-02-25 14:00:00,30.85,65.79,2.66,9.18,6.93,30.28,7.31,0.03,50.56,0.4,25.17,6.74,6.22,4.05,14.28,1.57,237.17,382.29,965.67,0.13,,0.0,29.6
2023-02-25 14:00:00,2023-02-25 15:00:00,29.64,62.99,2.46,9.34,6.85,31.33,7.46,0.01,55.02,0.0,22.26,6.04,5.57,3.65,14.77,2.0,235.8,491.93,965.22,0.14,,0.0,29.77
2023-02-25 15:00:00,2023-02-25 16:00:00,31.33,66.93,2.44,9.55,6.94,33.32,7.91,0.03,57.35,0.0,21.7,6.03,5.5,3.63,15.33,1.79,233.55,271.32,964.85,0.13,,0.0,29.71
2023-02-25 16:00:00,2023-02-25 17:00:00,30.74,65.55,2.4,9.61,6.95,35.92,6.67,0.1,53.75,0.0,22.65,6.33,5.71,3.77,14.8,1.29,230.67,115.0,964.58,0.23,,0.0,29.39
2023-02-25 17:00:00,2023-02-25 18:00:00,34.43,74.15,2.6,10.4,7.52,37.59,7.23,0.17,42.34,0.79,24.1,6.75,6.0,3.98,19.74,0.47,192.01,26.19,964.75,0.4,,0.0,27.77
2023-02-25 18:00:00,2023-02-25 19:00:00,34.61,74.56,2.88,14.28,9.77,37.41,7.24,0.43,20.41,0.48,25.77,7.36,6.97,4.56,34.46,0.19,62.51,3.99,965.42,0.51,,0.0,24.01
2023-02-25 19:00:00,2023-02-25 20:00:00,35.47,76.54,3.08,13.16,9.35,36.53,7.31,0.46,21.23,1.34,26.34,7.54,7.75,4.91,41.8,0.47,31.27,2.8,966.52,0.74,,0.0,21.7
2023-02-25 20:00:00,2023-02-25 21:00:00,33.46,71.89,3.19,13.5,9.61,36.2,7.63,0.5,10.89,0.0,28.04,7.95,8.29,5.19,51.62,0.19,64.56,2.57,967.52,0.63,,0.0,19.85
2023-02-25 21:00:00,2023-02-25 22:00:00,34.26,73.74,3.11,12.78,9.17,35.96,7.79,0.46,15.53,0.0,29.29,8.22,8.97,5.48,56.81,0.29,31.3,2.49,968.25,0.81,,0.0,18.37
2023-02-25 22:00:00,2023-02-25 23:00:00,32.16,68.86,2.95,12.03,8.65,33.99,7.08,0.32,14.32,1.43,25.56,7.18,7.83,4.8,61.73,0.11,87.53,2.22,968.32,0.81,,0.0,17.69
2023-02-25 23:00:00,2023-02-26 00:00:00,29.76,63.27,2.85,11.17,8.12,31.65,6.9,0.26,16.32,1.84,21.55,6.05,6.56,4.07,63.71,0.16,135.68,2.22,968.4,0.67,,0.0,17.18
2023-02-26 00:00:00,2023-02-26 01:00:00,33.02,70.86,2.77,10.66,7.78,28.8,6.63,0.24,11.49,0.98,19.75,5.5,5.81,3.65,67.59,0.16,73.65,2.39,968.53,0.51,,0.0,16.48
2023-02-26 01:00:00,2023-02-26 02:00:00,31.25,66.74,2.6,9.97,7.29,29.49,7.16,0.23,12.52,0.38,21.0,5.79,5.9,3.77,69.88,0.15,148.59,2.27,968.5,0.6,,0.0,16.19
2023-02-26 02:00:00,2023-02-26 03:00:00,30.68,65.41,2.54,9.58,7.05,29.28,7.24,0.21,11.37,0.0,21.36,5.86,5.78,3.74,72.4,0.18,99.16,2.29,968.2,0.51,,0.0,15.63
2023-02-26 03:00:00,2023-02-26 04:00:00,30.43,64.83,2.43,9.48,6.9,27.54,6.7,0.19,14.3,1.14,19.48,5.32,5.21,3.38,73.0,0.52,174.07,2.33,968.05,0.48,,0.0,15.36
2023-02-26 04:00:00,2023-02-26 05:00:00,29.57,62.86,2.37,9.41,6.82,25.98,5.91,0.2,9.14,1.8,17.9,4.85,4.69,2.93,75.39,0.24,115.17,2.31,967.95,0.48,,0.0,14.92
2023-02-26 05:00:00,2023-02-26 06:00:00,28.27,59.82,2.42,9.62,6.97,24.46,6.3,0.23,7.52,1.89,17.44,4.67,4.46,2.8,76.14,0.45,192.95,2.48,968.35,0.46,,0.0,14.71
2023-02-26 06:00:00,2023-02-26 07:00:00,30.12,64.14,2.54,9.71,7.11,24.44,6.41,0.27,4.34,1.89,19.19,5.12,4.78,2.76,76.51,0.35,200.31,3.28,969.02,0.5,,0.0,14.59
2023-02-26 07:00:00,2023-02-26 08:00:00,31.79,68.02,2.66,10.27,7.49,24.61,6.35,0.29,3.41,1.84,20.3,5.42,5.05,3.05,76.49,0.43,146.69,21.61,969.95,0.27,,0.0,14.82
2023-02-26 08:00:00,2023-02-26 09:00:00,28.93,61.34,2.74,11.33,8.12,23.64,5.61,0.35,3.27,1.9,19.38,5.08,4.92,2.82,70.91,1.14,180.02,69.52,970.33,0.2,,0.0,16.05
2023-02-26 09:00:00,2023-02-26 10:00:00,35.37,76.32,2.59,11.35,8.01,23.49,5.67,0.39,12.72,1.76,19.24,5.04,4.9,2.77,55.52,0.64,185.13,85.13,970.68,0.15,,0.0,18.91
2023-02-26 10:00:00,2023-02-26 11:00:00,36.35,78.61,2.66,10.65,7.7,23.3,6.12,0.37,21.7,1.47,20.51,5.33,5.12,2.88,40.56,0.89,159.49,328.93,970.9,0.21,,0.0,23.08
2023-02-26 11:00:00,2023-02-26 12:00:00,38.3,83.13,2.81,9.87,7.41,25.18,6.66,0.34,34.47,0.46,23.63,6.22,5.85,3.66,26.38,0.57,160.91,476.98,970.5,0.12,,0.0,26.81
2023-02-26 12:00:00,2023-02-26 13:00:00,37.07,80.27,2.84,9.78,7.39,28.01,7.56,0.21,38.0,0.0,26.34,7.12,6.61,4.43,21.54,0.5,105.87,169.95,969.28,0.17,,0.0,28.47
2023-02-26 13:00:00,2023-02-26 14:00:00,35.82,77.38,2.67,9.29,7.0,30.43,7.85,0.1,59.62,0.0,25.75,7.32,6.94,4.62,18.13,1.23,240.47,360.75,968.02,0.18,,0.0,29.38
2023-02-26 14:00:00,2023-02-26 15:00:00,33.98,73.09,2.57,9.32,6.93,32.29,7.67,0.06,65.13,0.0,23.12,6.45,6.03,4.14,17.58,1.52,231.85,452.76,967.15,0.23,,0.0,29.75
2023-02-26 15:00:00,2023-02-26 16:00:00,33.49,71.97,2.62,9.74,7.19,34.14,8.12,0.08,59.82,0.0,22.41,6.19,5.71,3.88,19.93,1.17,205.5,236.94,966.65,0.29,,0.0,29.76
2023-02-26 16:00:00,2023-02-26 17:00:00,34.27,73.77,2.62,10.17,7.42,37.48,7.84,0.2,55.21,0.0,24.92,6.91,6.23,4.21,20.02,1.21,222.5,101.71,966.33,0.31,,0.0,29.27
2023-02-26 17:00:00,2023-02-26 18:00:00,38.16,82.82,2.71,10.55,7.68,39.72,8.29,0.26,43.38,0.0,26.5,7.39,6.59,4.43,24.97,0.52,207.87,27.27,966.5,0.4,,0.0,27.87
2023-02-26 18:00:00,2023-02-26 19:00:00,39.95,86.97,2.92,13.43,9.35,39.38,8.17,0.48,25.08,0.49,26.84,7.41,6.95,4.53,39.2,0.27,41.29,4.08,967.0,0.38,,0.0,24.43
2023-02-26 19:00:00,2023-02-26 20:00:00,38.95,84.65,2.97,13.97,9.68,38.5,7.89,0.59,23.77,1.31,26.63,7.26,7.49,4.66,48.2,0.46,25.24,2.76,967.95,0.41,,0.0,22.06
2023-02-26 20:00:00,2023-02-26 21:00:00,37.81,82.02,3.22,14.55,10.19,36.91,7.23,0.65,12.11,0.51,26.8,7.26,7.86,4.8,54.77,0.25,31.74,2.67,968.98,0.28,,0.0,20.52
