From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppm),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),RH (%),WS (m/s),WD (degree),SR (W/mt2),BP (mmHg),AT (degree C),RF (mm)
2021-12-21 06:00:00,2021-12-21 07:00:00,109.62,171.11,2.46,1.66,4.85,28.34,15.46,1.52,0.33,0.0,85.97,0.4,213.04,0.0,750.0,11.8,0.0
2021-12-21 07:00:00,2021-12-21 08:00:00,108.14,172.93,2.49,1.64,4.84,30.52,15.47,1.51,0.58,0.0,83.59,0.46,173.11,0.0,750.0,13.16,0.0
2021-12-21 08:00:00,2021-12-21 09:00:00,119.84,201.12,2.53,1.52,4.81,32.08,15.67,1.54,4.2,0.0,69.55,0.9,246.89,0.0,750.0,16.27,0.0
2021-12-21 09:00:00,2021-12-21 10:00:00,131.72,201.8,2.53,1.55,4.82,33.59,15.52,1.5,10.09,0.0,58.47,1.12,258.13,0.0,750.0,19.34,0.0
2021-12-21 10:00:00,2021-12-21 11:00:00,122.64,189.66,2.56,1.44,4.77,29.64,15.53,1.43,17.68,0.0,51.7,1.34,257.16,0.0,750.0,21.63,0.0
2021-12-21 11:00:00,2021-12-21 12:00:00,105.83,166.16,2.59,1.66,5.0,27.36,15.66,1.28,26.56,0.0,45.42,1.31,251.72,0.0,750.0,23.41,0.0
2021-12-21 12:00:00,2021-12-21 13:00:00,87.02,136.5,2.55,1.49,4.8,25.2,16.53,1.09,29.78,0.0,35.9,1.08,252.0,0.0,750.0,25.26,0.0
2021-12-21 13:00:00,2021-12-21 14:00:00,67.14,115.27,2.47,1.59,4.78,27.05,17.06,0.99,28.68,0.0,35.23,1.16,243.43,0.0,750.0,25.86,0.0
2021-12-21 14:00:00,2021-12-21 15:00:00,57.29,102.47,2.49,1.59,4.81,28.28,16.61,0.88,26.16,0.0,36.3,1.35,218.02,0.0,750.0,25.26,0.0
2021-12-21 15:00:00,2021-12-21 16:00:00,49.15,90.95,2.58,1.57,4.93,29.93,16.43,0.82,24.22,0.0,38.84,1.29,215.55,0.0,750.0,24.4,0.0
2021-12-21 16:00:00,2021-12-21 17:00:00,48.6,92.33,2.6,1.41,4.81,34.12,16.21,0.89,18.64,0.0,47.55,0.89,218.46,0.0,750.0,22.3,0.0
2021-12-21 17:00:00,2021-12-21 18:00:00,64.15,133.8,2.6,1.5,4.87,40.34,16.2,1.03,9.62,0.0,58.44,0.35,187.59,0.0,750.0,19.43,0.0
2021-12-21 18:00:00,2021-12-21 19:00:00,78.97,156.5,2.48,1.53,4.75,36.64,15.73,1.09,8.44,0.0,70.72,0.41,58.61,0.0,750.0,16.87,0.0
2021-12-21 19:00:00,2021-12-21 20:00:00,91.47,152.91,2.53,1.58,4.86,36.1,15.73,1.23,2.25,0.0,76.22,0.32,65.37,0.0,750.0,15.63,0.0
2021-12-21 20:00:00,2021-12-21 21:00:00,115.94,183.96,2.54,1.64,4.92,39.09,15.82,1.67,0.3,0.0,77.16,0.36,99.05,0.0,750.0,15.5,0.0
2021-12-21 21:00:00,2021-12-21 22:00:00,169.45,297.89,2.47,1.52,4.74,37.66,15.7,1.73,0.15,0.0,77.78,0.23,88.75,0.0,750.0,15.01,0.0
2021-12-21 22:00:00,2021-12-21 23:00:00,147.31,262.1,2.62,1.61,5.01,37.17,15.69,1.8,0.26,0.0,78.51,0.22,105.41,0.0,750.0,14.57,0.0
2021-12-21 23:00:00,2021-12-22 00:00:00,142.56,225.13,2.5,1.48,4.72,34.88,15.84,1.84,0.32,0.0,80.61,0.26,77.96,0.0,750.0,13.98,0.0
2021-12-22 00:00:00,2021-12-22 01:00:00,140.71,208.13,2.57,1.49,4.82,32.91,15.64,1.83,0.25,0.0,82.58,0.23,104.61,0.0,750.0,13.33,0.0
2021-12-22 01:00:00,2021-12-22 02:00:00,128.05,194.73,2.5,1.51,4.74,31.84,15.53,1.71,1.61,0.0,79.15,0.34,134.27,0.0,750.0,13.64,0.0
2021-12-22 02:00:00,2021-12-22 03:00:00,121.45,179.8,2.63,1.45,4.89,31.97,15.41,1.64,1.14,0.0,79.23,0.18,128.89,0.0,750.0,13.2,0.0
2021-12-22 03:00:00,2021-12-22 04:00:00,119.51,178.37,2.57,1.44,4.78,30.12,15.5,1.52,0.94,0.0,82.83,0.3,64.19,0.0,750.0,12.53,0.0
2021-12-22 04:00:00,2021-12-22 05:00:00,113.76,172.13,2.62,1.43,4.84,29.24,15.52,1.45,0.63,0.0,84.04,0.25,100.2,0.0,750.0,12.27,0.0
2021-12-22 05:00:00,2021-12-22 06:00:00,109.85,168.5,2.5,1.54,4.79,29.74,15.54,1.39,0.66,0.0,83.36,0.32,116.26,0.0,750.0,12.25,0.0
2021-12-22 06:00:00,2021-12-22 07:00:00,109.92,170.03,2.62,1.5,4.91,28.29,15.37,1.38,0.27,0.0,84.37,0.25,87.98,0.0,750.0,11.68,0.0
2021-12-22 07:00:00,2021-12-22 08:00:00,111.81,169.75,2.58,1.55,4.89,32.54,15.54,1.62,0.53,0.0,82.31,0.3,97.19,0.0,750.0,13.1,0.0
2021-12-22 08:00:00,2021-12-22 09:00:00,178.43,259.85,2.48,1.5,4.72,38.85,15.79,1.82,2.34,0.0,66.33,0.52,170.29,0.0,750.0,17.43,0.0
2021-12-22 09:00:00,2021-12-22 10:00:00,174.5,262.48,2.56,1.54,4.86,42.59,15.85,1.74,7.7,0.0,52.76,0.5,204.9,0.0,750.0,21.47,0.0
2021-12-22 10:00:00,2021-12-22 11:00:00,145.74,228.41,2.59,1.39,4.76,36.15,15.84,1.6,16.32,0.0,44.04,0.84,215.47,0.0,750.0,24.27,0.0
2021-12-22 11:00:00,2021-12-22 12:00:00,101.06,171.0,2.5,1.64,4.86,30.13,15.87,1.27,26.03,0.0,38.11,1.25,239.24,0.0,750.0,25.53,0.0
2021-12-22 12:00:00,2021-12-22 13:00:00,53.27,95.99,2.58,1.56,4.92,24.93,15.68,0.97,25.91,0.0,36.39,1.35,267.21,0.0,750.0,26.38,0.0
2021-12-22 13:00:00,2021-12-22 14:00:00,32.35,60.22,2.58,1.56,4.9,24.83,16.22,0.94,30.76,0.0,36.11,1.22,260.84,0.0,750.0,26.83,0.0
2021-12-22 14:00:00,2021-12-22 15:00:00,53.43,96.85,2.55,1.33,4.68,21.72,15.83,0.7,26.64,0.0,33.56,1.34,272.09,0.0,750.0,26.35,0.0
2021-12-22 15:00:00,2021-12-22 16:00:00,22.69,44.06,2.5,1.51,4.75,21.63,15.68,0.64,23.05,0.0,33.51,0.91,253.27,0.0,750.0,26.56,0.0
2021-12-22 16:00:00,2021-12-22 17:00:00,18.53,40.05,2.54,1.56,4.85,22.77,15.55,0.68,14.41,0.0,37.75,0.51,257.99,0.0,750.0,25.2,0.0
2021-12-22 17:00:00,2021-12-22 18:00:00,22.98,60.97,2.54,1.52,4.83,22.9,15.78,0.62,11.93,0.0,55.53,0.41,103.44,0.0,750.0,20.72,0.0
2021-12-22 18:00:00,2021-12-22 19:00:00,27.3,60.22,2.6,1.49,4.86,23.14,15.61,0.71,7.44,0.0,67.5,0.41,73.46,0.0,750.0,18.21,0.0
2021-12-22 19:00:00,2021-12-22 20:00:00,42.08,76.71,2.54,1.44,4.73,23.88,15.62,0.75,2.36,0.0,73.15,0.31,49.96,0.0,750.0,16.53,0.0
2021-12-22 20:00:00,2021-12-22 21:00:00,44.17,79.03,2.62,1.46,4.87,27.09,15.77,1.03,0.2,0.0,75.23,0.41,118.66,0.0,750.0,15.71,0.0
2021-12-22 21:00:00,2021-12-22 22:00:00,76.73,124.89,2.61,1.6,4.98,26.38,15.75,1.14,0.02,0.0,78.5,0.33,90.14,0.0,750.0,14.86,0.0
2021-12-22 22:00:00,2021-12-22 23:00:00,84.54,137.09,2.51,1.61,4.83,26.87,15.78,1.24,0.03,0.0,79.23,0.3,68.68,0.0,750.0,14.74,0.0
2021-12-22 23:00:00,2021-12-23 00:00:00,86.3,133.3,2.54,1.57,4.87,28.0,15.93,1.44,0.06,0.0,80.76,0.3,77.94,0.0,750.0,14.48,0.0
2021-12-23 00:00:00,2021-12-23 01:00:00,91.48,145.7,2.59,1.48,4.84,27.0,15.89,1.58,0.06,0.0,81.38,0.3,76.5,0.0,750.0,14.17,0.0
2021-12-23 01:00:00,2021-12-23 02:00:00,93.57,142.4,2.69,1.34,4.85,25.22,15.81,1.59,0.1,0.0,83.49,0.3,75.07,0.0,750.0,13.43,0.0
2021-12-23 02:00:00,2021-12-23 03:00:00,91.11,137.02,2.56,1.47,4.8,24.92,16.05,1.55,0.1,0.0,84.98,0.37,66.17,0.0,750.0,13.03,0.0
2021-12-23 03:00:00,2021-12-23 04:00:00,87.25,129.06,2.51,1.49,4.77,23.43,16.04,1.49,0.05,0.0,85.52,0.3,67.79,0.0,750.0,12.5,0.0
2021-12-23 04:00:00,2021-12-23 05:00:00,85.58,124.14,2.53,1.5,4.79,23.46,15.83,1.46,0.06,0.0,86.46,0.18,88.23,0.0,750.0,12.11,0.0
2021-12-23 05:00:00,2021-12-23 06:00:00,85.09,127.45,2.58,1.52,4.89,23.14,15.96,1.36,0.06,0.0,86.85,0.35,97.38,0.0,750.0,12.19,0.0
2021-12-23 06:00:00,2021-12-23 07:00:00,86.26,126.86,2.54,1.5,4.79,21.75,15.86,1.32,0.09,0.0,86.72,0.18,70.5,0.0,750.0,11.39,0.0
2021-12-23 07:00:00,2021-12-23 08:00:00,83.0,120.53,2.46,1.69,4.85,21.83,15.71,1.29,0.1,0.0,86.18,0.29,58.4,0.0,750.0,12.93,0.0
2021-12-23 08:00:00,2021-12-23 09:00:00,89.16,130.58,2.5,1.51,4.75,28.71,15.84,1.46,2.26,0.0,69.25,0.43,51.58,0.0,750.0,17.93,0.0
2021-12-23 09:00:00,2021-12-23 10:00:00,118.02,172.77,2.46,1.54,4.71,29.11,15.91,1.43,10.83,0.0,55.81,0.95,128.51,0.0,750.0,21.09,0.0
2021-12-23 10:00:00,2021-12-23 11:00:00,112.41,174.6,2.65,1.45,4.9,25.95,15.78,1.28,19.03,0.0,48.89,1.03,166.93,0.0,750.0,23.68,0.0
2021-12-23 11:00:00,2021-12-23 12:00:00,105.48,151.0,2.51,1.75,4.96,24.02,16.04,1.06,24.06,0.0,41.1,1.07,232.19,0.0,750.0,26.11,0.0
2021-12-23 12:00:00,2021-12-23 13:00:00,72.13,111.04,2.62,1.48,4.92,22.37,15.88,0.82,22.31,0.0,34.05,1.0,246.87,0.0,750.0,27.62,0.0
2021-12-23 13:00:00,2021-12-23 14:00:00,34.65,63.83,2.53,1.72,4.95,24.1,15.81,0.74,23.26,0.0,33.04,1.2,264.22,0.0,750.0,27.49,0.0
2021-12-23 14:00:00,2021-12-23 15:00:00,31.66,63.72,2.69,1.5,4.98,26.25,16.2,0.66,23.63,0.0,33.98,1.27,258.49,0.0,750.0,27.13,0.0
2021-12-23 15:00:00,2021-12-23 16:00:00,25.12,48.42,2.47,1.57,4.74,27.51,16.27,0.61,19.71,0.0,35.16,0.82,267.91,0.0,750.0,26.49,0.0
2021-12-23 16:00:00,2021-12-23 17:00:00,28.86,72.76,2.51,1.39,4.67,31.21,16.17,0.69,12.19,0.0,42.43,0.56,254.7,0.0,750.0,24.3,0.0
2021-12-23 17:00:00,2021-12-23 18:00:00,30.27,77.73,2.54,1.56,4.83,35.95,16.41,0.81,3.53,0.0,57.33,0.23,215.56,0.0,750.0,20.52,0.0
2021-12-23 18:00:00,2021-12-23 19:00:00,38.83,100.23,2.54,1.63,4.91,35.82,16.38,1.0,2.79,0.0,69.2,0.33,61.08,0.0,750.0,18.04,0.0
2021-12-23 19:00:00,2021-12-23 20:00:00,69.6,132.78,2.52,1.55,4.79,33.67,16.41,1.11,1.32,0.0,73.48,0.47,89.09,0.0,750.0,17.02,0.0
2021-12-23 20:00:00,2021-12-23 21:00:00,75.48,135.97,2.47,1.64,4.81,32.97,16.22,1.23,0.32,0.0,76.94,0.33,98.41,0.0,750.0,15.96,0.0
2021-12-23 21:00:00,2021-12-23 22:00:00,82.23,138.93,2.5,1.51,4.76,31.14,15.98,1.23,0.14,0.0,78.72,0.33,113.54,0.0,750.0,15.18,0.0
2021-12-23 22:00:00,2021-12-23 23:00:00,86.35,131.38,2.53,1.62,4.87,32.21,16.09,1.29,0.04,0.0,80.77,0.32,67.17,0.0,750.0,14.62,0.0
2021-12-23 23:00:00,2021-12-24 00:00:00,86.02,133.25,2.57,1.7,5.02,30.86,16.08,1.41,0.04,0.0,81.51,0.23,35.26,0.0,750.0,14.33,0.0
2021-12-24 00:00:00,2021-12-24 01:00:00,87.57,134.64,2.58,1.61,4.97,29.54,16.03,1.48,0.16,0.0,81.41,0.35,87.2,0.0,750.0,14.35,0.0
2021-12-24 01:00:00,2021-12-24 02:00:00,83.96,126.08,2.64,1.46,4.88,27.5,16.03,1.39,0.2,0.0,81.41,0.4,90.18,0.0,750.0,13.87,0.0
2021-12-24 02:00:00,2021-12-24 03:00:00,72.88,105.81,2.59,1.46,4.84,26.03,15.83,1.42,0.15,0.0,82.9,0.4,145.53,0.0,750.0,13.22,0.0
2021-12-24 03:00:00,2021-12-24 04:00:00,79.3,120.86,2.54,1.41,4.72,24.84,16.06,1.46,0.12,0.0,83.46,0.27,101.65,0.0,750.0,12.87,0.0
2021-12-24 04:00:00,2021-12-24 05:00:00,82.09,121.65,2.58,1.39,4.75,22.48,15.88,1.5,0.18,0.0,84.0,0.4,57.42,0.0,750.0,12.81,0.0
2021-12-24 05:00:00,2021-12-24 06:00:00,83.5,122.27,2.7,1.34,4.89,22.74,15.88,1.33,0.15,0.0,84.29,0.31,59.74,0.0,750.0,12.49,0.0
2021-12-24 06:00:00,2021-12-24 07:00:00,65.54,95.23,2.58,1.42,4.8,20.32,15.94,1.11,0.24,0.0,84.64,0.32,99.17,0.0,750.0,12.21,0.0
2021-12-24 07:00:00,2021-12-24 08:00:00,52.72,76.18,2.66,1.33,4.81,21.03,15.71,1.01,0.72,0.0,84.09,0.31,141.46,0.0,750.0,13.92,0.0
2021-12-24 08:00:00,2021-12-24 09:00:00,39.2,57.86,2.63,1.42,4.83,19.37,15.71,0.73,5.46,0.0,65.83,0.89,58.29,0.0,750.0,18.74,0.0
2021-12-24 09:00:00,2021-12-24 10:00:00,33.23,49.82,2.65,1.46,4.91,21.78,15.8,0.73,9.66,0.0,53.12,0.97,85.72,0.0,750.0,22.57,0.0
2021-12-24 10:00:00,2021-12-24 11:00:00,46.53,70.05,2.51,1.63,4.86,19.21,15.62,0.65,17.05,0.0,46.42,1.16,52.4,0.0,750.0,24.31,0.0
2021-12-24 11:00:00,2021-12-24 12:00:00,42.21,62.04,2.52,1.56,4.83,19.74,16.21,0.58,19.99,0.0,42.61,0.94,93.17,0.0,750.0,25.99,0.0
2021-12-24 12:00:00,2021-12-24 13:00:00,32.84,52.59,2.55,1.58,4.89,25.68,19.57,0.51,18.24,0.0,38.12,1.14,92.84,0.0,750.0,27.15,0.0
2021-12-24 13:00:00,2021-12-24 14:00:00,24.93,43.81,2.66,1.4,4.86,14.78,15.59,0.53,21.89,0.0,36.54,1.1,171.69,0.0,750.0,27.74,0.0
2021-12-24 14:00:00,2021-12-24 15:00:00,28.89,49.82,2.49,1.55,4.79,18.92,15.66,0.48,29.62,0.0,35.55,1.0,121.15,0.0,750.0,27.94,0.0
2021-12-24 15:00:00,2021-12-24 16:00:00,30.15,48.57,2.63,1.45,4.82,21.13,17.21,0.45,25.21,0.0,35.68,0.61,129.54,0.0,750.0,27.23,0.0
2021-12-24 16:00:00,2021-12-24 17:00:00,26.83,46.92,2.59,1.53,4.89,26.43,17.52,0.48,13.68,0.0,45.5,0.35,84.84,0.0,750.0,24.89,0.0
2021-12-24 17:00:00,2021-12-24 18:00:00,28.52,54.75,2.46,1.47,4.69,26.83,17.9,0.44,14.92,0.0,62.54,0.4,68.41,0.0,750.0,20.28,0.0
2021-12-24 18:00:00,2021-12-24 19:00:00,29.98,49.78,2.66,1.27,4.76,25.54,17.63,0.47,12.59,0.0,68.91,0.48,150.75,0.0,750.0,18.43,0.0
2021-12-24 19:00:00,2021-12-24 20:00:00,37.67,62.53,2.5,1.37,4.63,25.44,17.83,0.51,7.98,0.0,72.12,0.43,72.51,0.0,750.0,17.71,0.0
2021-12-24 20:00:00,2021-12-24 21:00:00,41.45,67.56,2.58,1.44,4.78,27.02,18.02,0.51,4.11,0.0,75.97,0.4,111.22,0.0,750.0,16.82,0.0
2021-12-24 21:00:00,2021-12-24 22:00:00,42.87,67.37,2.45,1.79,4.94,28.63,17.88,0.59,0.26,0.0,76.38,0.39,71.37,0.0,750.0,16.68,0.0
2021-12-24 22:00:00,2021-12-24 23:00:00,58.02,85.99,2.36,1.65,4.69,28.04,17.61,0.72,0.27,0.0,77.2,0.42,203.61,0.0,750.0,16.3,0.0
2021-12-24 23:00:00,2021-12-25 00:00:00,81.91,117.03,2.71,1.41,4.95,28.57,17.8,0.89,0.12,0.0,79.06,0.41,183.3,0.0,750.0,15.95,0.0
2021-12-25 00:00:00,2021-12-25 01:00:00,102.62,141.73,2.5,1.53,4.75,28.82,17.66,1.07,0.09,0.0,79.43,0.39,80.34,0.0,750.0,15.74,0.0
2021-12-25 01:00:00,2021-12-25 02:00:00,115.09,159.28,2.58,1.45,4.79,25.54,17.73,1.18,4.57,0.0,75.49,0.97,46.7,0.0,750.0,16.2,0.0
2021-12-25 02:00:00,2021-12-25 03:00:00,115.45,159.91,2.51,1.62,4.86,23.99,17.68,1.11,7.52,0.0,73.79,0.73,45.62,0.0,750.0,16.39,0.0
2021-12-25 03:00:00,2021-12-25 04:00:00,106.85,150.94,2.52,1.5,4.77,23.15,17.41,1.1,5.05,0.0,76.27,0.65,95.28,0.0,750.0,15.75,0.0
2021-12-25 04:00:00,2021-12-25 05:00:00,110.77,150.74,2.49,1.47,4.69,24.14,17.46,1.1,3.07,0.0,79.76,0.45,201.29,0.0,750.0,14.94,0.0
2021-12-25 05:00:00,2021-12-25 06:00:00,99.65,143.42,2.46,1.67,4.87,25.44,17.56,1.1,1.11,0.0,81.73,0.39,230.08,0.0,750.0,14.28,0.0
2021-12-25 06:00:00,2021-12-25 07:00:00,92.53,130.64,2.62,1.59,4.96,25.72,17.45,1.08,0.13,0.0,82.57,0.31,255.19,0.0,750.0,14.09,0.0
2021-12-25 07:00:00,2021-12-25 08:00:00,86.18,123.01,2.57,1.4,4.78,26.29,17.52,1.01,0.51,0.0,81.86,0.4,155.81,0.0,750.0,15.13,0.0
2021-12-25 08:00:00,2021-12-25 09:00:00,75.8,109.33,2.46,1.58,4.72,26.44,17.67,1.11,3.18,0.0,73.89,0.96,112.83,0.0,750.0,17.36,0.0
2021-12-25 09:00:00,2021-12-25 10:00:00,112.12,156.33,2.53,1.53,4.81,24.91,17.75,0.97,9.75,0.0,63.32,0.99,91.01,0.0,750.0,20.69,0.0
2021-12-25 10:00:00,2021-12-25 11:00:00,86.2,123.81,2.52,1.46,4.77,22.87,17.77,0.91,16.69,0.0,54.69,1.12,99.84,0.0,750.0,23.39,0.0
2021-12-25 11:00:00,2021-12-25 12:00:00,78.94,116.22,2.42,1.42,4.53,22.34,18.1,0.81,23.17,0.0,50.28,1.45,92.45,0.0,750.0,24.71,0.0
2021-12-25 12:00:00,2021-12-25 13:00:00,62.58,94.82,2.54,1.53,4.84,21.44,17.94,0.7,27.0,0.0,45.83,1.39,112.48,0.0,750.0,25.98,0.0
2021-12-25 13:00:00,2021-12-25 14:00:00,50.34,82.5,2.48,1.66,4.87,20.37,17.89,0.63,32.07,0.0,43.0,1.12,141.11,0.0,750.0,26.88,0.0
2021-12-25 14:00:00,2021-12-25 15:00:00,48.73,72.7,2.34,1.73,4.71,20.27,18.17,0.59,34.12,0.0,43.76,1.01,133.88,0.0,750.0,26.76,0.0
2021-12-25 15:00:00,2021-12-25 16:00:00,49.95,77.09,2.44,1.57,4.75,19.44,18.27,0.55,35.66,0.0,45.73,0.79,116.68,0.0,750.0,26.04,0.0
2021-12-25 16:00:00,2021-12-25 17:00:00,46.74,73.27,2.46,1.49,4.69,20.75,18.08,0.55,21.33,0.0,55.54,0.36,201.02,0.0,750.0,24.07,0.0
2021-12-25 17:00:00,2021-12-25 18:00:00,47.14,76.79,2.47,1.74,4.94,21.88,18.08,0.54,14.38,0.0,69.5,0.4,160.78,0.0,750.0,20.46,0.0
2021-12-25 18:00:00,2021-12-25 19:00:00,47.89,77.48,2.5,1.55,4.79,21.7,17.79,0.58,7.62,0.0,76.77,0.34,96.51,0.0,750.0,18.39,0.0
2021-12-25 19:00:00,2021-12-25 20:00:00,52.75,85.26,2.47,1.57,4.76,23.44,17.67,0.57,4.0,0.0,80.0,0.28,113.06,0.0,750.0,17.52,0.0
2021-12-25 20:00:00,2021-12-25 21:00:00,54.26,90.58,2.6,1.55,4.93,25.35,17.8,0.68,1.31,0.0,81.26,0.25,165.99,0.0,750.0,16.86,0.0
2021-12-25 21:00:00,2021-12-25 22:00:00,82.5,120.17,2.63,1.44,4.87,25.91,17.6,0.83,0.26,0.0,82.09,0.34,61.88,0.0,750.0,16.61,0.0
2021-12-25 22:00:00,2021-12-25 23:00:00,89.43,131.66,2.57,1.59,4.91,23.91,17.7,1.0,0.65,0.0,82.69,0.39,137.32,0.0,750.0,16.16,0.0
2021-12-25 23:00:00,2021-12-26 00:00:00,102.33,146.43,2.49,1.41,4.65,24.26,17.72,1.08,0.2,0.0,83.58,0.44,233.57,0.0,750.0,15.95,0.0
2021-12-26 00:00:00,2021-12-26 01:00:00,102.57,148.1,2.45,1.75,4.9,24.16,17.73,1.15,,0.0,83.51,0.31,213.98,0.0,750.0,15.76,0.0
2021-12-26 01:00:00,2021-12-26 02:00:00,104.67,147.91,2.48,1.67,4.88,23.39,17.76,1.16,0.09,0.0,83.96,0.37,146.13,0.0,750.0,15.39,0.0
2021-12-26 02:00:00,2021-12-26 03:00:00,98.44,139.37,2.75,1.17,4.77,21.37,17.54,1.14,0.86,0.0,84.27,0.48,79.09,0.0,750.0,15.25,0.0
2021-12-26 03:00:00,2021-12-26 04:00:00,87.16,128.17,2.33,1.46,4.5,21.08,17.57,1.06,1.45,0.0,83.47,0.45,102.73,0.0,750.0,15.33,0.0
2021-12-26 04:00:00,2021-12-26 05:00:00,69.58,99.72,2.47,1.58,4.78,20.8,17.6,0.97,1.19,0.0,83.65,0.34,215.45,0.0,750.0,15.01,0.0
2021-12-26 05:00:00,2021-12-26 06:00:00,59.06,84.75,2.6,1.6,4.96,20.12,17.5,0.89,0.96,0.0,83.82,0.35,99.27,0.0,750.0,14.66,0.0
2021-12-26 06:00:00,2021-12-26 07:00:00,50.67,73.08,2.72,1.33,4.9,19.81,17.61,0.85,0.46,0.0,84.26,0.43,138.62,0.0,750.0,14.57,0.0
2021-12-26 07:00:00,2021-12-26 08:00:00,51.55,72.31,2.46,1.67,4.89,18.27,17.52,0.72,3.56,0.0,82.69,0.7,71.22,0.0,750.0,15.49,0.0
2021-12-26 08:00:00,2021-12-26 09:00:00,43.21,65.49,2.51,1.64,4.86,19.35,17.71,0.66,6.79,0.0,74.56,0.62,47.56,0.0,750.0,18.16,0.0
2021-12-26 09:00:00,2021-12-26 10:00:00,43.76,64.86,2.58,1.52,4.86,21.21,17.9,0.7,11.72,0.0,66.64,0.98,63.61,0.0,750.0,20.42,0.0
2021-12-26 10:00:00,2021-12-26 11:00:00,64.5,94.27,2.53,1.55,4.84,21.84,18.08,0.79,14.73,0.0,61.96,1.03,70.37,0.0,750.0,22.07,0.0
2021-12-26 11:00:00,2021-12-26 12:00:00,78.85,114.86,2.6,1.52,4.92,21.52,18.22,0.74,17.79,0.0,57.52,0.84,66.18,0.0,750.0,23.62,0.0
2021-12-26 12:00:00,2021-12-26 13:00:00,72.12,112.78,2.55,1.61,4.9,20.3,18.27,0.67,22.31,0.0,54.02,1.41,79.72,0.0,750.0,24.19,0.0
2021-12-26 13:00:00,2021-12-26 14:00:00,56.24,87.83,2.61,1.54,4.95,19.34,18.21,0.59,23.44,0.0,50.67,1.01,98.98,0.0,750.0,25.29,0.0
2021-12-26 14:00:00,2021-12-26 15:00:00,44.29,73.09,2.55,1.51,4.82,18.21,17.92,0.55,21.55,0.0,52.73,0.57,102.88,0.0,750.0,24.38,0.0
2021-12-26 15:00:00,2021-12-26 16:00:00,41.35,69.24,2.53,1.45,4.73,19.03,17.95,0.55,24.45,0.0,51.09,0.79,255.01,0.0,750.0,25.06,0.0
2021-12-26 16:00:00,2021-12-26 17:00:00,45.61,76.81,2.68,1.4,4.91,17.94,18.05,0.53,23.38,0.0,57.1,0.73,196.13,0.0,750.0,23.47,0.0
2021-12-26 17:00:00,2021-12-26 18:00:00,46.91,81.51,2.58,1.45,4.8,19.02,18.13,0.57,12.06,0.0,67.33,0.37,70.22,0.0,750.0,21.04,0.0
2021-12-26 18:00:00,2021-12-26 19:00:00,54.13,87.69,2.58,1.42,4.77,19.95,17.98,0.59,3.37,0.0,75.53,0.31,130.24,0.0,750.0,18.99,0.0
2021-12-26 19:00:00,2021-12-26 20:00:00,56.78,90.39,2.56,1.42,4.74,22.96,18.04,0.71,0.6,0.0,79.7,0.39,195.62,0.0,750.0,18.0,0.0
2021-12-26 20:00:00,2021-12-26 21:00:00,80.84,121.98,2.33,1.82,4.78,22.71,18.04,0.84,3.28,0.0,81.59,0.66,111.92,0.0,750.0,17.74,0.0
2021-12-26 21:00:00,2021-12-26 22:00:00,87.67,131.31,2.51,1.56,4.84,21.49,17.89,0.93,1.73,0.0,81.44,0.51,172.5,0.0,750.0,17.6,0.0
2021-12-26 22:00:00,2021-12-26 23:00:00,92.41,138.17,2.51,1.54,4.79,22.16,17.85,0.89,0.33,0.0,82.85,0.25,211.26,0.0,750.0,16.82,0.0
2021-12-26 23:00:00,2021-12-27 00:00:00,83.17,125.03,2.37,1.55,4.62,22.08,17.83,0.97,0.46,0.0,83.8,0.37,290.32,0.0,750.0,16.91,0.0
2021-12-27 00:00:00,2021-12-27 01:00:00,92.04,138.44,2.5,1.63,4.91,21.83,17.95,1.02,0.16,0.0,84.47,0.4,201.94,0.0,750.0,16.51,0.0
2021-12-27 01:00:00,2021-12-27 02:00:00,94.93,136.9,2.51,1.33,4.58,22.44,17.78,1.04,0.03,0.0,84.67,0.36,93.75,0.0,750.0,16.41,0.0
2021-12-27 02:00:00,2021-12-27 03:00:00,89.1,131.48,2.51,1.56,4.79,22.44,17.96,1.04,,0.0,84.74,0.35,158.79,0.0,750.0,16.07,0.0
2021-12-27 03:00:00,2021-12-27 04:00:00,78.34,116.45,2.61,1.21,4.62,21.27,17.93,1.08,,0.0,84.96,0.34,89.53,0.0,750.0,15.42,0.0
2021-12-27 04:00:00,2021-12-27 05:00:00,75.85,114.08,2.41,1.71,4.81,19.98,17.83,1.09,,0.0,85.36,0.4,130.62,0.0,750.0,15.15,0.0
2021-12-27 05:00:00,2021-12-27 06:00:00,79.98,120.18,2.43,1.72,4.84,19.64,17.95,1.13,0.04,0.0,85.9,0.51,171.93,0.0,750.0,15.04,0.0
2021-12-27 06:00:00,2021-12-27 07:00:00,82.69,125.0,2.54,1.48,4.76,18.53,17.89,1.04,0.73,0.0,85.89,0.54,117.96,0.0,750.0,15.13,0.0
2021-12-27 07:00:00,2021-12-27 08:00:00,65.97,100.28,2.47,1.57,4.8,16.45,17.64,0.81,3.2,0.0,81.87,0.72,122.05,0.0,750.0,16.19,0.0
2021-12-27 08:00:00,2021-12-27 09:00:00,41.05,67.19,2.68,1.32,4.85,18.34,17.76,0.77,4.04,0.0,73.62,0.87,78.48,0.0,750.0,18.72,0.0
