From Date,To Date,PM2.5 (ug/m3),CO (mg/m3),Ozone (ug/m3)
2021-02-13 20:00:00,2021-02-13 21:00:00,61.52,0.23,17.34
2021-02-13 21:00:00,2021-02-13 22:00:00,84.98,0.23,28.29
2021-02-13 22:00:00,2021-02-13 23:00:00,104.95,0.23,19.01
2021-02-13 23:00:00,2021-02-14 00:00:00,100.6,0.23,11.87
2021-02-14 00:00:00,2021-02-14 01:00:00,112.15,0.27,11.51
2021-02-14 01:00:00,2021-02-14 02:00:00,138.08,0.28,2.84
2021-02-14 02:00:00,2021-02-14 03:00:00,144.28,0.39,9.57
2021-02-14 03:00:00,2021-02-14 04:00:00,143.82,0.36,12.24
2021-02-14 04:00:00,2021-02-14 05:00:00,141.88,0.28,8.36
2021-02-14 05:00:00,2021-02-14 06:00:00,142.9,0.24,7.14
2021-02-14 06:00:00,2021-02-14 07:00:00,134.18,0.32,5.31
2021-02-14 07:00:00,2021-02-14 08:00:00,140.23,0.32,2.02
2021-02-14 08:00:00,2021-02-14 09:00:00,141.38,0.27,7.02
2021-02-14 09:00:00,2021-02-14 10:00:00,163.83,0.33,23.68
2021-02-14 10:00:00,2021-02-14 11:00:00,175.47,0.36,22.48
2021-02-14 11:00:00,2021-02-14 12:00:00,199.98,0.28,23.67
2021-02-14 12:00:00,2021-02-14 13:00:00,169.25,0.23,17.01
2021-02-14 13:00:00,2021-02-14 14:00:00,133.8,0.23,14.87
2021-02-14 14:00:00,2021-02-14 15:00:00,107.17,0.26,50.72
2021-02-14 15:00:00,2021-02-14 16:00:00,84.47,0.23,37.03
2021-02-14 16:00:00,2021-02-14 17:00:00,68.72,0.23,14.6
2021-02-14 17:00:00,2021-02-14 18:00:00,60.75,0.23,10.57
2021-02-14 18:00:00,2021-02-14 19:00:00,78.2,0.32,6.21
2021-02-14 19:00:00,2021-02-14 20:00:00,70.0,0.51,9.2
2021-02-14 20:00:00,2021-02-14 21:00:00,36.68,0.75,7.66
2021-02-14 21:00:00,2021-02-14 22:00:00,38.23,0.84,4.5
2021-02-14 22:00:00,2021-02-14 23:00:00,79.15,0.56,8.57
2021-02-14 23:00:00,2021-02-15 00:00:00,84.3,0.5,9.21
2021-02-15 00:00:00,2021-02-15 01:00:00,101.73,0.46,20.83
2021-02-15 01:00:00,2021-02-15 02:00:00,97.38,0.38,22.79
2021-02-15 02:00:00,2021-02-15 03:00:00,93.2,0.48,15.91
2021-02-15 03:00:00,2021-02-15 04:00:00,95.72,0.5,12.56
2021-02-15 04:00:00,2021-02-15 05:00:00,109.08,0.25,7.39
2021-02-15 05:00:00,2021-02-15 06:00:00,114.15,0.32,
2021-02-15 06:00:00,2021-02-15 07:00:00,130.28,0.34,3.3
2021-02-15 07:00:00,2021-02-15 08:00:00,120.82,0.34,2.37
2021-02-15 08:00:00,2021-02-15 09:00:00,126.47,0.85,0.19
2021-02-15 09:00:00,2021-02-15 10:00:00,207.88,1.03,12.39
2021-02-15 10:00:00,2021-02-15 11:00:00,253.03,0.88,13.98
2021-02-15 11:00:00,2021-02-15 12:00:00,201.08,0.52,14.54
2021-02-15 12:00:00,2021-02-15 13:00:00,149.85,0.3,17.51
2021-02-15 13:00:00,2021-02-15 14:00:00,105.5,0.24,21.75
2021-02-15 14:00:00,2021-02-15 15:00:00,92.37,0.23,24.12
2021-02-15 15:00:00,2021-02-15 16:00:00,88.27,0.23,19.46
2021-02-15 16:00:00,2021-02-15 17:00:00,69.93,0.25,19.22
2021-02-15 17:00:00,2021-02-15 18:00:00,72.02,0.48,10.98
2021-02-15 18:00:00,2021-02-15 19:00:00,71.88,0.81,4.37
2021-02-15 19:00:00,2021-02-15 20:00:00,55.75,0.69,15.33
2021-02-15 20:00:00,2021-02-15 21:00:00,59.5,0.66,15.47
2021-02-15 21:00:00,2021-02-15 22:00:00,83.5,0.55,23.05
2021-02-15 22:00:00,2021-02-15 23:00:00,71.83,0.63,17.1
2021-02-15 23:00:00,2021-02-16 00:00:00,87.3,1.06,
2021-02-16 00:00:00,2021-02-16 01:00:00,120.85,0.75,
2021-02-16 01:00:00,2021-02-16 02:00:00,139.05,0.53,
2021-02-16 02:00:00,2021-02-16 03:00:00,154.33,0.56,
2021-02-16 03:00:00,2021-02-16 04:00:00,157.05,0.41,2.53
2021-02-16 04:00:00,2021-02-16 05:00:00,151.58,0.57,7.37
2021-02-16 05:00:00,2021-02-16 06:00:00,148.27,0.49,4.64
2021-02-16 06:00:00,2021-02-16 07:00:00,138.82,0.39,3.68
2021-02-16 07:00:00,2021-02-16 08:00:00,150.8,0.59,0.12
2021-02-16 08:00:00,2021-02-16 09:00:00,162.83,0.75,1.92
2021-02-16 09:00:00,2021-02-16 10:00:00,177.3,0.73,6.25
2021-02-16 10:00:00,2021-02-16 11:00:00,224.3,0.42,8.58
2021-02-16 11:00:00,2021-02-16 12:00:00,149.27,0.27,9.07
2021-02-16 12:00:00,2021-02-16 13:00:00,169.25,0.24,11.18
2021-02-16 13:00:00,2021-02-16 14:00:00,153.58,0.23,13.43
2021-02-16 14:00:00,2021-02-16 15:00:00,112.0,0.23,15.2
2021-02-16 15:00:00,2021-02-16 16:00:00,93.05,0.23,16.12
2021-02-16 16:00:00,2021-02-16 17:00:00,76.12,0.24,8.46
2021-02-16 17:00:00,2021-02-16 18:00:00,52.23,0.25,7.23
2021-02-16 18:00:00,2021-02-16 19:00:00,41.95,0.36,4.69
2021-02-16 19:00:00,2021-02-16 20:00:00,23.53,0.43,1.48
2021-02-16 20:00:00,2021-02-16 21:00:00,33.08,0.36,0.55
2021-02-16 21:00:00,2021-02-16 22:00:00,49.25,0.43,
2021-02-16 22:00:00,2021-02-16 23:00:00,57.1,0.41,1.04
2021-02-16 23:00:00,2021-02-17 00:00:00,46.7,0.34,2.94
2021-02-17 00:00:00,2021-02-17 01:00:00,,,
2021-02-17 01:00:00,2021-02-17 02:00:00,,,
2021-02-17 02:00:00,2021-02-17 03:00:00,,,
2021-02-17 03:00:00,2021-02-17 04:00:00,,,
2021-02-17 04:00:00,2021-02-17 05:00:00,,,
2021-02-17 05:00:00,2021-02-17 06:00:00,,,
2021-02-17 06:00:00,2021-02-17 07:00:00,,,
2021-02-17 07:00:00,2021-02-17 08:00:00,,,
2021-02-17 08:00:00,2021-02-17 09:00:00,65.92,0.35,4.39
2021-02-17 09:00:00,2021-02-17 10:00:00,86.9,0.32,7.08
2021-02-17 10:00:00,2021-02-17 11:00:00,126.95,0.24,9.8
2021-02-17 11:00:00,2021-02-17 12:00:00,92.82,0.23,10.65
2021-02-17 12:00:00,2021-02-17 13:00:00,63.05,0.23,11.61
2021-02-17 13:00:00,2021-02-17 14:00:00,33.58,0.24,12.6
2021-02-17 14:00:00,2021-02-17 15:00:00,18.9,0.24,15.3
2021-02-17 15:00:00,2021-02-17 16:00:00,25.3,0.23,13.53
2021-02-17 16:00:00,2021-02-17 17:00:00,32.8,0.3,48.38
2021-02-17 17:00:00,2021-02-17 18:00:00,34.93,0.35,64.74
2021-02-17 18:00:00,2021-02-17 19:00:00,30.88,0.48,14.16
2021-02-17 19:00:00,2021-02-17 20:00:00,17.98,0.61,6.45
2021-02-17 20:00:00,2021-02-17 21:00:00,32.1,0.57,5.5
2021-02-17 21:00:00,2021-02-17 22:00:00,39.12,0.67,4.16
2021-02-17 22:00:00,2021-02-17 23:00:00,43.6,0.37,6.89
2021-02-17 23:00:00,2021-02-18 00:00:00,45.2,0.28,8.92
2021-02-18 00:00:00,2021-02-18 01:00:00,54.05,0.23,8.62
2021-02-18 01:00:00,2021-02-18 02:00:00,56.8,0.23,8.16
2021-02-18 02:00:00,2021-02-18 03:00:00,64.02,0.3,4.34
2021-02-18 03:00:00,2021-02-18 04:00:00,80.88,0.26,4.56
2021-02-18 04:00:00,2021-02-18 05:00:00,104.72,0.32,2.54
2021-02-18 05:00:00,2021-02-18 06:00:00,91.82,0.28,
2021-02-18 06:00:00,2021-02-18 07:00:00,90.03,0.33,1.58
2021-02-18 07:00:00,2021-02-18 08:00:00,93.37,0.27,4.25
2021-02-18 08:00:00,2021-02-18 09:00:00,100.42,0.32,2.15
2021-02-18 09:00:00,2021-02-18 10:00:00,113.1,0.48,13.56
2021-02-18 10:00:00,2021-02-18 11:00:00,163.75,0.49,14.36
2021-02-18 11:00:00,2021-02-18 12:00:00,173.52,0.29,28.8
2021-02-18 12:00:00,2021-02-18 13:00:00,128.93,0.25,23.94
2021-02-18 13:00:00,2021-02-18 14:00:00,100.05,0.23,23.11
2021-02-18 14:00:00,2021-02-18 15:00:00,83.4,0.29,19.33
2021-02-18 15:00:00,2021-02-18 16:00:00,75.1,0.25,24.51
2021-02-18 16:00:00,2021-02-18 17:00:00,72.0,0.23,19.76
2021-02-18 17:00:00,2021-02-18 18:00:00,64.85,0.24,10.51
2021-02-18 18:00:00,2021-02-18 19:00:00,49.7,0.54,6.75
2021-02-18 19:00:00,2021-02-18 20:00:00,68.28,0.59,12.99
2021-02-18 20:00:00,2021-02-18 21:00:00,36.6,0.35,7.57
2021-02-18 21:00:00,2021-02-18 22:00:00,34.73,0.35,3.78
2021-02-18 22:00:00,2021-02-18 23:00:00,44.55,0.31,3.82
2021-02-18 23:00:00,2021-02-19 00:00:00,45.0,0.28,7.46
2021-02-19 00:00:00,2021-02-19 01:00:00,67.05,0.35,3.0
2021-02-19 01:00:00,2021-02-19 02:00:00,84.73,0.35,
2021-02-19 02:00:00,2021-02-19 03:00:00,88.33,0.52,1.42
2021-02-19 03:00:00,2021-02-19 04:00:00,96.03,0.38,
2021-02-19 04:00:00,2021-02-19 05:00:00,105.15,0.23,
2021-02-19 05:00:00,2021-02-19 06:00:00,111.15,0.23,
2021-02-19 06:00:00,2021-02-19 07:00:00,91.65,0.39,
2021-02-19 07:00:00,2021-02-19 08:00:00,91.57,0.37,0.05
2021-02-19 08:00:00,2021-02-19 09:00:00,85.85,0.24,2.18
2021-02-19 09:00:00,2021-02-19 10:00:00,123.97,0.43,5.44
2021-02-19 10:00:00,2021-02-19 11:00:00,164.5,0.41,7.63
2021-02-19 11:00:00,2021-02-19 12:00:00,169.32,0.27,21.7
2021-02-19 12:00:00,2021-02-19 13:00:00,157.35,0.24,27.04
2021-02-19 13:00:00,2021-02-19 14:00:00,108.82,0.23,22.97
2021-02-19 14:00:00,2021-02-19 15:00:00,85.88,0.23,20.48
2021-02-19 15:00:00,2021-02-19 16:00:00,63.03,0.23,17.79
2021-02-19 16:00:00,2021-02-19 17:00:00,73.68,0.29,13.86
2021-02-19 17:00:00,2021-02-19 18:00:00,67.62,0.32,9.23
2021-02-19 18:00:00,2021-02-19 19:00:00,67.75,0.4,10.33
2021-02-19 19:00:00,2021-02-19 20:00:00,87.25,0.34,16.23
2021-02-19 20:00:00,2021-02-19 21:00:00,87.38,0.23,11.58
2021-02-19 21:00:00,2021-02-19 22:00:00,45.8,0.23,9.24
2021-02-19 22:00:00,2021-02-19 23:00:00,42.9,0.23,11.34
2021-02-19 23:00:00,2021-02-20 00:00:00,52.5,0.23,16.83
2021-02-20 00:00:00,2021-02-20 01:00:00,76.22,0.26,19.8
2021-02-20 01:00:00,2021-02-20 02:00:00,77.6,0.23,17.2
2021-02-20 02:00:00,2021-02-20 03:00:00,76.0,0.33,23.14
2021-02-20 03:00:00,2021-02-20 04:00:00,82.92,0.36,23.75
2021-02-20 04:00:00,2021-02-20 05:00:00,94.85,0.26,20.06
2021-02-20 05:00:00,2021-02-20 06:00:00,99.9,0.24,17.25
2021-02-20 06:00:00,2021-02-20 07:00:00,98.28,0.24,11.95
2021-02-20 07:00:00,2021-02-20 08:00:00,91.9,0.25,6.26
2021-02-20 08:00:00,2021-02-20 09:00:00,93.65,0.36,10.05
2021-02-20 09:00:00,2021-02-20 10:00:00,144.67,0.44,23.11
2021-02-20 10:00:00,2021-02-20 11:00:00,184.7,0.36,14.38
2021-02-20 11:00:00,2021-02-20 12:00:00,178.55,0.29,17.31
2021-02-20 12:00:00,2021-02-20 13:00:00,158.7,0.23,19.63
2021-02-20 13:00:00,2021-02-20 14:00:00,128.0,0.23,18.67
2021-02-20 14:00:00,2021-02-20 15:00:00,104.9,0.27,22.49
2021-02-20 15:00:00,2021-02-20 16:00:00,96.33,0.26,19.55
2021-02-20 16:00:00,2021-02-20 17:00:00,72.95,0.24,17.84
2021-02-20 17:00:00,2021-02-20 18:00:00,70.4,0.25,13.71
2021-02-20 18:00:00,2021-02-20 19:00:00,81.2,0.41,21.59
2021-02-20 19:00:00,2021-02-20 20:00:00,92.27,0.62,24.79
2021-02-20 20:00:00,2021-02-20 21:00:00,54.58,0.46,14.84
2021-02-20 21:00:00,2021-02-20 22:00:00,77.05,0.37,21.64
2021-02-20 22:00:00,2021-02-20 23:00:00,99.65,0.33,22.98
2021-02-20 23:00:00,2021-02-21 00:00:00,104.9,0.31,21.15
2021-02-21 00:00:00,2021-02-21 01:00:00,108.75,0.24,26.01
2021-02-21 01:00:00,2021-02-21 02:00:00,112.72,0.23,27.22
2021-02-21 02:00:00,2021-02-21 03:00:00,99.75,0.36,31.64
2021-02-21 03:00:00,2021-02-21 04:00:00,114.72,0.39,29.46
2021-02-21 04:00:00,2021-02-21 05:00:00,103.88,0.23,32.88
2021-02-21 05:00:00,2021-02-21 06:00:00,101.25,0.23,31.65
2021-02-21 06:00:00,2021-02-21 07:00:00,118.03,0.23,25.16
2021-02-21 07:00:00,2021-02-21 08:00:00,98.23,0.23,16.21
2021-02-21 08:00:00,2021-02-21 09:00:00,114.25,0.46,12.73
2021-02-21 09:00:00,2021-02-21 10:00:00,148.28,0.45,19.04
2021-02-21 10:00:00,2021-02-21 11:00:00,164.7,0.41,27.6
2021-02-21 11:00:00,2021-02-21 12:00:00,141.7,0.33,25.38
2021-02-21 12:00:00,2021-02-21 13:00:00,115.5,0.26,25.76
2021-02-21 13:00:00,2021-02-21 14:00:00,101.63,0.23,26.64
2021-02-21 14:00:00,2021-02-21 15:00:00,84.48,0.24,22.79
2021-02-21 15:00:00,2021-02-21 16:00:00,61.35,0.23,22.39
2021-02-21 16:00:00,2021-02-21 17:00:00,61.82,0.24,17.89
2021-02-21 17:00:00,2021-02-21 18:00:00,51.5,0.24,13.55
2021-02-21 18:00:00,2021-02-21 19:00:00,69.72,0.38,11.26
2021-02-21 19:00:00,2021-02-21 20:00:00,71.92,0.57,7.61
2021-02-21 20:00:00,2021-02-21 21:00:00,43.8,0.37,6.33
2021-02-21 21:00:00,2021-02-21 22:00:00,57.73,0.38,6.8
2021-02-21 22:00:00,2021-02-21 23:00:00,92.3,0.47,9.33
2021-02-21 23:00:00,2021-02-22 00:00:00,97.1,0.4,21.17
2021-02-22 00:00:00,2021-02-22 01:00:00,80.78,0.29,26.72
2021-02-22 01:00:00,2021-02-22 02:00:00,101.62,0.24,27.48
2021-02-22 02:00:00,2021-02-22 03:00:00,91.8,0.26,27.14
2021-02-22 03:00:00,2021-02-22 04:00:00,107.1,0.3,16.29
2021-02-22 04:00:00,2021-02-22 05:00:00,107.65,0.31,14.84
2021-02-22 05:00:00,2021-02-22 06:00:00,113.6,0.38,6.34
2021-02-22 06:00:00,2021-02-22 07:00:00,130.07,0.46,5.46
2021-02-22 07:00:00,2021-02-22 08:00:00,120.72,0.44,6.51
2021-02-22 08:00:00,2021-02-22 09:00:00,119.58,0.41,9.37
2021-02-22 09:00:00,2021-02-22 10:00:00,134.2,0.45,13.71
2021-02-22 10:00:00,2021-02-22 11:00:00,183.02,0.41,14.12
2021-02-22 11:00:00,2021-02-22 12:00:00,187.43,0.32,23.2
2021-02-22 12:00:00,2021-02-22 13:00:00,159.1,0.25,29.02
2021-02-22 13:00:00,2021-02-22 14:00:00,125.02,0.24,24.86
2021-02-22 14:00:00,2021-02-22 15:00:00,96.4,0.24,34.85
2021-02-22 15:00:00,2021-02-22 16:00:00,30.7,,26.95
2021-02-22 16:00:00,2021-02-22 17:00:00,31.15,0.3,1.39
2021-02-22 17:00:00,2021-02-22 18:00:00,40.95,0.3,0.07
2021-02-22 18:00:00,2021-02-22 19:00:00,79.05,0.59,0.12
2021-02-22 19:00:00,2021-02-22 20:00:00,55.15,0.84,3.14
2021-02-22 20:00:00,2021-02-22 21:00:00,52.83,1.13,2.47
2021-02-22 21:00:00,2021-02-22 22:00:00,79.88,0.97,6.87
2021-02-22 22:00:00,2021-02-22 23:00:00,67.03,0.4,7.72
2021-02-22 23:00:00,2021-02-23 00:00:00,77.1,0.31,13.4
2021-02-23 00:00:00,2021-02-23 01:00:00,77.75,0.42,12.95
2021-02-23 01:00:00,2021-02-23 02:00:00,82.58,0.37,10.2
2021-02-23 02:00:00,2021-02-23 03:00:00,93.75,0.42,1.65
2021-02-23 03:00:00,2021-02-23 04:00:00,92.53,0.41,4.4
2021-02-23 04:00:00,2021-02-23 05:00:00,85.9,0.4,15.42
2021-02-23 05:00:00,2021-02-23 06:00:00,76.47,0.28,18.67
2021-02-23 06:00:00,2021-02-23 07:00:00,78.72,0.36,16.36
2021-02-23 07:00:00,2021-02-23 08:00:00,67.27,0.37,7.47
2021-02-23 08:00:00,2021-02-23 09:00:00,85.92,0.49,9.71
2021-02-23 09:00:00,2021-02-23 10:00:00,136.68,0.52,16.71
2021-02-23 10:00:00,2021-02-23 11:00:00,139.65,0.32,14.13
2021-02-23 11:00:00,2021-02-23 12:00:00,114.0,0.3,17.55
2021-02-23 12:00:00,2021-02-23 13:00:00,102.42,0.3,17.42
2021-02-23 13:00:00,2021-02-23 14:00:00,66.22,0.3,16.36
2021-02-23 14:00:00,2021-02-23 15:00:00,48.62,0.31,18.13
2021-02-23 15:00:00,2021-02-23 16:00:00,48.92,0.3,18.85
2021-02-23 16:00:00,2021-02-23 17:00:00,47.12,0.33,16.43
2021-02-23 17:00:00,2021-02-23 18:00:00,40.3,0.49,7.6
2021-02-23 18:00:00,2021-02-23 19:00:00,50.38,0.66,3.48
2021-02-23 19:00:00,2021-02-23 20:00:00,54.85,0.89,3.73
2021-02-23 20:00:00,2021-02-23 21:00:00,27.85,0.6,8.49
2021-02-23 21:00:00,2021-02-23 22:00:00,20.03,0.45,7.87
2021-02-23 22:00:00,2021-02-23 23:00:00,13.35,0.54,3.11
2021-02-23 23:00:00,2021-02-24 00:00:00,56.1,0.56,
2021-02-24 00:00:00,2021-02-24 01:00:00,75.2,0.63,
2021-02-24 01:00:00,2021-02-24 02:00:00,80.78,0.51,1.59
2021-02-24 02:00:00,2021-02-24 03:00:00,67.55,0.37,
2021-02-24 03:00:00,2021-02-24 04:00:00,96.25,0.36,1.23
2021-02-24 04:00:00,2021-02-24 05:00:00,97.75,0.31,7.13
2021-02-24 05:00:00,2021-02-24 06:00:00,86.75,0.3,4.72
2021-02-24 06:00:00,2021-02-24 07:00:00,79.08,0.36,3.87
2021-02-24 07:00:00,2021-02-24 08:00:00,72.47,0.3,6.35
2021-02-24 08:00:00,2021-02-24 09:00:00,81.62,0.36,9.7
2021-02-24 09:00:00,2021-02-24 10:00:00,133.45,0.36,18.55
2021-02-24 10:00:00,2021-02-24 11:00:00,105.72,0.32,15.6
2021-02-24 11:00:00,2021-02-24 12:00:00,83.72,0.3,15.37
2021-02-24 12:00:00,2021-02-24 13:00:00,62.0,0.38,15.79
2021-02-24 13:00:00,2021-02-24 14:00:00,45.25,0.32,15.93
2021-02-24 14:00:00,2021-02-24 15:00:00,35.75,0.32,19.9
2021-02-24 15:00:00,2021-02-24 16:00:00,23.32,0.32,19.82
2021-02-24 16:00:00,2021-02-24 17:00:00,17.85,0.34,17.14
2021-02-24 17:00:00,2021-02-24 18:00:00,27.58,0.37,30.6
2021-02-24 18:00:00,2021-02-24 19:00:00,41.2,0.61,12.12
2021-02-24 19:00:00,2021-02-24 20:00:00,58.97,1.0,3.04
2021-02-24 20:00:00,2021-02-24 21:00:00,37.25,0.61,9.47
2021-02-24 21:00:00,2021-02-24 22:00:00,28.52,0.39,8.57
2021-02-24 22:00:00,2021-02-24 23:00:00,31.85,0.6,11.99
2021-02-24 23:00:00,2021-02-25 00:00:00,52.3,0.51,16.74
2021-02-25 00:00:00,2021-02-25 01:00:00,55.7,0.38,20.17
2021-02-25 01:00:00,2021-02-25 02:00:00,58.15,0.56,3.79
2021-02-25 02:00:00,2021-02-25 03:00:00,71.8,0.56,1.4
2021-02-25 03:00:00,2021-02-25 04:00:00,,,
2021-02-25 04:00:00,2021-02-25 05:00:00,,,
2021-02-25 05:00:00,2021-02-25 06:00:00,,,
2021-02-25 06:00:00,2021-02-25 07:00:00,,,
2021-02-25 07:00:00,2021-02-25 08:00:00,,,
2021-02-25 08:00:00,2021-02-25 09:00:00,71.67,,12.68
2021-02-25 09:00:00,2021-02-25 10:00:00,139.93,0.69,15.64
2021-02-25 10:00:00,2021-02-25 11:00:00,115.28,0.3,13.6
2021-02-25 11:00:00,2021-02-25 12:00:00,102.8,0.3,18.42
2021-02-25 12:00:00,2021-02-25 13:00:00,62.57,0.3,18.07
2021-02-25 13:00:00,2021-02-25 14:00:00,38.12,0.3,17.04
2021-02-25 14:00:00,2021-02-25 15:00:00,41.5,0.3,17.2
2021-02-25 15:00:00,2021-02-25 16:00:00,36.52,0.3,19.71
2021-02-25 16:00:00,2021-02-25 17:00:00,38.35,0.3,15.91
2021-02-25 17:00:00,2021-02-25 18:00:00,38.92,0.3,9.9
2021-02-25 18:00:00,2021-02-25 19:00:00,38.88,0.59,5.36
2021-02-25 19:00:00,2021-02-25 20:00:00,58.4,0.78,3.56
2021-02-25 20:00:00,2021-02-25 21:00:00,67.65,0.58,15.93
2021-02-25 21:00:00,2021-02-25 22:00:00,60.63,0.37,26.18
2021-02-25 22:00:00,2021-02-25 23:00:00,59.57,0.31,28.79
2021-02-25 23:00:00,2021-02-26 00:00:00,63.9,0.3,32.06
2021-02-26 00:00:00,2021-02-26 01:00:00,38.25,0.36,28.09
2021-02-26 01:00:00,2021-02-26 02:00:00,20.65,0.39,28.98
2021-02-26 02:00:00,2021-02-26 03:00:00,34.07,0.35,24.53
2021-02-26 03:00:00,2021-02-26 04:00:00,53.27,0.36,23.45
2021-02-26 04:00:00,2021-02-26 05:00:00,54.0,0.41,22.79
2021-02-26 05:00:00,2021-02-26 06:00:00,72.58,0.39,22.66
2021-02-26 06:00:00,2021-02-26 07:00:00,59.3,0.43,19.24
2021-02-26 07:00:00,2021-02-26 08:00:00,59.55,0.45,15.76
2021-02-26 08:00:00,2021-02-26 09:00:00,64.7,0.46,12.72
2021-02-26 09:00:00,2021-02-26 10:00:00,107.43,0.43,18.34
2021-02-26 10:00:00,2021-02-26 11:00:00,90.53,0.31,14.51
2021-02-26 11:00:00,2021-02-26 12:00:00,75.65,0.3,19.22
2021-02-26 12:00:00,2021-02-26 13:00:00,62.9,0.3,20.36
2021-02-26 13:00:00,2021-02-26 14:00:00,73.78,0.3,20.34
2021-02-26 14:00:00,2021-02-26 15:00:00,39.12,0.31,21.83
2021-02-26 15:00:00,2021-02-26 16:00:00,35.23,0.31,23.05
2021-02-26 16:00:00,2021-02-26 17:00:00,42.6,0.32,19.06
2021-02-26 17:00:00,2021-02-26 18:00:00,24.92,0.32,14.31
2021-02-26 18:00:00,2021-02-26 19:00:00,54.32,0.72,5.36
2021-02-26 19:00:00,2021-02-26 20:00:00,78.3,0.76,13.09
2021-02-26 20:00:00,2021-02-26 21:00:00,71.45,0.51,9.83
2021-02-26 21:00:00,2021-02-26 22:00:00,65.15,0.43,11.83
2021-02-26 22:00:00,2021-02-26 23:00:00,48.45,0.33,11.76
2021-02-26 23:00:00,2021-02-27 00:00:00,24.9,0.3,13.63
2021-02-27 00:00:00,2021-02-27 01:00:00,17.65,0.34,2.9
2021-02-27 01:00:00,2021-02-27 02:00:00,63.77,0.34,2.67
2021-02-27 02:00:00,2021-02-27 03:00:00,63.6,0.52,3.73
2021-02-27 03:00:00,2021-02-27 04:00:00,90.47,0.43,3.33
2021-02-27 04:00:00,2021-02-27 05:00:00,137.8,0.31,2.01
2021-02-27 05:00:00,2021-02-27 06:00:00,112.6,0.3,0.01
2021-02-27 06:00:00,2021-02-27 07:00:00,64.1,0.55,1.3
2021-02-27 07:00:00,2021-02-27 08:00:00,64.6,0.6,
2021-02-27 08:00:00,2021-02-27 09:00:00,69.1,0.3,8.81
2021-02-27 09:00:00,2021-02-27 10:00:00,89.8,0.3,10.78
2021-02-27 10:00:00,2021-02-27 11:00:00,73.1,0.3,8.47
2021-02-27 11:00:00,2021-02-27 12:00:00,55.65,0.3,11.74
2021-02-27 12:00:00,2021-02-27 13:00:00,55.05,0.34,14.07
2021-02-27 13:00:00,2021-02-27 14:00:00,33.47,0.3,13.81
2021-02-27 14:00:00,2021-02-27 15:00:00,34.8,0.3,13.4
2021-02-27 15:00:00,2021-02-27 16:00:00,33.73,0.3,8.55
2021-02-27 16:00:00,2021-02-27 17:00:00,19.9,0.31,7.87
2021-02-27 17:00:00,2021-02-27 18:00:00,24.27,0.3,6.92
2021-02-27 18:00:00,2021-02-27 19:00:00,36.95,0.5,3.79
2021-02-27 19:00:00,2021-02-27 20:00:00,42.08,0.73,8.92
2021-02-27 20:00:00,2021-02-27 21:00:00,57.2,0.42,14.94
2021-02-27 21:00:00,2021-02-27 22:00:00,47.87,0.37,20.04
2021-02-27 22:00:00,2021-02-27 23:00:00,57.2,0.35,8.05
2021-02-27 23:00:00,2021-02-28 00:00:00,58.9,0.38,5.45
2021-02-28 00:00:00,2021-02-28 01:00:00,58.13,0.3,9.41
2021-02-28 01:00:00,2021-02-28 02:00:00,50.25,0.3,17.17
2021-02-28 02:00:00,2021-02-28 03:00:00,73.62,0.3,18.7
2021-02-28 03:00:00,2021-02-28 04:00:00,52.43,0.3,20.52
2021-02-28 04:00:00,2021-02-28 05:00:00,40.1,0.31,20.27
2021-02-28 05:00:00,2021-02-28 06:00:00,20.67,0.32,20.06
2021-02-28 06:00:00,2021-02-28 07:00:00,21.6,0.3,18.95
2021-02-28 07:00:00,2021-02-28 08:00:00,46.08,0.3,18.34
2021-02-28 08:00:00,2021-02-28 09:00:00,79.9,0.36,8.71
2021-02-28 09:00:00,2021-02-28 10:00:00,107.55,0.4,8.57
2021-02-28 10:00:00,2021-02-28 11:00:00,82.75,0.46,9.02
2021-02-28 11:00:00,2021-02-28 12:00:00,82.03,0.35,9.61
2021-02-28 12:00:00,2021-02-28 13:00:00,57.6,0.32,11.04
2021-02-28 13:00:00,2021-02-28 14:00:00,45.8,0.31,11.91
2021-02-28 14:00:00,2021-02-28 15:00:00,36.45,0.31,14.9
2021-02-28 15:00:00,2021-02-28 16:00:00,42.25,0.33,11.85
2021-02-28 16:00:00,2021-02-28 17:00:00,43.5,0.3,12.96
2021-02-28 17:00:00,2021-02-28 18:00:00,27.08,0.3,11.71
2021-02-28 18:00:00,2021-02-28 19:00:00,47.83,0.55,9.68
2021-02-28 19:00:00,2021-02-28 20:00:00,51.33,0.94,13.03
2021-02-28 20:00:00,2021-02-28 21:00:00,78.43,0.66,10.38
2021-02-28 21:00:00,2021-02-28 22:00:00,95.9,1.04,2.71
2021-02-28 22:00:00,2021-02-28 23:00:00,107.33,0.51,6.84
2021-02-28 23:00:00,2021-03-01 00:00:00,109.2,0.38,6.79
2021-03-01 00:00:00,2021-03-01 01:00:00,81.92,0.33,11.85
2021-03-01 01:00:00,2021-03-01 02:00:00,62.67,0.58,9.11
2021-03-01 02:00:00,2021-03-01 03:00:00,36.05,0.51,5.79
2021-03-01 03:00:00,2021-03-01 04:00:00,85.62,0.3,19.77
2021-03-01 04:00:00,2021-03-01 05:00:00,95.38,0.35,17.15
2021-03-01 05:00:00,2021-03-01 06:00:00,87.17,0.33,7.48
2021-03-01 06:00:00,2021-03-01 07:00:00,44.42,0.47,6.75
