From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),Temp (degree C),RH (%),WS (m/s),WD (degree),SR (W/mt2),BP (mmHg),RF (mm)
2021-05-08 14:00:00,2021-05-08 15:00:00,3.75,16.75,1.05,1.73,1.77,1.35,16.18,30.55,69.75,4.17,,547.5,754.0,0.0
2021-05-08 15:00:00,2021-05-08 16:00:00,8.5,17.5,1.5,1.53,1.7,1.45,15.85,30.58,68.75,4.2,,429.25,753.25,0.0
2021-05-08 16:00:00,2021-05-08 17:00:00,7.5,21.5,0.85,1.55,1.53,1.4,15.27,31.33,70.75,3.6,,193.5,753.0,0.0
2021-05-08 17:00:00,2021-05-08 18:00:00,8.25,20.75,1.23,1.68,1.9,1.42,14.05,31.53,76.25,3.33,,42.25,753.0,0.0
2021-05-08 18:00:00,2021-05-08 19:00:00,5.5,24.0,0.7,2.08,1.33,1.5,17.1,31.75,77.75,3.0,,17.25,754.25,0.0
2021-05-08 19:00:00,2021-05-08 20:00:00,4.5,26.75,0.8,2.27,1.85,1.38,18.5,31.75,79.0,2.83,,13.0,755.5,0.0
2021-05-08 20:00:00,2021-05-08 21:00:00,5.75,24.75,0.8,2.42,1.75,1.3,19.52,30.73,78.25,2.2,,13.0,756.0,0.0
2021-05-08 21:00:00,2021-05-08 22:00:00,5.5,19.0,1.15,2.1,2.08,1.38,19.73,30.38,79.0,1.8,,13.0,756.5,0.0
2021-05-08 22:00:00,2021-05-08 23:00:00,6.75,13.5,0.9,1.75,1.62,1.62,16.07,30.45,79.0,1.77,,13.0,757.0,0.0
2021-05-08 23:00:00,2021-05-09 00:00:00,5.75,13.75,1.27,1.3,1.7,1.68,14.8,30.45,79.0,1.68,,13.0,756.5,0.0
2021-05-09 00:00:00,2021-05-09 01:00:00,4.75,10.75,1.02,1.5,1.62,1.6,14.85,31.23,80.0,1.45,,13.0,755.75,0.0
2021-05-09 01:00:00,2021-05-09 02:00:00,4.0,11.5,0.9,1.4,1.48,1.65,15.6,31.52,80.75,1.2,,13.0,754.25,0.0
2021-05-09 02:00:00,2021-05-09 03:00:00,,7.0,1.07,1.3,1.57,1.6,15.8,31.55,81.75,0.93,,13.0,753.0,0.0
2021-05-09 03:00:00,2021-05-09 04:00:00,,,1.23,1.28,1.73,1.63,15.8,31.45,82.0,0.95,,13.0,753.0,0.0
2021-05-09 04:00:00,2021-05-09 05:00:00,6.0,8.0,0.78,1.75,1.55,1.5,17.73,30.45,82.75,0.52,,13.0,753.0,0.0
2021-05-09 05:00:00,2021-05-09 06:00:00,6.25,15.5,2.1,2.75,3.17,1.23,19.77,30.33,83.5,0.57,,16.75,753.5,0.0
2021-05-09 06:00:00,2021-05-09 07:00:00,15.0,49.75,5.3,5.33,7.12,0.7,17.83,30.38,84.5,0.5,,42.0,754.75,0.0
2021-05-09 07:00:00,2021-05-09 08:00:00,35.5,83.25,3.62,5.7,6.0,1.12,17.2,30.65,79.75,0.57,,168.75,756.25,0.0
2021-05-09 08:00:00,2021-05-09 09:00:00,23.5,71.75,2.7,3.88,4.28,1.45,16.18,31.4,76.75,0.62,,149.75,757.0,0.0
2021-05-09 09:00:00,2021-05-09 10:00:00,16.0,47.25,2.17,3.1,3.43,1.63,15.57,31.6,71.75,0.53,,331.75,758.0,0.0
2021-05-09 10:00:00,2021-05-09 11:00:00,9.5,29.25,1.57,2.13,2.4,1.73,17.3,31.7,68.0,2.55,,568.25,758.0,0.0
2021-05-09 11:00:00,2021-05-09 12:00:00,15.5,25.5,1.3,2.08,2.15,1.62,15.9,31.9,68.0,3.15,,720.5,757.75,0.0
2021-05-09 12:00:00,2021-05-09 13:00:00,11.0,20.75,1.18,1.62,1.8,1.6,18.38,30.6,66.0,3.12,,702.0,756.0,0.0
2021-05-09 13:00:00,2021-05-09 14:00:00,9.5,18.75,1.27,1.5,1.82,1.5,18.85,30.5,63.0,3.3,,643.5,754.0,0.0
2021-05-09 14:00:00,2021-05-09 15:00:00,4.5,17.25,1.1,1.62,1.75,1.5,17.07,30.55,64.75,3.53,,549.0,753.0,0.0
2021-05-09 15:00:00,2021-05-09 16:00:00,4.0,22.25,1.1,1.47,1.68,1.48,17.23,30.55,68.5,3.7,,413.75,752.25,0.0
2021-05-09 16:00:00,2021-05-09 17:00:00,6.5,18.25,1.4,1.18,1.75,1.55,19.67,31.57,70.75,3.6,,258.5,751.0,0.0
2021-05-09 17:00:00,2021-05-09 18:00:00,5.25,22.25,1.32,1.2,1.73,1.73,19.4,31.77,73.75,3.78,,104.0,751.0,0.0
2021-05-09 18:00:00,2021-05-09 19:00:00,6.25,22.5,1.15,1.7,1.85,1.58,15.73,31.83,77.75,3.15,,17.0,751.0,0.0
2021-05-09 19:00:00,2021-05-09 20:00:00,6.25,20.25,1.15,1.8,1.88,1.72,15.05,31.92,78.75,3.08,,13.0,752.5,0.0
2021-05-09 20:00:00,2021-05-09 21:00:00,4.0,17.25,0.8,2.0,1.72,1.52,12.65,30.55,79.5,2.5,,13.0,754.25,0.0
2021-05-09 21:00:00,2021-05-09 22:00:00,3.75,14.5,1.18,1.98,2.0,1.58,14.43,30.42,80.25,2.15,,13.0,755.75,0.0
2021-05-09 22:00:00,2021-05-09 23:00:00,3.0,13.0,1.1,1.65,1.75,1.8,15.88,30.48,81.5,1.98,,13.0,756.0,0.0
2021-05-09 23:00:00,2021-05-10 00:00:00,3.0,11.5,1.05,1.38,1.6,1.88,17.22,30.48,82.0,1.82,,13.0,755.75,0.0
2021-05-10 00:00:00,2021-05-10 01:00:00,,6.0,0.83,1.68,1.55,1.78,15.55,31.12,80.75,1.23,,13.0,754.25,0.0
2021-05-10 01:00:00,2021-05-10 02:00:00,1.0,3.0,0.95,1.75,1.68,1.7,15.15,31.43,83.0,1.27,,13.0,752.5,0.0
2021-05-10 02:00:00,2021-05-10 03:00:00,1.0,6.0,1.25,1.82,1.97,1.55,15.68,31.42,82.5,1.35,,13.0,752.0,0.0
2021-05-10 03:00:00,2021-05-10 04:00:00,1.5,6.5,1.07,1.85,1.85,1.65,14.7,31.42,83.25,1.03,,13.0,752.0,0.0
2021-05-10 04:00:00,2021-05-10 05:00:00,3.0,8.0,1.18,2.02,2.05,1.52,17.9,30.35,83.75,1.12,,13.0,752.0,0.0
2021-05-10 05:00:00,2021-05-10 06:00:00,6.0,13.0,1.62,2.08,2.42,1.55,18.15,30.33,84.5,0.77,,15.25,752.75,0.0
2021-05-10 06:00:00,2021-05-10 07:00:00,6.75,14.5,1.5,2.85,2.42,1.7,17.68,30.45,84.0,0.85,,38.5,754.5,0.0
2021-05-10 07:00:00,2021-05-10 08:00:00,9.75,21.0,1.4,2.65,2.58,1.7,18.17,30.73,79.5,0.73,,157.0,756.0,0.0
2021-05-10 08:00:00,2021-05-10 09:00:00,11.5,26.5,1.73,1.65,2.25,1.8,17.07,31.85,72.75,0.9,,390.0,757.25,0.0
2021-05-10 09:00:00,2021-05-10 10:00:00,10.0,25.5,1.6,1.93,2.33,1.73,17.55,32.02,68.25,1.15,,422.25,757.75,0.0
2021-05-10 10:00:00,2021-05-10 11:00:00,9.0,26.75,1.53,1.97,2.27,1.47,16.63,31.88,68.25,1.52,,368.25,756.75,0.0
2021-05-10 11:00:00,2021-05-10 12:00:00,5.75,30.25,1.18,1.65,1.83,1.77,16.47,31.93,67.25,2.77,,695.75,756.0,0.0
2021-05-10 12:00:00,2021-05-10 13:00:00,4.5,38.75,1.2,1.38,1.68,1.65,18.6,30.82,65.0,3.22,,684.75,754.75,0.0
2021-05-10 13:00:00,2021-05-10 14:00:00,4.25,21.75,1.13,1.8,1.45,1.42,19.18,30.52,63.5,3.1,,630.75,754.0,0.0
2021-05-10 14:00:00,2021-05-10 15:00:00,7.75,9.75,1.07,1.18,1.23,1.55,19.3,30.55,65.25,3.48,,543.25,752.5,0.0
2021-05-10 15:00:00,2021-05-10 16:00:00,7.33,26.33,0.67,1.23,1.2,1.53,18.9,30.83,68.67,3.4,,386.67,751.33,0.0
2021-05-10 16:00:00,2021-05-10 17:00:00,7.25,48.25,1.15,0.95,1.45,1.82,17.27,31.32,72.5,3.05,,248.0,750.5,0.0
2021-05-10 17:00:00,2021-05-10 18:00:00,4.25,27.0,1.27,1.23,1.72,1.75,15.93,31.95,76.0,2.92,,96.25,750.5,0.0
2021-05-10 18:00:00,2021-05-10 19:00:00,2.25,20.75,1.03,1.57,1.68,1.65,13.85,32.05,77.25,2.67,,17.75,751.5,0.0
2021-05-10 19:00:00,2021-05-10 20:00:00,3.0,9.75,0.97,1.8,1.75,1.8,14.82,32.12,79.25,2.63,,13.0,752.5,0.0
2021-05-10 20:00:00,2021-05-10 21:00:00,3.0,8.0,1.1,1.9,1.9,1.72,17.02,30.75,80.0,2.6,,13.0,754.0,0.0
2021-05-10 21:00:00,2021-05-10 22:00:00,3.5,12.5,0.83,1.8,1.45,1.8,17.55,30.52,80.75,2.27,,13.0,755.0,0.0
2021-05-10 22:00:00,2021-05-10 23:00:00,5.0,8.0,1.07,1.55,1.7,1.8,21.15,30.5,82.75,1.85,,13.0,755.0,0.0
2021-05-10 23:00:00,2021-05-11 00:00:00,1.0,9.0,0.9,1.58,1.58,2.05,21.8,30.55,83.0,2.07,,13.0,754.25,0.0
2021-05-11 00:00:00,2021-05-11 01:00:00,1.0,8.5,1.32,1.47,1.83,1.88,17.8,31.45,83.0,1.7,,13.0,753.0,0.0
2021-05-11 01:00:00,2021-05-11 02:00:00,3.0,6.5,1.62,1.1,1.92,1.9,17.05,31.55,83.5,1.35,,13.0,751.75,0.0
2021-05-11 02:00:00,2021-05-11 03:00:00,3.25,5.5,1.3,1.58,1.92,1.9,16.07,31.55,84.75,1.2,,13.0,751.25,0.0
2021-05-11 03:00:00,2021-05-11 04:00:00,4.0,7.25,0.88,2.05,1.83,1.7,16.1,31.52,85.5,1.4,,13.0,751.25,0.0
2021-05-11 04:00:00,2021-05-11 05:00:00,4.75,8.25,1.05,1.93,1.88,1.75,17.95,30.4,87.25,1.45,,13.0,752.5,0.0
2021-05-11 05:00:00,2021-05-11 06:00:00,7.0,10.0,1.55,1.7,2.12,1.83,17.6,30.38,87.5,1.55,,14.5,753.25,0.0
2021-05-11 06:00:00,2021-05-11 07:00:00,7.0,13.25,1.6,1.88,2.3,2.05,17.12,30.42,86.0,1.85,,40.25,754.25,0.0
2021-05-11 07:00:00,2021-05-11 08:00:00,7.67,14.33,0.85,2.63,1.87,1.83,17.4,30.8,80.0,1.97,,236.0,756.0,0.0
2021-05-11 08:00:00,2021-05-11 09:00:00,8.75,14.5,1.63,1.38,2.05,1.8,16.4,31.98,73.0,1.85,,392.0,756.75,0.0
2021-05-11 09:00:00,2021-05-11 10:00:00,11.0,17.5,0.6,2.63,1.9,1.8,19.52,32.1,68.5,1.82,,521.25,757.0,0.0
2021-05-11 10:00:00,2021-05-11 11:00:00,20.25,31.5,1.0,2.4,2.1,1.93,30.93,32.12,63.0,1.85,,628.75,755.75,0.0
2021-05-11 11:00:00,2021-05-11 12:00:00,17.0,31.5,1.43,1.4,1.93,1.9,23.4,32.4,58.75,1.7,,619.75,754.75,0.0
2021-05-11 12:00:00,2021-05-11 13:00:00,8.75,28.25,1.12,1.7,1.82,1.67,21.2,30.92,60.75,2.55,,670.75,753.5,0.0
2021-05-11 13:00:00,2021-05-11 14:00:00,19.0,31.75,1.4,1.6,1.98,1.53,20.3,30.5,63.75,3.42,,616.25,751.75,0.0
2021-05-11 14:00:00,2021-05-11 15:00:00,17.0,32.75,1.08,1.52,1.65,1.88,19.5,30.52,63.75,3.62,,537.5,750.25,0.0
2021-05-11 15:00:00,2021-05-11 16:00:00,17.25,35.5,1.12,1.6,1.73,1.8,17.9,30.6,64.25,3.45,,407.5,748.75,0.0
2021-05-11 16:00:00,2021-05-11 17:00:00,8.0,27.5,1.58,0.88,1.77,2.0,17.48,32.0,65.5,3.45,,253.25,748.0,0.0
2021-05-11 17:00:00,2021-05-11 18:00:00,5.25,24.0,0.97,1.5,1.6,1.82,17.07,32.23,70.0,3.03,,101.25,748.0,0.0
2021-05-11 18:00:00,2021-05-11 19:00:00,5.5,19.75,1.42,1.45,1.93,1.83,14.45,32.25,75.0,2.85,,16.5,749.0,0.0
2021-05-11 19:00:00,2021-05-11 20:00:00,4.0,23.0,1.53,1.5,2.02,1.95,13.97,32.33,78.0,2.67,,13.0,750.5,0.0
2021-05-11 20:00:00,2021-05-11 21:00:00,2.0,16.75,1.12,1.27,1.62,1.93,17.17,30.9,80.25,2.73,,13.0,752.25,0.0
2021-05-11 21:00:00,2021-05-11 22:00:00,2.25,13.25,1.1,1.4,1.6,1.88,18.02,30.55,81.75,2.6,,13.0,753.0,0.0
2021-05-11 22:00:00,2021-05-11 23:00:00,3.0,6.25,1.35,1.58,1.92,2.0,16.83,30.55,83.75,2.3,,13.0,753.75,0.0
2021-05-11 23:00:00,2021-05-12 00:00:00,3.75,9.5,1.7,1.25,2.02,2.1,17.38,30.68,85.0,2.23,,13.0,754.0,0.0
2021-05-12 00:00:00,2021-05-12 01:00:00,5.5,8.75,1.45,1.48,1.92,2.08,17.75,31.75,85.25,2.18,,13.0,753.5,0.0
2021-05-12 01:00:00,2021-05-12 02:00:00,3.5,12.5,1.45,1.07,1.75,2.08,18.05,31.83,84.75,2.02,,13.0,752.0,0.0
2021-05-12 02:00:00,2021-05-12 03:00:00,2.25,15.0,0.85,1.5,1.48,2.02,17.18,31.83,84.0,2.0,,13.0,752.0,0.0
2021-05-12 03:00:00,2021-05-12 04:00:00,3.75,8.5,0.7,1.9,1.58,1.95,17.95,31.85,83.25,1.93,,13.0,752.0,0.0
2021-05-12 04:00:00,2021-05-12 05:00:00,6.0,7.0,1.27,1.68,1.92,1.85,17.62,30.33,83.5,1.15,,13.0,752.0,0.0
2021-05-12 05:00:00,2021-05-12 06:00:00,8.0,11.0,1.77,1.82,2.42,1.83,15.62,30.42,83.75,1.15,,13.25,752.75,0.0
2021-05-12 06:00:00,2021-05-12 07:00:00,8.75,14.25,1.35,2.55,2.45,1.82,16.9,30.38,83.75,1.1,,25.5,754.5,0.0
2021-05-12 07:00:00,2021-05-12 08:00:00,13.0,31.0,1.5,2.95,2.77,1.75,16.77,30.45,81.25,1.9,,63.0,754.0,0.0
2021-05-12 08:00:00,2021-05-12 09:00:00,16.25,51.25,1.52,3.12,2.93,1.75,18.7,31.15,80.5,1.17,,187.25,753.0,0.0
2021-05-12 09:00:00,2021-05-12 10:00:00,8.25,47.5,1.9,2.73,3.0,1.73,17.5,31.6,74.75,1.98,,317.5,753.75,0.0
2021-05-12 10:00:00,2021-05-12 11:00:00,9.75,40.0,1.27,2.83,2.5,2.0,17.2,31.98,68.5,1.9,,370.75,753.75,0.0
2021-05-12 11:00:00,2021-05-12 12:00:00,12.0,33.25,1.05,2.88,2.35,1.93,16.53,32.12,69.5,2.42,,522.75,752.5,0.0
2021-05-12 12:00:00,2021-05-12 13:00:00,12.75,40.0,0.8,2.35,1.9,1.65,16.55,30.48,66.25,3.05,,610.75,750.75,0.0
2021-05-12 13:00:00,2021-05-12 14:00:00,13.25,37.5,1.23,1.52,1.8,1.9,17.27,30.55,64.5,3.3,,571.75,749.25,0.0
2021-05-12 14:00:00,2021-05-12 15:00:00,8.0,29.25,1.17,1.6,1.82,1.9,13.25,30.58,66.0,3.4,,462.75,747.75,0.0
2021-05-12 15:00:00,2021-05-12 16:00:00,9.0,25.0,1.23,1.03,1.55,1.95,11.55,30.75,66.75,3.4,,379.0,746.5,0.0
2021-05-12 16:00:00,2021-05-12 17:00:00,11.0,22.5,0.88,1.6,1.58,1.95,18.4,31.7,69.75,3.12,,186.0,746.0,0.0
2021-05-12 17:00:00,2021-05-12 18:00:00,7.25,32.5,1.57,1.5,1.68,2.0,18.6,31.85,74.0,2.98,,96.0,746.0,0.0
2021-05-12 18:00:00,2021-05-12 19:00:00,5.5,28.0,1.15,1.85,1.93,2.02,16.6,32.0,80.0,2.9,,16.75,747.0,0.0
2021-05-12 19:00:00,2021-05-12 20:00:00,7.25,19.25,1.02,1.75,1.75,2.15,14.95,31.98,83.5,2.88,,13.0,748.25,0.0
2021-05-12 20:00:00,2021-05-12 21:00:00,8.75,19.0,0.75,1.82,1.57,2.12,13.5,30.4,85.5,2.77,,13.0,749.5,0.0
2021-05-12 21:00:00,2021-05-12 22:00:00,11.0,16.0,1.5,1.62,2.07,2.3,13.55,30.52,86.0,2.42,,13.0,750.75,0.0
2021-05-12 22:00:00,2021-05-12 23:00:00,5.0,18.0,0.75,2.25,1.82,2.23,16.02,30.5,85.5,2.23,,13.0,751.0,0.0
2021-05-12 23:00:00,2021-05-13 00:00:00,5.25,15.5,1.15,2.1,2.05,2.18,16.68,30.62,84.0,1.47,,13.0,751.0,0.0
2021-05-13 00:00:00,2021-05-13 01:00:00,5.5,8.25,1.3,1.82,2.0,1.98,16.8,31.38,83.5,1.32,,13.0,750.5,0.0
2021-05-13 01:00:00,2021-05-13 02:00:00,4.0,8.75,1.5,1.5,2.0,1.92,17.02,31.48,84.75,1.65,,13.0,749.0,0.0
2021-05-13 02:00:00,2021-05-13 03:00:00,5.0,8.0,1.28,1.57,1.85,1.93,18.52,31.55,84.75,1.7,,13.0,749.0,0.0
2021-05-13 03:00:00,2021-05-13 04:00:00,5.0,8.5,1.15,1.75,1.82,1.93,17.82,31.52,84.0,1.65,,13.0,748.75,0.0
2021-05-13 04:00:00,2021-05-13 05:00:00,5.0,10.0,1.43,1.5,1.98,1.98,15.2,30.22,85.5,1.88,,13.0,749.25,0.0
2021-05-13 05:00:00,2021-05-13 06:00:00,4.75,10.75,1.17,2.02,2.02,2.17,15.65,30.33,86.25,1.55,,15.0,750.25,0.0
2021-05-13 06:00:00,2021-05-13 07:00:00,4.75,13.75,1.4,2.3,2.38,2.15,16.7,30.35,86.5,1.38,,56.75,751.0,0.0
2021-05-13 07:00:00,2021-05-13 08:00:00,7.5,18.5,1.6,2.75,2.75,2.1,18.0,30.95,81.5,1.62,,187.5,751.75,0.0
2021-05-13 08:00:00,2021-05-13 09:00:00,8.75,27.0,1.6,2.65,2.68,2.02,15.05,32.38,74.5,1.98,,366.0,752.75,0.0
2021-05-13 09:00:00,2021-05-13 10:00:00,10.25,31.5,1.5,2.27,2.4,1.97,16.82,32.02,69.75,1.42,,405.25,753.5,0.0
2021-05-13 10:00:00,2021-05-13 11:00:00,15.75,37.0,1.23,2.4,2.33,1.8,20.3,32.1,65.0,1.92,,541.0,753.0,0.0
2021-05-13 11:00:00,2021-05-13 12:00:00,11.0,42.5,1.33,2.67,2.5,1.9,21.27,32.18,66.75,2.77,,643.5,752.0,0.0
2021-05-13 12:00:00,2021-05-13 13:00:00,7.75,46.75,1.05,1.9,1.85,1.88,20.32,30.73,64.5,3.33,,650.25,751.25,0.0
2021-05-13 13:00:00,2021-05-13 14:00:00,7.67,34.33,1.1,1.57,1.7,2.0,19.5,30.53,62.0,3.47,,624.0,749.33,0.0
2021-05-13 14:00:00,2021-05-13 15:00:00,8.75,27.0,1.62,1.12,1.9,1.85,17.23,30.6,64.75,3.42,,492.25,747.75,0.0
2021-05-13 15:00:00,2021-05-13 16:00:00,8.5,23.0,1.18,1.6,1.78,2.02,16.38,30.7,70.25,3.67,,338.5,746.5,0.0
2021-05-13 16:00:00,2021-05-13 17:00:00,9.0,32.75,1.12,1.6,1.75,2.25,17.35,31.68,75.75,3.17,,92.25,745.5,0.0
2021-05-13 17:00:00,2021-05-13 18:00:00,9.5,43.25,1.85,1.47,2.3,2.18,17.32,31.88,81.0,2.88,,42.25,746.5,0.0
2021-05-13 18:00:00,2021-05-13 19:00:00,18.75,36.5,1.35,1.73,2.0,2.32,17.73,32.08,84.5,2.95,,14.5,748.0,0.0
2021-05-13 19:00:00,2021-05-13 20:00:00,13.0,20.25,0.9,1.95,1.75,2.27,17.55,32.15,86.0,2.55,,13.0,749.75,0.0
2021-05-13 20:00:00,2021-05-13 21:00:00,6.5,12.5,1.48,1.5,2.03,2.08,17.85,30.58,86.0,2.52,,13.0,750.75,0.0
2021-05-13 21:00:00,2021-05-13 22:00:00,5.0,14.0,1.55,1.65,2.18,2.12,18.12,30.5,86.0,2.17,,13.0,752.0,0.0
2021-05-13 22:00:00,2021-05-13 23:00:00,4.25,13.0,1.5,1.45,1.95,2.33,18.35,30.52,86.0,2.1,,13.0,752.0,0.0
2021-05-13 23:00:00,2021-05-14 00:00:00,2.0,10.5,1.62,1.3,2.02,2.25,18.4,30.52,84.5,1.82,,13.0,752.0,0.0
2021-05-14 00:00:00,2021-05-14 01:00:00,,11.0,1.27,1.6,1.9,2.15,16.43,31.45,84.0,1.72,,13.0,751.25,0.0
2021-05-14 01:00:00,2021-05-14 02:00:00,,8.75,1.23,1.43,1.72,2.05,15.58,31.68,84.5,1.45,,13.0,749.5,0.0
2021-05-14 02:00:00,2021-05-14 03:00:00,,10.5,1.45,1.4,1.95,2.0,15.55,31.65,85.0,1.55,,13.0,749.0,0.0
2021-05-14 03:00:00,2021-05-14 04:00:00,,9.0,1.22,1.68,1.9,1.98,15.6,31.65,85.0,1.5,,13.0,748.0,0.0
2021-05-14 04:00:00,2021-05-14 05:00:00,8.0,17.0,1.23,1.9,2.0,1.8,15.25,30.25,86.5,1.18,,13.0,748.25,0.0
2021-05-14 05:00:00,2021-05-14 06:00:00,7.5,17.75,1.65,2.02,2.38,2.08,16.23,30.33,87.0,1.23,,15.25,749.0,0.0
2021-05-14 06:00:00,2021-05-14 07:00:00,7.0,22.25,1.4,2.1,2.27,2.23,17.53,30.38,86.25,1.25,,59.75,750.0,0.0
2021-05-14 07:00:00,2021-05-14 08:00:00,10.75,28.5,0.97,2.5,2.1,2.27,18.65,30.68,82.25,1.52,,169.25,750.75,0.0
2021-05-14 08:00:00,2021-05-14 09:00:00,13.25,30.75,2.08,2.23,2.88,2.12,25.48,31.77,76.25,1.65,,339.0,752.0,0.0
2021-05-14 09:00:00,2021-05-14 10:00:00,15.0,42.5,1.53,3.23,2.97,2.1,42.03,32.02,69.75,1.4,,388.75,752.0,0.0
2021-05-14 10:00:00,2021-05-14 11:00:00,18.5,43.5,1.53,2.57,2.6,1.87,33.5,32.17,67.75,1.68,,527.75,751.25,0.0
2021-05-14 11:00:00,2021-05-14 12:00:00,21.25,43.5,1.27,1.95,2.08,2.1,22.87,32.25,71.0,3.23,,499.5,750.5,0.0
2021-05-14 12:00:00,2021-05-14 13:00:00,25.25,47.75,0.53,2.7,1.65,2.05,22.65,30.62,71.0,3.18,,584.25,749.0,0.0
2021-05-14 13:00:00,2021-05-14 14:00:00,27.5,47.0,1.15,1.8,1.93,2.3,27.43,30.65,67.5,4.4,,609.75,747.25,0.0
2021-05-14 14:00:00,2021-05-14 15:00:00,28.25,43.75,1.1,1.62,1.75,2.15,24.3,30.68,68.75,3.92,,536.0,747.0,0.0
2021-05-14 15:00:00,2021-05-14 16:00:00,14.75,32.5,1.32,1.0,1.6,2.15,20.32,30.73,72.25,3.83,,405.25,746.0,0.0
2021-05-14 16:00:00,2021-05-14 17:00:00,7.5,28.75,1.85,0.47,1.77,2.18,17.77,31.7,73.5,3.85,,243.25,746.0,0.0
2021-05-14 17:00:00,2021-05-14 18:00:00,6.25,29.25,1.17,1.3,1.65,2.1,17.38,31.98,77.0,3.72,,83.0,746.0,0.0
2021-05-14 18:00:00,2021-05-14 19:00:00,7.75,25.25,1.1,1.35,1.62,2.05,18.38,32.05,80.0,3.05,,17.5,747.0,0.0
2021-05-14 19:00:00,2021-05-14 20:00:00,11.5,27.0,0.82,2.42,1.95,2.05,18.15,32.15,82.25,2.75,,13.0,748.25,0.0
2021-05-14 20:00:00,2021-05-14 21:00:00,16.0,21.0,1.1,1.85,1.9,1.9,20.05,30.48,81.75,2.83,,13.0,749.0,0.0
2021-05-14 21:00:00,2021-05-14 22:00:00,10.0,14.0,0.9,1.73,1.65,2.17,20.15,30.52,82.0,2.8,,13.0,750.0,0.0
2021-05-14 22:00:00,2021-05-14 23:00:00,9.5,13.25,1.1,1.68,1.82,2.08,16.55,30.5,81.25,2.88,,13.0,750.0,0.0
2021-05-14 23:00:00,2021-05-15 00:00:00,7.75,10.75,0.98,1.25,1.48,2.2,16.68,30.65,83.25,3.03,,13.0,749.5,0.0
2021-05-15 00:00:00,2021-05-15 01:00:00,6.0,12.25,0.75,1.68,1.52,2.18,17.0,31.6,85.0,3.05,,13.0,748.75,0.0
2021-05-15 01:00:00,2021-05-15 02:00:00,3.0,18.0,0.78,1.82,1.6,1.98,16.3,31.65,85.5,2.3,,13.0,747.5,0.0
2021-05-15 02:00:00,2021-05-15 03:00:00,4.0,15.0,0.8,1.62,1.5,1.92,15.8,31.6,81.75,1.8,,13.0,746.25,0.0
2021-05-15 03:00:00,2021-05-15 04:00:00,4.5,16.75,1.0,1.67,1.7,1.88,15.43,31.55,78.25,1.57,,13.0,746.0,0.0
2021-05-15 04:00:00,2021-05-15 05:00:00,5.75,21.75,0.93,2.0,1.8,1.77,18.48,30.27,77.5,1.67,,13.0,747.0,0.0
2021-05-15 05:00:00,2021-05-15 06:00:00,4.5,18.0,1.38,1.8,2.08,1.8,18.68,30.3,75.0,2.02,,15.0,747.75,0.0
2021-05-15 06:00:00,2021-05-15 07:00:00,4.25,13.5,1.6,2.52,2.62,1.65,20.32,30.42,73.25,1.75,,50.75,749.0,0.0
2021-05-15 07:00:00,2021-05-15 08:00:00,8.5,29.0,2.08,1.95,2.75,1.65,29.1,30.9,69.5,2.0,,185.5,750.0,0.0
2021-05-15 08:00:00,2021-05-15 09:00:00,9.75,35.25,1.9,2.28,2.72,1.77,28.83,32.03,64.5,1.83,,374.5,750.75,0.0
2021-05-15 09:00:00,2021-05-15 10:00:00,8.0,36.25,1.67,2.5,2.67,1.77,22.5,32.15,60.5,1.6,,467.0,750.75,0.0
2021-05-15 10:00:00,2021-05-15 11:00:00,5.75,38.25,1.27,1.97,2.07,1.97,21.27,32.15,59.75,2.32,,561.25,750.5,0.0
2021-05-15 11:00:00,2021-05-15 12:00:00,10.75,40.75,1.38,1.9,2.12,2.1,22.57,32.1,61.5,3.18,,582.75,750.0,0.0
2021-05-15 12:00:00,2021-05-15 13:00:00,15.5,32.75,0.88,1.53,1.48,1.75,18.88,30.42,59.25,3.28,,569.25,748.75,0.0
2021-05-15 13:00:00,2021-05-15 14:00:00,5.0,24.5,1.33,1.43,1.85,1.8,18.25,30.7,64.75,3.8,,576.25,747.75,0.0
2021-05-15 14:00:00,2021-05-15 15:00:00,6.5,39.75,0.97,1.35,1.27,1.9,17.32,30.65,66.5,4.0,,502.5,746.0,0.0
2021-05-15 15:00:00,2021-05-15 16:00:00,11.5,44.0,0.75,1.45,1.38,1.98,17.67,30.9,68.75,3.98,,334.75,745.0,0.0
2021-05-15 16:00:00,2021-05-15 17:00:00,12.0,38.5,1.2,1.1,1.55,2.27,18.82,31.83,71.75,3.57,,172.75,745.0,0.0
2021-05-15 17:00:00,2021-05-15 18:00:00,8.0,31.25,1.05,1.32,1.6,2.15,18.38,32.1,74.5,3.7,,99.5,745.0,0.0
2021-05-15 18:00:00,2021-05-15 19:00:00,4.75,28.75,1.12,1.02,1.43,2.22,18.65,32.2,78.5,3.42,,18.75,746.0,0.0
2021-05-15 19:00:00,2021-05-15 20:00:00,4.0,19.0,1.45,1.45,1.93,2.25,18.25,32.18,79.75,3.03,,13.0,747.5,0.0
2021-05-15 20:00:00,2021-05-15 21:00:00,4.5,21.0,1.38,1.65,2.0,2.12,17.48,30.68,84.0,3.18,,13.0,748.5,0.0
