From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),RH (%),WS (m/s),WD (degree),BP (mmHg),Xylene (ug/m3),AT (degree C),RF (mm)
2021-01-22 12:00:00,2021-01-22 13:00:00,252.28,342.25,10.62,22.17,62.65,64.45,8.65,1.46,58.75,5.02,12.97,3.02,4.04,,0.38,240.85,,3.0,,
2021-01-22 13:00:00,2021-01-22 14:00:00,209.37,297.37,7.41,19.81,51.97,68.75,9.89,1.2,73.5,4.99,13.06,2.99,4.01,,0.72,305.51,,3.0,,
2021-01-22 14:00:00,2021-01-22 15:00:00,163.94,231.27,6.64,14.96,41.22,54.47,7.27,1.09,79.75,5.0,12.95,3.0,4.01,,0.77,176.2,,3.01,,
2021-01-22 15:00:00,2021-01-22 16:00:00,175.07,249.48,6.51,13.98,39.14,57.19,4.25,1.26,76.25,4.98,12.99,3.01,4.04,,1.07,349.74,,3.01,,
2021-01-22 16:00:00,2021-01-22 17:00:00,143.38,187.33,6.15,12.71,36.03,66.05,5.4,0.96,72.75,4.99,13.08,3.0,4.01,,1.58,349.71,,2.99,,
2021-01-22 17:00:00,2021-01-22 18:00:00,115.65,150.01,5.83,11.4,32.92,48.04,2.61,1.1,76.0,5.0,13.11,3.0,3.98,,0.88,267.43,,3.01,,
2021-01-22 18:00:00,2021-01-22 19:00:00,112.68,142.72,5.93,13.33,36.79,49.67,3.36,1.59,87.75,5.0,13.07,3.0,3.97,,0.87,345.87,,3.0,,
2021-01-22 19:00:00,2021-01-22 20:00:00,93.14,112.63,5.86,13.19,36.37,60.81,5.47,1.51,74.0,5.0,13.01,3.01,3.99,,0.55,94.64,,2.99,,
2021-01-22 20:00:00,2021-01-22 21:00:00,113.97,149.65,6.76,14.02,39.67,48.65,3.91,1.74,57.5,5.01,13.0,3.0,4.0,,0.22,67.51,,2.99,,
2021-01-22 21:00:00,2021-01-22 22:00:00,127.32,177.47,7.12,17.46,46.96,52.95,3.99,2.11,49.25,5.0,12.95,3.01,3.98,,0.19,79.94,,3.0,,
2021-01-22 22:00:00,2021-01-22 23:00:00,120.33,157.98,6.23,16.96,44.3,61.31,5.46,1.73,55.5,5.01,12.91,3.0,4.02,,0.19,46.96,,3.0,,
2021-01-22 23:00:00,2021-01-23 00:00:00,101.68,133.99,7.19,15.93,44.17,50.66,5.2,1.62,35.67,5.01,13.02,2.98,3.98,,0.19,51.22,,2.98,,
2021-01-23 00:00:00,2021-01-23 01:00:00,114.13,159.14,10.1,19.85,29.95,54.92,4.8,2.07,32.75,5.02,13.06,3.0,3.97,,0.19,65.91,,3.01,,
2021-01-23 01:00:00,2021-01-23 02:00:00,98.67,135.73,9.86,20.34,30.19,65.23,5.68,1.63,45.5,5.03,12.93,3.0,4.0,,0.19,85.99,,2.99,,
2021-01-23 02:00:00,2021-01-23 03:00:00,79.38,101.65,9.79,18.36,28.14,55.79,5.55,1.46,31.5,5.01,12.93,3.0,4.0,,0.19,74.16,,2.99,,
2021-01-23 03:00:00,2021-01-23 04:00:00,82.04,109.19,9.3,16.26,25.57,53.39,2.8,1.67,91.75,5.01,12.93,3.0,3.99,,0.19,75.42,,2.99,,
2021-01-23 04:00:00,2021-01-23 05:00:00,80.93,107.48,8.04,14.39,22.43,54.28,3.61,1.43,115.5,4.99,12.96,3.01,4.02,,0.37,113.88,,3.0,,
2021-01-23 05:00:00,2021-01-23 06:00:00,76.19,101.21,6.81,11.83,18.64,50.06,5.76,1.44,113.5,4.99,12.96,2.99,3.97,,0.54,16.32,,3.0,,
2021-01-23 06:00:00,2021-01-23 07:00:00,72.69,109.53,6.15,11.39,17.54,45.27,5.83,1.45,87.5,5.01,13.03,3.0,3.97,,0.51,14.28,,3.01,,
2021-01-23 07:00:00,2021-01-23 08:00:00,92.66,136.96,6.25,12.54,18.78,45.87,5.2,1.41,65.0,5.0,12.98,3.01,4.04,,0.54,19.07,,3.0,,
2021-01-23 08:00:00,2021-01-23 09:00:00,107.67,169.74,6.52,12.95,19.46,48.4,6.83,1.39,69.5,5.0,13.01,3.0,3.95,,0.4,30.1,,3.0,,
2021-01-23 09:00:00,2021-01-23 10:00:00,158.14,222.9,7.54,15.78,23.32,46.32,9.49,1.72,72.5,4.99,12.95,3.0,4.0,,0.34,71.52,,3.0,,
2021-01-23 10:00:00,2021-01-23 11:00:00,158.62,208.68,7.46,17.22,24.67,47.19,8.71,1.54,108.0,4.99,12.98,2.99,4.02,,0.24,77.43,,3.0,,
2021-01-23 11:00:00,2021-01-23 12:00:00,154.05,210.02,6.17,13.0,19.16,35.67,8.84,1.5,140.5,5.01,13.05,3.0,3.94,,0.3,75.86,,3.01,,
2021-01-23 12:00:00,2021-01-23 13:00:00,143.71,187.19,5.79,12.9,18.68,34.25,8.96,1.28,165.0,5.01,12.99,3.01,4.05,,0.27,69.98,,3.01,,
2021-01-23 13:00:00,2021-01-23 14:00:00,263.31,385.91,5.81,15.75,21.55,47.52,11.87,1.65,162.75,4.98,13.01,2.99,4.01,,0.45,319.12,,2.99,,
2021-01-23 14:00:00,2021-01-23 15:00:00,201.22,302.41,5.86,13.94,19.8,47.74,12.96,1.05,112.0,4.98,13.03,2.98,4.04,,0.64,318.41,,3.01,,
2021-01-23 15:00:00,2021-01-23 16:00:00,196.25,282.17,5.79,11.66,17.45,37.41,7.13,1.05,175.5,4.99,13.14,2.99,4.03,,0.37,263.89,,3.0,,
2021-01-23 16:00:00,2021-01-23 17:00:00,197.46,259.74,5.51,11.03,16.54,36.11,7.29,1.34,176.5,5.02,13.06,3.01,4.01,,0.46,109.68,,3.0,,
2021-01-23 17:00:00,2021-01-23 18:00:00,158.57,208.05,5.75,11.96,17.7,43.09,7.64,1.03,147.75,5.01,12.98,3.0,3.99,,0.78,179.47,,3.01,,
2021-01-23 18:00:00,2021-01-23 19:00:00,139.76,170.47,5.4,12.98,19.53,36.95,6.07,1.19,139.25,4.99,12.94,3.01,3.97,,0.81,350.28,,3.02,,
2021-01-23 19:00:00,2021-01-23 20:00:00,130.63,164.09,5.94,10.79,16.73,35.86,4.59,1.4,96.25,5.03,13.02,3.02,3.99,,0.93,349.23,,2.99,,
2021-01-23 20:00:00,2021-01-23 21:00:00,123.07,156.78,6.42,12.01,18.43,44.98,6.23,1.24,89.0,4.99,12.92,3.0,4.01,,0.62,182.16,,3.01,,
2021-01-23 21:00:00,2021-01-23 22:00:00,126.21,160.87,6.71,11.46,18.17,37.91,3.93,1.06,81.0,4.99,13.07,3.01,4.03,,0.43,20.75,,3.0,,
2021-01-23 22:00:00,2021-01-23 23:00:00,91.81,116.88,6.03,12.3,18.33,38.82,4.53,1.6,95.75,4.98,13.06,3.01,4.01,,0.27,74.33,,3.0,,
2021-01-23 23:00:00,2021-01-24 00:00:00,97.58,132.57,9.23,16.68,25.91,48.9,6.04,1.65,46.0,4.99,13.09,3.0,4.04,,0.19,83.55,,2.99,,
2021-01-24 00:00:00,2021-01-24 01:00:00,100.54,134.57,8.78,15.57,46.49,41.22,3.9,1.51,9.33,4.99,13.03,3.0,4.02,,0.2,68.35,,2.99,,
2021-01-24 01:00:00,2021-01-24 02:00:00,92.43,119.39,8.79,13.65,42.88,42.75,4.0,1.52,17.0,4.98,13.15,2.99,3.99,,0.19,60.24,,3.02,,
2021-01-24 02:00:00,2021-01-24 03:00:00,77.66,98.22,8.83,14.5,44.53,51.86,5.82,1.39,16.0,4.99,12.91,2.99,4.04,,0.19,42.64,,2.99,,
2021-01-24 03:00:00,2021-01-24 04:00:00,79.19,103.66,8.1,12.39,39.14,40.23,1.85,1.29,16.5,4.97,13.0,3.02,4.03,,0.19,77.81,,3.0,,
2021-01-24 04:00:00,2021-01-24 05:00:00,,,,,,,,,,,,,,,,,,,,
2021-01-24 05:00:00,2021-01-24 06:00:00,83.61,109.5,8.12,11.87,38.18,38.73,3.09,1.32,19.0,5.01,12.84,3.0,4.05,,0.19,74.03,,3.0,,
2021-01-24 06:00:00,2021-01-24 07:00:00,,,,,,,,,,,,,,,,,,,,
2021-01-24 07:00:00,2021-01-24 08:00:00,,,,,,,,,,,,,,,,,,,,
2021-01-24 08:00:00,2021-01-24 09:00:00,114.53,171.55,19.59,15.08,66.23,50.98,5.19,1.93,15.0,4.99,13.09,3.0,4.1,,0.19,87.68,,3.0,,
2021-01-24 09:00:00,2021-01-24 10:00:00,125.16,176.96,15.28,14.28,56.44,42.56,2.24,0.99,37.5,5.02,13.05,3.0,4.01,,0.19,72.39,,3.02,,
2021-01-24 10:00:00,2021-01-24 11:00:00,113.04,150.81,13.23,14.28,52.54,40.84,3.66,1.26,35.25,5.0,12.97,3.0,3.98,,0.26,132.99,,2.99,,
2021-01-24 11:00:00,2021-01-24 12:00:00,176.59,268.86,10.62,16.68,45.27,41.43,7.44,1.22,61.5,4.99,12.98,2.99,3.96,,0.39,174.17,,3.01,,
2021-01-24 12:00:00,2021-01-24 13:00:00,139.26,195.71,7.25,12.64,38.01,40.14,3.45,0.84,53.75,5.01,13.0,3.0,4.02,,0.53,176.42,,3.0,,
2021-01-24 13:00:00,2021-01-24 14:00:00,112.96,154.41,6.15,11.32,33.36,34.52,1.52,0.95,55.75,5.02,13.01,3.0,4.02,,0.52,249.74,,2.99,,
2021-01-24 14:00:00,2021-01-24 15:00:00,137.29,187.52,6.34,10.64,32.44,37.99,1.34,1.05,51.0,4.97,12.93,3.0,4.01,,1.05,263.3,,3.0,,
2021-01-24 15:00:00,2021-01-24 16:00:00,133.47,187.14,5.59,9.04,27.95,38.88,3.06,0.43,56.0,5.0,12.99,3.0,4.01,,0.35,236.19,,3.0,,
2021-01-24 16:00:00,2021-01-24 17:00:00,90.3,118.54,6.19,9.36,29.71,36.22,0.72,0.63,61.75,5.0,13.09,3.0,4.02,,0.56,31.73,,3.01,,
2021-01-24 17:00:00,2021-01-24 18:00:00,115.88,153.36,6.56,10.22,32.06,43.41,1.01,0.89,57.75,5.01,12.83,3.0,4.01,,0.55,104.08,,2.99,,
2021-01-24 18:00:00,2021-01-24 19:00:00,130.04,157.66,6.49,10.98,33.38,49.49,2.03,0.65,58.25,5.01,13.03,2.99,4.04,,0.37,41.87,,2.99,,
2021-01-24 19:00:00,2021-01-24 20:00:00,135.39,158.33,6.0,11.55,33.53,39.88,0.06,1.08,56.25,5.0,12.99,3.01,4.01,,0.21,72.23,,3.0,,
2021-01-24 20:00:00,2021-01-24 21:00:00,112.14,132.18,6.8,12.74,37.32,43.12,0.02,1.35,50.5,5.0,13.0,2.98,3.99,,0.2,22.83,,2.99,,
2021-01-24 21:00:00,2021-01-24 22:00:00,195.43,237.08,6.72,13.07,37.81,47.12,3.35,1.27,36.0,5.0,12.92,2.99,4.02,,0.33,30.32,,3.0,,
2021-01-24 22:00:00,2021-01-24 23:00:00,276.75,325.91,7.0,11.67,35.65,39.17,2.56,1.06,42.0,5.03,13.13,2.98,4.02,,0.66,97.95,,3.0,,
2021-01-24 23:00:00,2021-01-25 00:00:00,268.45,316.44,6.82,11.49,35.0,40.65,7.43,1.13,39.67,4.95,13.04,3.01,3.99,,0.57,17.05,,3.0,,
2021-01-25 00:00:00,2021-01-25 01:00:00,211.22,243.38,8.51,24.8,37.8,48.14,2.58,1.08,99.5,4.99,13.1,3.01,4.03,,0.19,86.29,,3.0,,
2021-01-25 01:00:00,2021-01-25 02:00:00,178.21,206.23,9.42,23.73,38.12,40.4,1.51,1.03,85.75,5.0,13.0,3.01,3.98,,0.19,92.49,,2.99,,
2021-01-25 02:00:00,2021-01-25 03:00:00,185.2,213.44,8.81,27.57,41.02,45.28,1.22,1.32,83.25,5.01,12.99,2.98,4.02,,0.19,77.1,,3.0,,
2021-01-25 03:00:00,2021-01-25 04:00:00,191.2,219.7,8.79,26.47,39.9,47.36,2.38,1.25,62.5,5.0,12.99,3.0,3.97,,0.19,90.85,,2.98,,
2021-01-25 04:00:00,2021-01-25 05:00:00,182.68,213.8,9.96,25.32,40.55,38.77,1.36,1.16,54.75,5.02,12.91,3.0,3.99,,0.19,90.88,,3.0,,
2021-01-25 05:00:00,2021-01-25 06:00:00,197.84,234.3,10.27,27.2,42.89,38.67,1.64,1.34,60.0,5.0,13.04,3.0,3.97,,0.19,79.68,,3.0,,
2021-01-25 06:00:00,2021-01-25 07:00:00,202.28,239.92,14.28,27.09,48.9,45.58,3.97,1.38,40.25,5.0,12.98,3.0,4.01,,0.19,76.07,,3.0,,
2021-01-25 07:00:00,2021-01-25 08:00:00,214.99,257.75,17.02,27.11,53.12,40.56,4.02,1.11,23.25,5.0,13.01,3.0,4.0,,0.2,67.53,,2.99,,
2021-01-25 08:00:00,2021-01-25 09:00:00,232.54,282.01,18.69,34.72,63.28,47.62,4.49,1.39,20.75,5.0,12.92,2.99,3.98,,0.21,71.69,,2.98,,
2021-01-25 09:00:00,2021-01-25 10:00:00,244.76,298.87,15.51,35.11,58.82,51.34,4.03,1.24,50.25,5.01,12.92,3.0,3.97,,0.26,65.96,,3.01,,
2021-01-25 10:00:00,2021-01-25 11:00:00,235.11,285.07,13.84,31.48,52.62,44.09,4.86,0.86,77.75,5.0,13.09,2.97,4.0,,0.23,73.97,,3.0,,
2021-01-25 11:00:00,2021-01-25 12:00:00,242.91,294.47,10.85,34.95,51.52,44.58,5.42,1.19,90.5,5.01,13.02,3.0,4.0,,0.28,75.15,,3.02,,
2021-01-25 12:00:00,2021-01-25 13:00:00,266.17,326.48,9.18,34.35,48.38,52.71,5.21,1.07,96.25,5.0,13.02,3.01,4.01,,0.61,101.45,,3.0,,
2021-01-25 13:00:00,2021-01-25 14:00:00,312.09,387.92,7.8,25.5,37.42,44.0,4.01,0.63,107.75,4.97,12.98,3.01,3.97,,0.71,306.42,,3.01,,
2021-01-25 14:00:00,2021-01-25 15:00:00,266.94,345.9,8.28,27.43,40.09,44.21,3.24,0.94,116.5,5.03,13.1,3.0,3.98,,0.73,343.76,,3.01,,
2021-01-25 15:00:00,2021-01-25 16:00:00,245.78,327.6,8.0,27.59,39.82,55.96,4.85,0.88,118.25,5.02,13.0,2.99,4.01,,1.07,265.22,,3.0,,
2021-01-25 16:00:00,2021-01-25 17:00:00,209.52,271.99,8.55,21.2,34.26,46.47,4.37,0.52,110.5,4.98,13.08,2.98,4.0,,1.03,268.92,,3.0,,
2021-01-25 17:00:00,2021-01-25 18:00:00,181.43,225.5,8.12,20.11,32.51,36.11,3.08,0.93,100.75,5.01,12.98,3.01,3.98,,0.88,267.03,,3.0,,
2021-01-25 18:00:00,2021-01-25 19:00:00,127.82,150.44,7.69,23.16,34.92,44.45,4.75,1.14,93.25,4.98,12.99,3.0,4.01,,0.68,266.72,,3.02,,
2021-01-25 19:00:00,2021-01-25 20:00:00,125.91,149.37,8.06,24.63,36.95,44.1,4.91,0.95,93.25,5.0,13.03,3.0,3.99,,0.74,181.7,,3.01,,
2021-01-25 20:00:00,2021-01-25 21:00:00,130.6,154.68,8.01,28.91,41.16,45.45,3.92,1.29,117.0,5.0,12.96,3.0,3.97,,0.65,9.16,,3.0,,
2021-01-25 21:00:00,2021-01-25 22:00:00,142.96,166.92,7.79,23.1,38.84,45.6,4.15,1.19,137.0,5.0,13.02,3.01,3.98,,0.85,178.81,,3.0,,
2021-01-25 22:00:00,2021-01-25 23:00:00,158.67,189.06,7.44,22.8,34.17,48.3,5.04,1.0,134.75,5.0,13.02,3.0,4.03,,0.7,272.06,,3.01,,
2021-01-25 23:00:00,2021-01-26 00:00:00,175.01,208.26,8.46,22.53,35.45,42.99,4.21,0.92,122.0,4.96,13.1,3.01,3.95,,0.62,121.84,,3.0,,
2021-01-26 00:00:00,2021-01-26 01:00:00,161.28,187.4,6.89,12.53,19.43,49.75,8.73,1.04,56.25,4.98,13.01,3.0,3.97,,0.52,93.2,,2.99,,
2021-01-26 01:00:00,2021-01-26 02:00:00,147.52,169.02,6.03,11.67,17.69,49.49,12.56,0.89,51.5,5.0,12.97,3.0,4.04,,0.49,31.52,,3.0,,
2021-01-26 02:00:00,2021-01-26 03:00:00,143.5,173.78,6.71,10.97,17.68,44.14,9.28,0.93,57.5,5.0,13.04,3.0,3.98,,0.18,85.16,,2.99,,
2021-01-26 03:00:00,2021-01-26 04:00:00,148.0,182.39,6.17,13.64,19.81,45.22,3.43,1.02,53.5,4.99,12.92,3.01,3.98,,0.19,89.99,,3.0,,
2021-01-26 04:00:00,2021-01-26 05:00:00,162.6,197.59,6.97,14.95,21.92,51.92,7.27,1.27,36.5,5.0,12.95,3.01,4.0,,0.19,88.41,,3.0,,
2021-01-26 05:00:00,2021-01-26 06:00:00,163.23,195.47,7.81,15.25,23.05,44.9,4.66,1.09,32.5,4.99,13.02,3.0,3.98,,0.19,87.79,,2.99,,
2021-01-26 06:00:00,2021-01-26 07:00:00,190.82,226.66,9.29,18.19,27.49,48.88,4.47,1.24,27.5,4.97,12.91,3.0,4.04,,0.19,73.66,,3.0,,
2021-01-26 07:00:00,2021-01-26 08:00:00,230.52,274.83,16.32,21.41,37.73,66.4,8.48,1.34,22.0,5.02,12.98,3.0,4.0,,0.2,74.65,,2.98,,
2021-01-26 08:00:00,2021-01-26 09:00:00,224.07,278.55,13.55,20.7,34.25,55.13,8.09,1.23,10.75,5.0,13.01,2.99,4.01,,0.2,48.23,,3.0,,
2021-01-26 09:00:00,2021-01-26 10:00:00,229.8,278.09,11.91,21.24,33.15,56.89,5.12,1.34,30.5,4.99,13.03,3.0,3.99,,0.19,78.14,,3.0,,
2021-01-26 10:00:00,2021-01-26 11:00:00,227.07,275.56,9.12,19.89,29.0,61.02,10.59,1.31,48.75,5.0,13.0,3.0,4.01,,0.19,83.28,,2.99,,
2021-01-26 11:00:00,2021-01-26 12:00:00,223.74,284.35,7.26,18.44,25.69,49.83,11.04,1.0,57.5,4.97,13.06,3.0,3.94,,0.19,78.46,,3.0,,
2021-01-26 12:00:00,2021-01-26 13:00:00,216.07,274.62,6.45,20.1,26.55,54.64,12.62,1.21,68.0,5.02,12.84,3.01,4.02,,0.4,265.29,,3.01,,
2021-01-26 13:00:00,2021-01-26 14:00:00,225.17,284.2,7.08,18.77,25.85,69.66,17.02,0.97,68.0,4.97,13.04,3.01,3.95,,0.89,315.14,,3.0,,
2021-01-26 14:00:00,2021-01-26 15:00:00,177.12,219.23,6.25,13.73,19.99,52.31,13.89,0.74,69.75,5.0,13.06,3.01,4.01,,0.81,334.88,,3.0,,
2021-01-26 15:00:00,2021-01-26 16:00:00,176.0,216.14,6.22,14.46,20.68,52.23,11.0,0.94,75.0,5.0,13.02,2.98,3.95,,0.61,250.28,,3.0,,
2021-01-26 16:00:00,2021-01-26 17:00:00,174.76,214.36,5.96,14.75,20.7,65.22,14.26,0.83,78.75,4.97,13.01,3.0,3.99,,1.19,346.08,,2.99,,
2021-01-26 17:00:00,2021-01-26 18:00:00,140.92,170.47,5.82,10.97,16.8,47.9,8.98,0.65,76.75,5.02,12.98,2.98,4.01,,1.31,349.39,,3.0,,
2021-01-26 18:00:00,2021-01-26 19:00:00,124.12,145.86,6.25,13.41,19.67,49.25,12.01,1.16,72.25,5.0,13.04,3.0,4.0,,0.81,264.8,,3.0,,
2021-01-26 19:00:00,2021-01-26 20:00:00,135.58,159.44,6.42,14.34,20.76,58.6,16.03,1.15,79.0,5.01,13.03,2.99,4.0,,0.81,347.64,,3.0,,
2021-01-26 20:00:00,2021-01-26 21:00:00,138.71,165.55,6.43,13.04,19.47,53.84,14.12,1.04,75.5,5.0,12.89,3.01,4.0,,0.65,183.98,,3.0,,
2021-01-26 21:00:00,2021-01-26 22:00:00,143.37,186.35,6.26,15.54,21.8,53.21,8.63,1.47,72.75,5.02,12.91,2.98,4.05,,0.38,46.05,,3.01,,
2021-01-26 22:00:00,2021-01-26 23:00:00,163.11,207.37,6.37,18.21,24.5,58.75,10.3,1.45,60.0,5.01,12.99,3.0,3.96,,0.24,69.51,,3.0,,
2021-01-26 23:00:00,2021-01-27 00:00:00,177.96,232.27,6.86,21.16,28.03,59.48,10.33,1.6,45.0,5.01,12.9,2.99,4.0,,0.19,81.08,,3.01,,
2021-01-27 00:00:00,2021-01-27 01:00:00,168.29,210.97,8.16,26.05,34.2,60.98,8.72,2.23,20.25,5.04,13.01,3.02,3.99,,0.2,64.37,,2.99,,
2021-01-27 01:00:00,2021-01-27 02:00:00,179.58,221.51,8.32,24.04,32.37,65.47,11.55,1.96,40.5,4.99,13.0,3.0,3.94,,0.2,90.29,,2.99,,
2021-01-27 02:00:00,2021-01-27 03:00:00,184.86,217.81,8.73,21.36,30.09,66.35,13.08,1.51,38.5,4.99,12.97,3.0,4.0,,0.19,89.89,,3.01,,
2021-01-27 03:00:00,2021-01-27 04:00:00,172.29,200.76,7.23,20.15,27.38,58.27,6.59,1.57,48.75,5.03,12.93,3.0,4.02,,0.19,82.37,,3.0,,
2021-01-27 04:00:00,2021-01-27 05:00:00,166.41,198.56,8.2,23.67,31.87,75.49,8.87,1.69,29.0,4.97,13.06,3.01,3.99,,0.19,81.27,,3.0,,
2021-01-27 05:00:00,2021-01-27 06:00:00,181.95,210.91,8.68,22.37,31.05,66.1,11.15,1.91,18.5,4.99,13.0,3.01,4.0,,0.26,80.37,,3.0,,
2021-01-27 06:00:00,2021-01-27 07:00:00,189.83,232.93,9.35,22.68,32.03,61.13,10.4,1.82,24.75,5.0,12.88,3.01,4.04,,0.19,74.2,,2.99,,
2021-01-27 07:00:00,2021-01-27 08:00:00,225.3,297.15,12.84,24.55,37.39,66.44,12.67,1.82,16.5,4.97,13.06,2.99,4.01,,0.19,68.64,,3.0,,
2021-01-27 08:00:00,2021-01-27 09:00:00,229.62,329.14,12.96,24.64,37.59,70.31,15.13,1.82,9.75,4.99,12.97,3.01,3.99,,0.2,81.38,,2.99,,
2021-01-27 09:00:00,2021-01-27 10:00:00,202.52,268.48,11.64,23.35,34.99,62.23,7.63,1.73,23.0,5.0,13.06,3.0,4.01,,0.22,79.37,,3.0,,
2021-01-27 10:00:00,2021-01-27 11:00:00,231.1,298.79,10.57,29.78,40.35,66.59,11.12,1.84,38.0,5.01,12.95,3.0,3.98,,0.21,84.92,,3.0,,
2021-01-27 11:00:00,2021-01-27 12:00:00,217.72,281.49,7.68,26.92,34.61,71.18,15.39,1.75,53.5,4.99,12.99,3.0,4.01,,0.27,121.16,,2.98,,
2021-01-27 12:00:00,2021-01-27 13:00:00,247.72,333.18,6.14,15.82,21.95,45.95,11.6,1.08,60.0,5.0,13.04,3.01,4.01,,0.57,328.07,,2.99,,
2021-01-27 13:00:00,2021-01-27 14:00:00,231.76,291.72,6.07,10.95,17.01,36.74,13.18,1.33,60.5,4.99,12.98,2.99,3.93,,0.88,303.08,,3.0,,
2021-01-27 14:00:00,2021-01-27 15:00:00,174.75,214.73,6.05,11.86,17.92,46.14,16.23,1.06,61.25,5.02,12.98,3.0,4.01,,0.82,254.44,,3.0,,
2021-01-27 15:00:00,2021-01-27 16:00:00,178.95,227.02,6.67,9.75,16.42,34.81,8.59,0.94,63.75,5.0,12.85,3.01,3.99,,0.94,260.61,,3.0,,
2021-01-27 16:00:00,2021-01-27 17:00:00,133.13,165.3,6.0,11.06,17.06,38.75,9.3,1.12,66.75,5.01,13.06,3.01,4.0,,1.02,352.19,,3.0,,
2021-01-27 17:00:00,2021-01-27 18:00:00,124.05,158.36,6.42,12.27,18.69,48.73,13.14,1.05,56.25,4.99,13.04,2.99,3.98,,0.68,185.33,,3.0,,
2021-01-27 18:00:00,2021-01-27 19:00:00,86.52,105.81,6.08,10.48,16.56,40.52,5.19,1.19,71.0,5.01,13.02,3.01,4.06,,0.84,345.28,,3.01,,
2021-01-27 19:00:00,2021-01-27 20:00:00,63.21,77.17,5.04,11.05,15.88,33.03,6.76,1.55,65.25,5.0,12.99,3.0,4.04,,0.75,267.21,,3.0,,
2021-01-27 20:00:00,2021-01-27 21:00:00,67.97,84.04,5.54,10.11,15.64,35.52,8.96,1.58,59.0,5.01,12.86,3.01,3.95,,0.3,49.46,,3.0,,
2021-01-27 21:00:00,2021-01-27 22:00:00,71.83,87.41,5.69,9.87,15.56,32.74,5.48,1.58,60.0,5.02,12.82,3.01,4.03,,0.21,139.6,,3.0,,
2021-01-27 22:00:00,2021-01-27 23:00:00,63.61,77.59,6.17,10.53,16.7,33.7,7.14,1.71,66.0,5.03,12.99,2.99,3.98,,0.2,81.38,,3.0,,
2021-01-27 23:00:00,2021-01-28 00:00:00,74.76,93.34,6.28,13.31,19.59,41.93,8.85,2.01,54.33,4.98,12.95,2.99,4.01,,0.19,68.58,,3.01,,
2021-01-28 00:00:00,2021-01-28 01:00:00,111.25,142.06,16.2,35.95,31.76,42.5,3.85,2.31,11.25,4.99,12.97,3.0,4.05,,0.19,68.45,,3.0,,
2021-01-28 01:00:00,2021-01-28 02:00:00,132.91,165.7,13.73,33.11,28.32,44.85,4.96,2.19,52.0,5.0,12.81,3.0,4.02,,0.19,79.65,,3.01,,
2021-01-28 02:00:00,2021-01-28 03:00:00,122.33,160.11,10.37,32.46,25.3,51.76,5.71,2.01,69.25,5.01,13.01,3.01,3.98,,0.19,80.64,,3.0,,
2021-01-28 03:00:00,2021-01-28 04:00:00,107.61,146.34,9.25,24.67,20.32,40.41,3.03,1.41,101.25,4.99,12.94,2.99,3.99,,0.19,83.46,,3.02,,
2021-01-28 04:00:00,2021-01-28 05:00:00,100.34,136.03,9.23,22.02,18.91,33.41,3.64,1.75,83.5,5.0,12.96,3.0,3.98,,0.19,84.65,,3.01,,
2021-01-28 05:00:00,2021-01-28 06:00:00,110.42,147.97,8.89,23.7,19.52,33.29,3.89,1.81,52.75,4.98,12.96,3.0,4.06,,0.19,75.06,,3.01,,
2021-01-28 06:00:00,2021-01-28 07:00:00,120.81,147.91,10.41,27.49,22.72,42.09,3.18,1.74,30.5,5.02,13.05,2.99,4.0,,0.19,75.93,,3.01,,
2021-01-28 07:00:00,2021-01-28 08:00:00,139.48,184.68,13.11,24.96,23.56,35.93,3.28,1.78,43.75,5.01,12.93,3.0,4.02,,0.19,85.62,,3.0,,
2021-01-28 08:00:00,2021-01-28 09:00:00,204.87,264.23,14.35,26.04,25.11,39.39,3.89,1.89,67.25,5.01,13.0,3.0,3.99,,0.19,93.53,,3.01,,
2021-01-28 09:00:00,2021-01-28 10:00:00,349.45,444.75,13.48,27.16,25.01,38.4,5.7,2.19,47.0,5.0,13.09,3.0,4.03,,0.19,92.56,,3.0,,
2021-01-28 10:00:00,2021-01-28 11:00:00,206.41,256.19,11.48,32.9,26.41,37.13,9.89,2.15,76.0,5.0,12.93,2.99,4.0,,0.19,79.16,,2.99,,
2021-01-28 11:00:00,2021-01-28 12:00:00,212.91,264.19,9.54,37.78,27.41,42.53,12.08,2.08,127.5,5.0,13.05,2.99,3.96,,0.19,90.56,,3.01,,
2021-01-28 12:00:00,2021-01-28 13:00:00,199.7,263.88,8.57,40.75,28.19,52.61,12.27,1.53,128.75,5.01,13.0,3.0,3.97,,0.38,193.35,,3.0,,
2021-01-28 13:00:00,2021-01-28 14:00:00,235.87,320.07,8.38,30.78,22.81,43.42,9.33,1.3,144.0,5.01,13.08,3.0,3.98,,0.89,299.74,,3.01,,
2021-01-28 14:00:00,2021-01-28 15:00:00,187.03,251.59,7.57,27.3,20.35,46.45,7.37,1.6,135.25,4.99,12.96,3.0,3.98,,0.99,336.45,,3.0,,
2021-01-28 15:00:00,2021-01-28 16:00:00,158.81,206.53,7.54,24.29,18.75,47.67,9.38,0.93,144.0,4.99,13.0,3.0,4.01,,0.67,352.68,,2.99,,
